datetime,P,PE,T_max,T_min,Q
01-Jan-1948,1.29,0.23,-2.7278,-8.7667,0.0692
02-Jan-1948,9.75,0.237,-1.9222,-15.05,0.0705
03-Jan-1948,0,0.236,3.7833,-11.5389,0.0705
04-Jan-1948,0,0.235,2.8389,-5.1222,0.0732
05-Jan-1948,0,0.235,4.8389,-5.95,0.0745
06-Jan-1948,0,0.236,5.7556,-9.15,0.0771
07-Jan-1948,0,0.238,8.1556,-3.8556,0.0784
08-Jan-1948,0,0.24,10.3611,-3.0222,0.081
09-Jan-1948,0,0.243,2.8944,-3.4167,0.0836
10-Jan-1948,0,0.247,-1.2889,-4.1389,0.0862
11-Jan-1948,0,0.251,5.7278,-3.65,0.0901
12-Jan-1948,0,0.256,2.2556,-9.5389,0.0914
13-Jan-1948,0,0.262,-6.5278,-13.0444,0.0901
14-Jan-1948,0,0.269,-6.7333,-17.6222,0.0875
15-Jan-1948,0,0.276,3.6944,-14.5611,0.0836
16-Jan-1948,0,0.284,-13.4444,-16.3944,0.081
17-Jan-1948,0,0.293,-9.6778,-14.7778,0.0784
18-Jan-1948,0,0.302,-2.6889,-15.5667,0.0758
19-Jan-1948,0,0.312,-2.8389,-15.7444,0.0732
20-Jan-1948,0,0.323,4.2444,-11.0167,0.0666
21-Jan-1948,0,0.335,-2.4889,-13.0111,0.0614
22-Jan-1948,0.04,0.347,-10.8389,-17.0444,0.0549
23-Jan-1948,0,0.36,-11.5167,-12.8778,0.0483
24-Jan-1948,0,0.374,-7.4944,-16.7833,0.0431
25-Jan-1948,0,0.388,-5.5611,-13.1833,0.0392
26-Jan-1948,0,0.403,-9.8278,-15.8556,0.0353
27-Jan-1948,0,0.419,-13.6389,-15.3944,0.0314
28-Jan-1948,0,0.435,-7.6778,-13.5889,0.0287
29-Jan-1948,0,0.452,1.8333,-15.6444,0.0248
30-Jan-1948,0,0.47,-3.2833,-12.2222,0.0235
31-Jan-1948,0,0.488,-1.6556,-12.5222,0.0222
01-Feb-1948,0,0.507,0.7944,-11.3167,0.0209
02-Feb-1948,0.35,0.527,-2.6,-11.2722,0.0209
03-Feb-1948,2.36,0.547,-9.5556,-13.5333,0.0209
04-Feb-1948,0.3,0.568,-6.5333,-14.6167,0.0196
05-Feb-1948,0,0.59,-4.8778,-14.6556,0.0183
06-Feb-1948,0.3,0.612,-4.6056,-16.9,0.0157
07-Feb-1948,0,0.635,-2.6556,-13.0222,0.0105
08-Feb-1948,0,0.658,-10.1944,-12.5278,0.0065
09-Feb-1948,0,0.682,-6.7833,-15.0222,0.0052
10-Feb-1948,1.06,0.707,-3.8722,-16.1111,0.0052
11-Feb-1948,0.61,0.732,-3.5444,-11.6722,0.0078
12-Feb-1948,1.29,0.758,-8.1111,-15.8278,0.0105
13-Feb-1948,2.72,0.784,-4.95,-11.4778,0.0118
14-Feb-1948,0,0.811,-4.8889,-12.4389,0.0105
15-Feb-1948,0,0.839,7.0111,-15.3889,0.0091
16-Feb-1948,0,0.867,12.2611,1.0833,0.0065
17-Feb-1948,0,0.895,16.4111,-2.3944,1.6983
18-Feb-1948,0,0.924,12.7444,-0.0333,3.4488
19-Feb-1948,0,0.954,8.3611,-9.5667,2.038
20-Feb-1948,0,0.984,-6.0056,-13.6556,0.9667
21-Feb-1948,0,1.015,-2.0556,-10.0722,0.6663
22-Feb-1948,0,1.046,0.8611,-10.65,0.6271
23-Feb-1948,1.08,1.078,6.5222,-5,0.6009
24-Feb-1948,4.47,1.11,5.5778,1.05,0.5879
25-Feb-1948,0.15,1.142,5.8278,-1.5333,0.5879
26-Feb-1948,12.03,1.175,13.65,-2.8222,0.8622
27-Feb-1948,16.03,1.209,10.6667,5.0722,2.4429
28-Feb-1948,1.2,1.243,7.9667,-2.3222,4.4939
29-Feb-1948,7.82,1.277,-0.1556,-5.6778,7.0544
01-Mar-1948,13.53,1.312,-0.7889,-3.9167,8.1649
02-Mar-1948,2.53,1.347,-1.8444,-5.05,3.893
03-Mar-1948,0.18,1.383,-2.1667,-7.0611,0.8883
04-Mar-1948,0,1.419,-3.7389,-13.2222,0.405
05-Mar-1948,7.08,1.455,-2.9611,-9.6167,0.3266
06-Mar-1948,4.84,1.492,0.6111,-5.6167,0.2743
07-Mar-1948,0.62,1.529,-3.25,-9.2611,0.2221
08-Mar-1948,0,1.566,-3,-10.6444,0.1829
09-Mar-1948,0,1.604,-9.1833,-17.7278,0.1293
10-Mar-1948,0,1.642,-13.8778,-16.6667,0.1202
11-Mar-1948,0,1.681,-13.4389,-11.2,0.115
12-Mar-1948,0,1.719,-1.9722,-11.9333,0.111
13-Mar-1948,0,1.758,4.8167,-13.4944,0.1058
14-Mar-1948,0,1.798,7.9722,-2.9778,0.3083
15-Mar-1948,0,1.837,9.7833,1.5333,1.4109
16-Mar-1948,0,1.877,6.4111,-0.9778,3.6317
17-Mar-1948,0,1.917,8.0667,-3.95,4.102
18-Mar-1948,22.43,1.957,16.4944,1.1389,7.8252
19-Mar-1948,7.9,1.998,14.2389,6.7944,8.7919
20-Mar-1948,1,2.039,21.75,3.2889,6.14
21-Mar-1948,1.06,2.079,17.35,2.7111,6.0877
22-Mar-1948,0,2.121,11.6056,-3.25,4.7291
23-Mar-1948,0,2.162,17.1056,-1.7333,2.247
24-Mar-1948,0,2.203,20.6444,0.6389,1.5677
25-Mar-1948,0.09,2.245,22.3722,5.7833,0.823
26-Mar-1948,0.59,2.286,21.7111,5.9722,0.5591
27-Mar-1948,0.07,2.328,6.0333,-3.1833,0.5905
28-Mar-1948,0,2.37,11.55,-5.7056,0.6584
29-Mar-1948,0.17,2.412,8.8722,2.3444,0.5853
30-Mar-1948,1.21,2.454,16.3222,-1.8333,0.2979
31-Mar-1948,0.36,2.497,10.9889,1.6444,0.3919
01-Apr-1948,0,2.539,11.2444,-3.3611,0.3606
02-Apr-1948,0,2.581,8.6722,-2.5889,0.3292
03-Apr-1948,0,2.623,20.9444,-0.2,0.2822
04-Apr-1948,2.39,2.666,23.3167,9.05,0.2717
05-Apr-1948,1.45,2.708,19.5778,7.2111,0.2639
06-Apr-1948,3.59,2.751,19.2944,4,0.2809
07-Apr-1948,1.7,2.793,22.8722,11.7,0.2979
08-Apr-1948,0.05,2.835,15.6778,-1.0389,0.2783
09-Apr-1948,0,2.878,13.05,-3.7833,0.273
10-Apr-1948,0.51,2.92,18.4722,6.0444,0.2247
11-Apr-1948,0.24,2.962,16.8167,6.5111,0.2169
12-Apr-1948,0.19,3.004,12.8,3.6056,0.1999
13-Apr-1948,0.05,3.046,12.6111,0.8111,0.1568
14-Apr-1948,0,3.088,19.3333,-1.5056,0.1751
15-Apr-1948,0,3.13,23.5333,8.4111,0.1724
16-Apr-1948,0.01,3.171,20.2667,7.3833,0.1724
17-Apr-1948,0.04,3.213,18.3444,2.1278,0.1698
18-Apr-1948,0.03,3.254,30.1222,11.0333,0.1698
19-Apr-1948,0,3.296,27.3889,15.7944,0.1372
20-Apr-1948,0,3.337,23.3722,7.5611,0.128
21-Apr-1948,12.16,3.377,20.5944,2.9667,0.1555
22-Apr-1948,13.76,3.418,16.4056,7.7611,0.1463
23-Apr-1948,3.17,3.459,25.7333,10.7889,0.1528
24-Apr-1948,2.7,3.499,25.6,14.8611,0.26
25-Apr-1948,3.25,3.539,24.8111,14.75,0.2574
26-Apr-1948,7.68,3.579,24.1889,13.1833,0.1555
27-Apr-1948,0.83,3.618,20.1222,8.9444,0.1568
28-Apr-1948,0,3.657,19.0833,6.3,0.1607
29-Apr-1948,4.21,3.696,20.1944,5.5222,0.1646
30-Apr-1948,3.61,3.735,16.8167,7.9111,0.1724
01-May-1948,12.21,3.773,18.9,8.5556,0.1594
02-May-1948,14.67,3.811,16.6056,7.8444,0.1646
03-May-1948,2.17,3.849,18.2389,4.4889,0.3475
04-May-1948,1.68,3.886,21.2944,7.9889,0.452
05-May-1948,19,3.923,20.3111,10.7333,0.648
06-May-1948,7.32,3.96,15.6222,7.5167,0.7472
07-May-1948,0.62,3.996,20.0722,3.6889,0.9301
08-May-1948,0.15,4.032,16.3278,6.6111,1.1914
09-May-1948,3.24,4.068,19.5667,9.9889,1.3456
10-May-1948,2.72,4.103,14.1056,7.2389,1.3064
11-May-1948,1.62,4.137,12.2444,6.1,1.1679
12-May-1948,0.29,4.172,13.3333,8,0.9928
13-May-1948,0.15,4.206,18.2333,6.0389,0.7838
14-May-1948,0.86,4.239,19.5556,6.8722,0.6166
15-May-1948,0.46,4.272,24.4111,13.2944,0.5435
16-May-1948,0,4.304,22.0444,8.7944,0.5435
17-May-1948,0,4.336,23.2444,7.2111,0.5356
18-May-1948,0,4.368,25.5056,9.2778,0.4703
19-May-1948,0,4.399,25.6944,10.0222,0.3788
20-May-1948,0.11,4.43,30.2167,11.7056,0.3292
21-May-1948,0.05,4.46,27.1778,16.8556,0.2704
22-May-1948,0.06,4.489,27.4667,8.8167,0.2417
23-May-1948,0,4.518,26.5833,11.7278,0.2286
24-May-1948,0,4.547,21.4944,6.5889,0.2077
25-May-1948,0,4.574,24.2944,6.3889,0.1907
26-May-1948,0,4.602,26.4667,7.4722,0.1764
27-May-1948,0,4.629,28.8111,10.9222,0.1698
28-May-1948,0,4.655,24.8944,12.0222,0.1594
29-May-1948,0.39,4.681,21.9,9.8167,0.1476
30-May-1948,0.22,4.706,20.9333,10.2444,0.1385
31-May-1948,0.03,4.73,26.4111,11.3111,0.1319
01-Jun-1948,0,4.754,29.5111,9.9167,0.128
02-Jun-1948,0,4.777,31.05,12.1278,0.1254
03-Jun-1948,0,4.8,31.6389,13.0944,0.1228
04-Jun-1948,5.15,4.822,32.5222,16.2389,0.1137
