datetime,P,PE,T_max,T_min,Q
01-Jan-1948,9.89,0.34,6.1056,2.0722,1.5698
02-Jan-1948,7.04,0.348,3.5833,-0.0833,5.9621
03-Jan-1948,0.25,0.347,1.2444,-1.0056,3.6538
04-Jan-1948,0.25,0.347,0.4889,-1.8389,2.3247
05-Jan-1948,0.78,0.347,1.15,-3.2667,1.7339
06-Jan-1948,1.43,0.348,2.3056,-4.4111,1.351
07-Jan-1948,1.1,0.349,-0.4889,-7.8556,1.1596
08-Jan-1948,0.39,0.351,6.6889,-12.6167,0.9846
09-Jan-1948,0.75,0.354,8.4389,-2.4778,1.094
10-Jan-1948,0.32,0.357,2.3556,-5.0778,1.1487
11-Jan-1948,2.84,0.36,2.2278,-9.0667,1.4768
12-Jan-1948,2.56,0.364,3.45,-7.1111,0.9846
13-Jan-1948,3.08,0.369,3.0389,-1.3167,0.7111
14-Jan-1948,0.53,0.374,-1.3778,-10.6667,0.6017
15-Jan-1948,0.18,0.379,-5.0056,-14.5333,0.547
16-Jan-1948,1.22,0.385,2.3389,-13.3167,0.629
17-Jan-1948,1.28,0.392,-0.5944,-8.5,0.547
18-Jan-1948,1.75,0.399,-5.2722,-14.4667,0.4595
19-Jan-1948,0,0.406,-3.8333,-10.9833,0.4266
20-Jan-1948,0,0.414,3.3722,-13.0056,0.5032
21-Jan-1948,0.54,0.423,5.5667,-4.7889,0.6017
22-Jan-1948,0.64,0.432,1.4333,-8.5611,0.4485
23-Jan-1948,2.43,0.441,-6.3889,-14.3444,0.361
24-Jan-1948,6.22,0.451,-10.3111,-14.3722,0.2735
25-Jan-1948,1.74,0.462,-7.5111,-15.4,0.2461
26-Jan-1948,0.2,0.473,-4.8222,-12.7278,0.2407
27-Jan-1948,0.32,0.484,-4.1389,-12.05,0.2516
28-Jan-1948,0.04,0.496,-4.1556,-15.2444,0.268
29-Jan-1948,0,0.509,-2.75,-13.7389,0.2844
30-Jan-1948,0,0.522,-4.1833,-12.9333,0.2625
31-Jan-1948,0,0.535,-5.45,-11.2611,0.2461
01-Feb-1948,0,0.549,-0.3778,-13.9722,0.2461
02-Feb-1948,0,0.563,0.6778,-8.9889,0.2461
03-Feb-1948,4.26,0.578,-1.0444,-7.7444,0.2297
04-Feb-1948,7.41,0.593,-1.6889,-8.8,0.2297
05-Feb-1948,1.69,0.608,-1.3889,-9.1389,0.2188
06-Feb-1948,0.24,0.624,0.1278,-8.65,0.1969
07-Feb-1948,0.13,0.641,0.4222,-12.6778,0.2024
08-Feb-1948,0.88,0.658,0.0833,-10.3222,0.2079
