datetime,P,PE,T_max,T_min,Q
01-Jan-1948,0,0.44,-6.7056,-11.1611,0.0367
02-Jan-1948,0,0.441,-0.35,-15.1111,0.0344
03-Jan-1948,0,0.44,7.3167,-6.8889,0.0321
04-Jan-1948,0,0.439,5.7278,-0.4333,0.0298
05-Jan-1948,0,0.439,5.3278,-4.8444,0.0275
06-Jan-1948,0,0.439,6.3722,-8.7056,0.0298
07-Jan-1948,0,0.441,9.8389,-1.5889,0.0321
08-Jan-1948,0,0.443,11.9778,-0.4056,0.0344
09-Jan-1948,0,0.446,7.5167,-0.2556,0.0367
10-Jan-1948,0,0.45,4.2444,-6.6611,0.0344
11-Jan-1948,0,0.454,9.7667,-1.45,0.0321
12-Jan-1948,0,0.46,6.6056,-4.4833,0.0298
13-Jan-1948,0,0.466,0.9944,-9.6833,0.0275
14-Jan-1948,0,0.473,-2.8056,-15.5444,0.0229
15-Jan-1948,0,0.48,7.3444,-8.8389,0.0206
16-Jan-1948,0,0.488,-2.4611,-15.2278,0.0183
17-Jan-1948,0,0.497,-3.7167,-16.8722,0.0161
18-Jan-1948,0,0.507,0.0278,-9.1278,0.0138
19-Jan-1948,0,0.518,-0.1,-12.9833,0.0115
20-Jan-1948,0,0.529,8.4167,-6.5833,0.0115
21-Jan-1948,0,0.541,5.2167,-4.8056,0.0115
22-Jan-1948,0,0.554,-0.6889,-11.8278,0.0115
23-Jan-1948,0,0.567,-8.4444,-13.1778,0.0115
24-Jan-1948,0,0.581,-5.8111,-16.9944,0.0115
25-Jan-1948,0.27,0.596,-1.6333,1.0611,0.0115
26-Jan-1948,0.94,0.612,-4.8889,-12.2667,0.0115
27-Jan-1948,0,0.628,-11.4778,-16.5111,0.0115
28-Jan-1948,0,0.645,-7.0833,-11.8889,0.0115
29-Jan-1948,0.45,0.663,0.9722,-15.1889,0.0115
30-Jan-1948,1.61,0.682,-0.7167,-5.05,0.0115
31-Jan-1948,0.35,0.701,-0.9556,-7.7944,0.0115
01-Feb-1948,0,0.721,0.6889,-11.7111,0.0115
02-Feb-1948,0.05,0.741,-0.3944,-11.4,0.0115
03-Feb-1948,2.15,0.762,-3.15,-8.4944,0.0115
04-Feb-1948,0.26,0.784,-3.15,-10.0444,0.0115
05-Feb-1948,0,0.807,-4.7778,-12.2667,0.0115
06-Feb-1948,0.15,0.83,-1.0167,-10.2722,0.0115
07-Feb-1948,0.24,0.854,0.5556,-6.95,0.0115
08-Feb-1948,0,0.878,-6.0833,-16.0722,0.0115
09-Feb-1948,0,0.903,0.0333,-15.6222,0.0115
10-Feb-1948,2.05,0.929,-0.7222,-11.0167,0.0115
11-Feb-1948,2.18,0.955,-1.7111,-9.9556,0.0115
12-Feb-1948,1.67,0.982,-8.5944,-16.0444,0.0115
13-Feb-1948,0.97,1.01,-3.0889,-10.4833,0.0115
14-Feb-1948,0,1.038,2.6167,-13.65,0.0229
15-Feb-1948,0,1.067,9.2889,-7.4944,0.0344
16-Feb-1948,0,1.096,15,1.3611,0.2729
17-Feb-1948,0,1.126,20.2667,-0.6722,0.8898
18-Feb-1948,0,1.156,19.1944,1.2167,1.5456
19-Feb-1948,0,1.187,14.5111,-4.6056,1.0778
20-Feb-1948,0,1.219,-3.7944,-9.2556,0.4472
21-Feb-1948,0.12,1.251,-1.7278,-8.4,0.2729
22-Feb-1948,0,1.284,3.6444,-7.6889,0.1949
23-Feb-1948,2.75,1.317,5.1,-1.5222,0.1835
24-Feb-1948,0.74,1.35,7.0778,1.5889,0.172
25-Feb-1948,0,1.384,6.3722,-0.7889,0.1674
26-Feb-1948,6.41,1.419,13.3667,-0.1389,0.1949
27-Feb-1948,2.14,1.454,16.0556,8.8889,0.6765
28-Feb-1948,0.12,1.49,11.1222,1.0167,1.1741
29-Feb-1948,1.68,1.526,5.7333,-4.0056,0.7889
01-Mar-1948,21.55,1.562,1.4222,-1.3889,0.5343
02-Mar-1948,1.15,1.599,0.5167,-3.1056,1.2704
03-Mar-1948,0,1.636,-0.5722,-4.8944,0.6696
04-Mar-1948,0.81,1.674,0.5778,-6.0667,0.344
05-Mar-1948,8.53,1.712,-1.3,-5.4722,0.2408
06-Mar-1948,11.04,1.75,0.65,-5.2556,0.1491
07-Mar-1948,0,1.789,-0.4778,-12.3333,0.1147
