datetime,P,PE,T_max,T_min,Q
01-Jan-1948,1.86,0.72,13.2722,5.8667,0.7991
02-Jan-1948,0,0.73,13.8556,0.8889,0.922
03-Jan-1948,0.16,0.734,6.4722,-2.9444,0.8605
04-Jan-1948,0.09,0.738,5.6278,-3.5889,0.7991
05-Jan-1948,0,0.743,7.7167,-1.0778,0.7683
06-Jan-1948,0,0.748,8.9556,-3.9444,0.7376
07-Jan-1948,0,0.754,10.9167,-3.1833,0.7069
08-Jan-1948,0,0.76,13.9722,-4.3167,0.7069
09-Jan-1948,0,0.766,16.9611,3.2278,0.7069
10-Jan-1948,0,0.774,12.4333,-0.4333,0.7069
11-Jan-1948,0.11,0.781,7.2889,-8.9722,0.6761
12-Jan-1948,18.77,0.789,6.0556,-3.45,0.6761
13-Jan-1948,12.64,0.798,2.8167,-0.6111,1.6903
14-Jan-1948,0,0.807,4.5167,-6.8778,2.1513
15-Jan-1948,0,0.816,-0.1056,-14.2944,1.3523
16-Jan-1948,0,0.826,8.3333,-8.7056,1.2293
17-Jan-1948,0.12,0.836,7.1833,-3.1778,1.1064
18-Jan-1948,0.02,0.847,4.0222,-5.7778,0.9835
19-Jan-1948,4.16,0.859,1.0111,-11.9278,0.8605
20-Jan-1948,11.01,0.87,1.6722,-6.0111,0.8359
21-Jan-1948,0.52,0.883,6.0167,-1.3722,1.0511
22-Jan-1948,0,0.895,9.45,-0.9444,1.0664
23-Jan-1948,3.43,0.908,7.1389,-2.3667,0.965
24-Jan-1948,15.14,0.922,-2.2222,-11.9167,0.9128
25-Jan-1948,0.25,0.936,2.3056,-14.5389,0.7376
26-Jan-1948,2.16,0.95,6.2167,-10.0222,0.922
27-Jan-1948,6.33,0.965,0.8667,-3.3389,1.0234
28-Jan-1948,0,0.98,1.8389,-6.1389,1.1617
29-Jan-1948,5.77,0.996,3.95,-4.9389,1.0418
30-Jan-1948,17.51,1.012,2.1778,-1.5056,1.34
31-Jan-1948,9.67,1.029,0.3111,-8.5944,2.0468
01-Feb-1948,0.51,1.046,4.2889,-8.6556,1.5582
02-Feb-1948,0,1.063,8.5333,-6.9111,1.2908
03-Feb-1948,0.08,1.081,9.5833,-6.7833,1.1617
04-Feb-1948,1.09,1.099,8.5611,-1.4,1.2047
05-Feb-1948,10.3,1.117,9.6833,1.0611,1.469
06-Feb-1948,6.78,1.136,4.4778,-2.9778,3.6265
07-Feb-1948,0.12,1.155,7.1111,-0.7722,4.026
08-Feb-1948,1.38,1.175,8.7611,2.5667,2.6553
09-Feb-1948,15.19,1.195,5.4111,-7.3056,2.0468
10-Feb-1948,4.2,1.215,-1.6889,-9.9667,1.7364
11-Feb-1948,4.69,1.236,0.4278,-4.9611,1.469
12-Feb-1948,19.51,1.257,6.7,-1.2722,2.5816
13-Feb-1948,6.17,1.278,7.2722,1.9833,4.7943
14-Feb-1948,3.51,1.3,10.7889,1.2167,5.4397
15-Feb-1948,0,1.322,12.5722,-3.7333,3.6572
