datetime,P,PE,T_max,T_min,Q
01-Jan-1948,0.3,0.13,7.6056,-0.4222,0.5394
02-Jan-1948,0.17,0.13,0.5444,-3.4389,1.3029
03-Jan-1948,0.08,0.129,1.3944,-6.1278,1.4675
04-Jan-1948,0.1,0.129,1.4111,-1.8833,1.5971
05-Jan-1948,0.09,0.129,3.3778,-4.5944,1.6881
06-Jan-1948,0.23,0.131,6.0611,-3.6278,1.7406
07-Jan-1948,0,0.132,9.9944,-3.5556,1.4149
08-Jan-1948,0,0.135,13.7167,0.3556,1.0297
09-Jan-1948,0,0.139,11.5667,1,0.7425
10-Jan-1948,0.02,0.143,2.4556,-3.5556,0.5148
11-Jan-1948,0.59,0.148,3.6444,-5.4833,0.4168
12-Jan-1948,0.49,0.153,7.9833,0.4444,0.3607
13-Jan-1948,0.09,0.16,2.3278,-9.1278,0.3152
14-Jan-1948,0,0.167,-7.4333,-15.7389,0.2819
15-Jan-1948,0,0.175,5.7,-12.4167,0.2431
16-Jan-1948,0,0.184,2.2333,-13.7056,0.1989
17-Jan-1948,0,0.193,-9.2333,-17.0222,0.166
18-Jan-1948,0.02,0.203,-4.9889,-17.0222,0.1622
19-Jan-1948,0,0.214,2.3278,-9.3722,0.1695
20-Jan-1948,0.22,0.226,4.8444,-9.2,0.1695
21-Jan-1948,2.14,0.238,0.8722,-6.6778,0.173
22-Jan-1948,0.59,0.251,-3.9111,-14.6111,0.1622
23-Jan-1948,0,0.265,-8.8889,-16.6778,0.1548
24-Jan-1948,0,0.28,-5.65,-15.5167,0.1548
25-Jan-1948,1.07,0.295,-1.4278,-14.2111,0.1474
26-Jan-1948,1.13,0.311,-5.0278,-13.1278,0.1401
27-Jan-1948,0.08,0.328,-7.0167,-15.6111,0.1327
28-Jan-1948,0,0.345,-7.2278,-14.0889,0.1254
29-Jan-1948,0,0.363,0,-17.1111,0.118
30-Jan-1948,0.76,0.382,0.1111,-7.9778,0.111
31-Jan-1948,0.4,0.402,-2.1889,-11.0722,0.1068
01-Feb-1948,0,0.422,1.2611,-11.2167,0.104
02-Feb-1948,0.81,0.443,5,-8.9611,0.1005
03-Feb-1948,6.79,0.464,0.7889,-7.1389,0.097
04-Feb-1948,2.56,0.486,1.1278,-3.8889,0.0935
05-Feb-1948,0.88,0.509,-3.0667,-7.7,0.09
06-Feb-1948,0.27,0.532,-0.1778,-15,0.09
07-Feb-1948,0,0.557,1.7944,-8.4444,0.0865
08-Feb-1948,0,0.581,-0.7944,-16.1444,0.0865
09-Feb-1948,0,0.607,-4.1056,-16.4444,0.0935
10-Feb-1948,1.68,0.633,-0.0056,-14.4389,0.0865
11-Feb-1948,0.85,0.659,2.4722,-3.4722,0.083
12-Feb-1948,7.68,0.686,0.7389,-4.6944,0.0865
13-Feb-1948,13,0.714,0.4222,-3.0833,0.1005
14-Feb-1948,1.75,0.743,1.1278,-8.05,0.1075
15-Feb-1948,0,0.772,6.6444,-10.6111,0.1842
16-Feb-1948,0,0.801,12.3611,0.65,0.3327
17-Feb-1948,0,0.831,15.4167,-2.1444,0.8406
18-Feb-1948,0,0.862,18.5222,2.6556,1.2888
19-Feb-1948,0,0.893,15.1,0.0389,1.0752
20-Feb-1948,0.67,0.925,1.2333,-9.5889,1.4359
21-Feb-1948,0.44,0.957,-2.8222,-7.4278,1.5025
22-Feb-1948,0.02,0.99,2.2889,-9.95,1.3799
23-Feb-1948,0.07,1.023,6.8944,-4.6444,0.9841
24-Feb-1948,0.97,1.057,8.6389,0.8056,0.7215
25-Feb-1948,1.55,1.091,9.3889,5.4944,0.5884
26-Feb-1948,16.74,1.126,14,3.8056,0.5148
27-Feb-1948,5.6,1.161,15.6,6.4278,0.5148
28-Feb-1948,0.43,1.197,12.7167,4.1944,0.8791
29-Feb-1948,0.69,1.233,6.7167,-2.5111,1.3449
01-Mar-1948,5.69,1.269,5.7333,-1.5278,1.4184
02-Mar-1948,3.19,1.306,8.8056,0.7611,1.485
03-Mar-1948,0,1.343,2.9111,-1.6278,1.5025
04-Mar-1948,0,1.381,2.9722,-3.9722,1.4535
05-Mar-1948,6.79,1.419,4.8833,-6.6833,1.1943
06-Mar-1948,3.08,1.458,4.9444,0.6944,1.0402
07-Mar-1948,0.11,1.497,4.9389,-1.0333,0.9281
08-Mar-1948,0,1.536,3.6556,-4.6944,0.9421
09-Mar-1948,0.97,1.576,4.6722,-5.3111,0.9176
