datetime,P,PE,T_max,T_min,Q
01-Jan-1948,11.68,0.15,-0.3389,-5.7444,0.1835
02-Jan-1948,6.87,0.15,0.1333,-5.0833,0.1948
03-Jan-1948,0.35,0.15,-1.8278,-6.4111,0.2098
04-Jan-1948,1.85,0.15,-1.3444,-6.8611,0.2172
05-Jan-1948,0.2,0.15,-0.6556,-6.35,0.2098
06-Jan-1948,1.35,0.151,0.0222,-6.1944,0.2098
07-Jan-1948,1.44,0.153,0.2444,-6.3167,0.2098
08-Jan-1948,0.45,0.155,2.3222,-11.4833,0.2023
09-Jan-1948,0.38,0.158,4.0667,-5.6889,0.2172
10-Jan-1948,0.59,0.161,-0.8889,-12.7833,0.2098
11-Jan-1948,0.06,0.165,0.6333,-10.9,0.2098
12-Jan-1948,0.09,0.169,2.5056,-12.2056,0.2247
13-Jan-1948,0.19,0.174,1.15,-5.5167,0.2322
14-Jan-1948,0.25,0.179,-4.4444,-15.8667,0.2172
15-Jan-1948,0,0.185,-5.1667,-11.7722,0.1798
16-Jan-1948,1.32,0.192,-0.4667,-12.1389,0.1948
17-Jan-1948,2.66,0.199,-3.5611,-9.9111,0.2023
18-Jan-1948,0.95,0.206,-7.5556,-14.7611,0.1798
19-Jan-1948,0.04,0.214,-4.0833,-9.65,0.1648
20-Jan-1948,0.04,0.222,1.9389,-10.3389,0.176
21-Jan-1948,0.04,0.231,3.3889,-5.5278,0.1873
22-Jan-1948,0.07,0.241,-1.0667,-11.6222,0.1798
23-Jan-1948,3.68,0.251,-10.4,-15.7778,0.1648
24-Jan-1948,9.16,0.261,-10.4667,-12.1444,0.1498
25-Jan-1948,4.63,0.272,-6.1833,-15.5778,0.1573
26-Jan-1948,0.01,0.283,-4.7722,-10.8889,0.1573
27-Jan-1948,0.06,0.295,-5.5833,-13.7111,0.1536
28-Jan-1948,0.03,0.308,-4.5611,-15.4222,0.1461
29-Jan-1948,0.06,0.321,-4.6778,-14.8778,0.1423
30-Jan-1948,0.04,0.334,-9.3722,-14.1333,0.1348
31-Jan-1948,0.01,0.348,-8.1889,-8.1556,0.1274
01-Feb-1948,0.13,0.362,-0.8167,-7.95,0.1274
02-Feb-1948,0.3,0.377,0.1833,-13.6222,0.1348
03-Feb-1948,3.21,0.392,-4.5944,-13.3722,0.1423
04-Feb-1948,1,0.408,-6.7056,-15.2778,0.1348
05-Feb-1948,0.09,0.424,-4.6778,-15.6667,0.1274
06-Feb-1948,0.02,0.441,-3.1778,-14.3833,0.1311
07-Feb-1948,0.73,0.458,-0.5389,-15.6389,0.1348
08-Feb-1948,0.28,0.475,-4.0944,-14.3167,0.1311
09-Feb-1948,0.01,0.493,-7.1111,-12.6167,0.1274
10-Feb-1948,0.03,0.511,-5.1722,-9.2778,0.1199
11-Feb-1948,0.19,0.53,-0.6944,-13.8833,0.1236
12-Feb-1948,2.23,0.549,1.1222,-9.0278,0.1274
13-Feb-1948,10.85,0.569,4.35,-12.5833,0.1386
14-Feb-1948,2.38,0.589,5.5,-5.2556,0.176
15-Feb-1948,0.14,0.609,1.15,-14.6667,0.3895
16-Feb-1948,0,0.63,7.1389,-10.9333,0.7491
17-Feb-1948,0,0.651,8.35,-1.5222,1.0488
18-Feb-1948,0.03,0.673,8.2556,-3.4056,1.6106
19-Feb-1948,0.42,0.694,12.3056,-3.2722,2.4721
20-Feb-1948,0.11,0.717,5.8556,-9.1111,8.0157
21-Feb-1948,0.56,0.739,-0.5,-13.1278,4.1577
22-Feb-1948,1.44,0.762,1.1389,-10.2667,2.2324
23-Feb-1948,0,0.786,2.2056,-14.3667,1.5357
24-Feb-1948,0.06,0.809,4.7944,-11.6667,1.1612
25-Feb-1948,0.58,0.833,6.0056,-4.4389,1.0525
26-Feb-1948,0.86,0.858,5.25,-2.4389,1.0413
27-Feb-1948,5.31,0.883,5.1722,-3.1611,1.1874
28-Feb-1948,5.95,0.907,6.4611,-1.6222,1.7567
29-Feb-1948,0.39,0.933,2.8444,-7.0889,5.2439
01-Mar-1948,5.21,0.958,0.5889,-14.0389,2.5246
02-Mar-1948,2.56,0.984,-0.0222,-5.8056,1.9065
03-Mar-1948,0.67,1.01,-1.2111,-5.4333,1.5245
04-Mar-1948,0.87,1.037,-4.0444,-10.1,1.2398
05-Mar-1948,0,1.064,-2.9444,-14.5389,0.824
06-Mar-1948,0.68,1.091,5.6611,-14.7056,0.6929
07-Mar-1948,1.78,1.118,4.4556,-5.7556,0.8615
08-Mar-1948,0.66,1.145,4.7722,-4.1667,1.06
09-Mar-1948,0,1.173,5.7611,-6.3278,1.1237
10-Mar-1948,9.3,1.201,1.6389,-7.75,1.266
11-Mar-1948,4.97,1.229,-2.1944,-11.1111,1.1237
12-Mar-1948,1,1.257,-1.1944,-13.5722,0.6742
13-Mar-1948,0,1.286,2.5167,-14.4444,0.618
14-Mar-1948,0.7,1.315,9.0556,-14.5167,0.6929
15-Mar-1948,5.25,1.343,13.2,-2.5556,0.7791
