datetime,P,PE,T_max,T_min,Q
01-Jan-1948,0.95,0.63,4.1111,-8.0722,0.3223
02-Jan-1948,0.25,0.638,2.7389,-10.1722,0.9365
03-Jan-1948,0,0.637,9.3389,-5.0889,1.1203
04-Jan-1948,0,0.637,10.9056,-0.7333,0.851
05-Jan-1948,0,0.638,12.6889,-2.9333,0.7056
06-Jan-1948,0,0.64,12.4667,-4.05,0.6152
07-Jan-1948,0,0.642,13.6833,-1.8556,0.5307
08-Jan-1948,0,0.644,17.3889,2.6222,0.4737
09-Jan-1948,0,0.648,15.9167,3.8611,0.3842
10-Jan-1948,0,0.652,11.9833,-1.0111,0.3774
11-Jan-1948,1.32,0.656,9.6556,2.6667,0.343
12-Jan-1948,3.82,0.662,8.5833,3.6944,0.3292
13-Jan-1948,0.02,0.668,6.7278,-8.3,0.3037
14-Jan-1948,0,0.675,2.8722,-9.45,0.285
15-Jan-1948,0,0.682,8.3,-5.8944,0.285
16-Jan-1948,0,0.69,7.75,-8.2333,0.2663
17-Jan-1948,0,0.699,-2.8167,-14.2167,0.2545
18-Jan-1948,0,0.708,0.7722,-10.6667,0.2545
19-Jan-1948,0.1,0.718,3.2444,-6.5778,0.2388
20-Jan-1948,0.13,0.728,5.6556,-5.2944,0.227
21-Jan-1948,0.27,0.74,9.4056,-3.8,0.2221
22-Jan-1948,0.09,0.752,9.2167,-3.3778,0.2221
23-Jan-1948,0.64,0.764,1.5944,-14.7278,0.2113
24-Jan-1948,2.69,0.777,-5.0667,-14.2611,0.2054
25-Jan-1948,0.89,0.791,-1.7389,-10.4278,0.2113
26-Jan-1948,0.28,0.805,-1.7778,-6.8167,0.2054
27-Jan-1948,0.13,0.82,-3.5111,-10.5222,0.1956
28-Jan-1948,0,0.836,-4.6556,-16.1,0.1906
29-Jan-1948,0.14,0.852,-2.45,-11.7389,0.1906
30-Jan-1948,0.13,0.869,-1.1556,-5.9111,0.1857
31-Jan-1948,0.11,0.887,0.5389,-7.2389,0.1808
01-Feb-1948,0.01,0.905,3.4333,-7.75,0.1808
02-Feb-1948,0.44,0.923,5.2056,-5.9667,0.1769
03-Feb-1948,7.41,0.942,5.1944,-1.3111,0.1769
04-Feb-1948,11.03,0.962,4.8333,-0.4,0.1808
05-Feb-1948,10.07,0.983,2.4667,-1.8778,0.1956
06-Feb-1948,0.81,1.004,2.3667,-3.5444,0.2388
07-Feb-1948,0.36,1.025,4.0611,-0.7056,0.3842
08-Feb-1948,0,1.047,2.2778,-8.7167,0.6329
09-Feb-1948,0,1.07,2.1056,-9.0833,0.6073
10-Feb-1948,2.84,1.093,5.8056,-7.65,0.5464
11-Feb-1948,8.26,1.116,4.65,-1.6667,0.4982
12-Feb-1948,7.75,1.141,1.5111,-3.6111,0.4737
13-Feb-1948,2.94,1.165,-0.7389,-6.7278,0.4737
14-Feb-1948,0.06,1.191,3.6222,-12.0944,0.6967
15-Feb-1948,0,1.216,9.95,-6.2389,0.8009
16-Feb-1948,0,1.243,15.2167,1.7556,0.7724
17-Feb-1948,0,1.269,21.2222,-0.3,0.792
18-Feb-1948,0.02,1.296,23.0556,4.6889,0.7626
19-Feb-1948,0.01,1.324,20.3667,8.4722,0.6967
20-Feb-1948,0.27,1.352,12.4722,-2.7444,0.6329
21-Feb-1948,0.22,1.381,2.6222,-3.9056,0.5896
22-Feb-1948,0,1.41,6.1944,-5.5333,0.5385
23-Feb-1948,0.99,1.439,8.9389,-3.2889,0.4982
24-Feb-1948,6.99,1.469,11.5444,2.4667,0.4658
25-Feb-1948,17.92,1.5,13.6389,7.6,0.4511
26-Feb-1948,9.39,1.53,17.6667,9.9778,0.4815
27-Feb-1948,7.43,1.562,17.5556,10.3889,0.9571
28-Feb-1948,1,1.593,16.2278,3.5833,2.6926
29-Feb-1948,11.48,1.625,15.6222,1.3,2.614
01-Mar-1948,23.29,1.657,13.3333,3.2833,2.2405
02-Mar-1948,0.68,1.69,9.0611,1.2611,5.2476
03-Mar-1948,0.01,1.723,4.5778,-1.1444,5.621
04-Mar-1948,2.69,1.757,6.2333,-2.2222,3.0856
05-Mar-1948,8.04,1.79,5.3611,-1.2778,2.2405
06-Mar-1948,3.83,1.824,2.8389,-1,1.8966
07-Mar-1948,0.49,1.859,6.6389,-4.7,2.6926
08-Mar-1948,0.99,1.893,5.8333,-4.25,2.1717
09-Mar-1948,11.53,1.928,5.1611,-2.3389,1.759
10-Mar-1948,8.99,1.964,5.1,-8.1611,1.5428
11-Mar-1948,2.9,1.999,-5.7111,-16.3667,1.4052
12-Mar-1948,0.12,2.035,-0.95,-13.5778,1.2677
13-Mar-1948,0,2.071,7.4944,-13.5944,1.1891
14-Mar-1948,0,2.107,14.8667,-0.9778,1.2087
15-Mar-1948,0,2.144,20.1389,10.05,1.9359
16-Mar-1948,0,2.181,19.3111,3.3,2.9284
17-Mar-1948,0.1,2.218,16.6333,-0.9389,2.2405
18-Mar-1948,1.74,2.255,19.1167,6.5167,1.8278
19-Mar-1948,6.91,2.292,23.5333,13.1278,1.6313
20-Mar-1948,6.06,2.33,25.9167,9.7389,1.592
21-Mar-1948,21.61,2.368,23.5667,12.2444,1.592
22-Mar-1948,18.73,2.406,16.4556,5.9389,2.103
23-Mar-1948,1.66,2.444,18.2889,3.0222,4.5793
24-Mar-1948,0.11,2.482,23.7444,4.7,5.8667
25-Mar-1948,9.73,2.52,25.3889,11.4667,3.9406
26-Mar-1948,4.29,2.559,22.9278,12.5278,3.0856
27-Mar-1948,0.82,2.597,14.8222,-0.1444,2.6926
28-Mar-1948,0,2.636,10.65,-2.7611,2.1717
29-Mar-1948,0.09,2.674,18.9222,2.9778,1.759
30-Mar-1948,0.3,2.713,22.4167,9.9167,1.5428
31-Mar-1948,0.18,2.752,20.6667,10,1.3365
01-Apr-1948,0,2.791,17.1833,2.0389,1.1891
02-Apr-1948,0,2.83,20.5722,1.2889,1.0613
03-Apr-1948,0,2.869,22.3056,7.2556,0.9532
04-Apr-1948,0,2.907,23.6,11.0278,0.8608
05-Apr-1948,0,2.946,25.0389,14.1944,0.792
06-Apr-1948,1.25,2.985,27.0722,12.7611,0.7341
07-Apr-1948,0.15,3.024,28.3833,17.6333,0.7056
08-Apr-1948,0.01,3.063,25.5944,11.3111,0.6417
09-Apr-1948,9.35,3.102,22.3444,6.1056,0.5985
10-Apr-1948,23.64,3.141,22.3167,8.8833,0.7056
11-Apr-1948,4.37,3.179,24.8333,14.35,1.6411
12-Apr-1948,0.48,3.218,25.1111,13.6722,1.759
13-Apr-1948,0.42,3.256,18.9667,5.6278,1.3659
14-Apr-1948,0,3.295,17.4,-0.0167,1.1399
15-Apr-1948,0,3.333,23.6611,4.6667,0.9748
16-Apr-1948,0,3.371,27.8889,9.9111,0.8608
17-Apr-1948,0,3.409,29.5667,10.9278,0.7626
18-Apr-1948,0,3.447,29.2389,14.55,0.6967
19-Apr-1948,0.64,3.485,28.7778,18.0222,0.624
20-Apr-1948,3.33,3.522,26.5667,16.0278,0.5808
21-Apr-1948,1.5,3.56,25.8833,13.8667,0.5552
22-Apr-1948,0.43,3.597,26.5278,15.05,0.5385
23-Apr-1948,1.49,3.634,25.2444,16.5278,0.5139
24-Apr-1948,2.24,3.671,25.55,17.0556,0.4815
25-Apr-1948,11.88,3.707,24.0944,13.6,0.4737
26-Apr-1948,0.54,3.743,24.9333,11.1,0.4658
27-Apr-1948,0,3.78,28.3444,13.7667,0.4511
28-Apr-1948,0,3.815,26.8833,14.3389,0.4432
29-Apr-1948,0.05,3.851,25.7722,8.0389,0.4137
30-Apr-1948,0.48,3.886,28.2944,12.4111,0.399
01-May-1948,4.87,3.921,28.8278,17.4889,0.3842
02-May-1948,0.73,3.956,26.2778,12.3833,0.3705
03-May-1948,8.43,3.99,24.2167,12.7778,0.3498
04-May-1948,2.2,4.024,22.8389,11.2778,0.3361
05-May-1948,14.08,4.058,23.6944,8.9056,0.3292
06-May-1948,0.28,4.091,20.6944,9.3,0.3292
07-May-1948,0.66,4.124,22.1,3.7167,0.3292
08-May-1948,0,4.157,24.9167,10.05,0.3567
09-May-1948,0,4.189,26.7333,17.0778,0.3292
10-May-1948,54.6,4.221,25.0167,13.9389,0.4137
11-May-1948,2.45,4.252,17.3222,12.8889,1.0515
12-May-1948,0.6,4.283,16.9389,10.9667,2.5353
13-May-1948,0.02,4.314,20.8944,6.7389,1.759
14-May-1948,0.71,4.344,24.4889,8.6111,1.3365
15-May-1948,15.04,4.374,27.8389,14.7778,1.0908
16-May-1948,1.52,4.404,28.55,14.7833,0.9326
