datetime,P,PE,T_max,T_min,Q
01-Jan-1948,2.94,0.35,-4.8778,-10.2778,0.0216
02-Jan-1948,0.14,0.355,-1.7056,-16.5333,0.0189
03-Jan-1948,0,0.354,5.5056,-10.4722,0.0297
04-Jan-1948,0,0.353,4.5611,-2.1778,0.0351
05-Jan-1948,0,0.354,4.4167,-3.3389,0.0378
06-Jan-1948,0,0.355,5.65,-9.0111,0.0378
07-Jan-1948,0,0.356,9.0111,-3.3333,0.0378
08-Jan-1948,0,0.359,10.4,-0.5889,0.0351
09-Jan-1948,0,0.362,4.7833,-3.0667,0.0432
10-Jan-1948,0,0.366,0.5556,-5.1,0.0701
11-Jan-1948,0,0.37,6.6111,-2.5889,0.0755
12-Jan-1948,0,0.376,3.9389,-5.5278,0.1079
13-Jan-1948,0,0.382,-2.1056,-10.5667,0.1187
14-Jan-1948,0,0.388,-3.6389,-16.9111,0.1349
15-Jan-1948,0,0.396,3.6944,-11.2889,0.1079
16-Jan-1948,0,0.404,-7.4389,-16.3889,0.0755
17-Jan-1948,0,0.413,-6.2389,-15.2444,0.0539
18-Jan-1948,0.04,0.422,-0.9167,-11.75,0.0486
19-Jan-1948,0.01,0.432,-1.7278,-15.0556,0.0448
20-Jan-1948,0,0.443,4.9889,-9.4111,0.0405
21-Jan-1948,0.51,0.455,0.1667,-9.3556,0.0351
22-Jan-1948,1.74,0.467,-8.3667,-15.3278,0.0324
23-Jan-1948,0,0.48,-11.4944,-8.6556,0.0297
24-Jan-1948,0,0.493,-7.2167,-13.5056,0.0324
25-Jan-1948,0,0.507,-4.8833,-12.4944,0.0324
26-Jan-1948,0.07,0.522,-7.9778,-15.7111,0.0324
27-Jan-1948,0.02,0.538,-12.1,-13.3667,0.027
28-Jan-1948,0.54,0.554,-7.7722,-9.35,0.0232
29-Jan-1948,0.23,0.571,0.4167,-15.5667,0.0205
30-Jan-1948,0.13,0.588,-2.1667,-10.1389,0.0183
31-Jan-1948,0.06,0.606,-1.5778,-10.3,0.0162
01-Feb-1948,0,0.625,0.2944,-11.6,0.0162
02-Feb-1948,0.87,0.644,-2.0389,-10.7278,0.0151
03-Feb-1948,0.33,0.664,-5.9944,-12.0722,0.0146
04-Feb-1948,0.65,0.685,-6.0389,-12.7333,0.0135
05-Feb-1948,0.07,0.706,-5.1444,-14.2167,0.0135
06-Feb-1948,0.08,0.728,-2.8167,-14.7944,0.0135
07-Feb-1948,0.03,0.75,-1.8,-10.2444,0.0129
08-Feb-1948,0,0.773,-8.6333,-13.05,0.0119
09-Feb-1948,0,0.797,-5.1611,-15.7722,0.0113
10-Feb-1948,1.22,0.821,-3.2333,-13.5611,0.0108
11-Feb-1948,0.76,0.846,-3.7556,-9.7167,0.0108
12-Feb-1948,1.35,0.871,-7.5389,-15.7389,0.0108
13-Feb-1948,1.49,0.897,-4.4,-11.4722,0.0108
14-Feb-1948,0.1,0.924,-1.9444,-12.0444,0.0108
15-Feb-1948,0,0.95,7.5389,-10.9556,0.0108
16-Feb-1948,0,0.978,12.6667,0.5333,0.027
17-Feb-1948,0,1.006,16.95,-1.3944,0.7013
18-Feb-1948,0,1.034,13.8333,1.4056,1.9206
19-Feb-1948,0,1.063,10.3222,-5.9556,1.3487
20-Feb-1948,0.35,1.093,-4.4667,-11.7889,0.4478
21-Feb-1948,0.18,1.123,-1.6167,-9.6444,0.2428
22-Feb-1948,0,1.154,1.9,-9.45,0.1888
23-Feb-1948,1.44,1.184,6.4056,-4.2833,0.2428
24-Feb-1948,1.37,1.216,5.6778,1.0389,0.3561
25-Feb-1948,0.1,1.248,7.9111,-1.7167,0.9495
26-Feb-1948,8.7,1.28,12.9722,-1.4944,0.5826
27-Feb-1948,11.84,1.313,12.9167,6.0333,1.2462
28-Feb-1948,0.28,1.346,8.6611,-1.25,4.8069
29-Feb-1948,4.11,1.38,1.1889,-6.3722,1.8397
01-Mar-1948,8.87,1.414,-0.0778,-3.5389,0.9927
02-Mar-1948,4.53,1.448,-1.2667,-5.1333,0.4855
03-Mar-1948,0.3,1.483,-2.0833,-6.4778,0.1931
04-Mar-1948,0,1.518,-2.8333,-11.1333,0.1241
05-Mar-1948,10.64,1.554,-2.0444,-8.4278,0.1063
06-Mar-1948,5.1,1.589,0.3833,-5.3444,0.095
07-Mar-1948,0.06,1.626,-2.0333,-9.8722,0.0809
