datetime,P,PE,T_max,T_min,Q
01-Jan-1948,0,0.31,-1.9556,-14.5944,-99
02-Jan-1948,0,0.314,-0.8333,-16.5611,-99
03-Jan-1948,0.14,0.313,1.8222,-14.9389,-99
04-Jan-1948,0.14,0.312,1.6778,-15.2167,-99
05-Jan-1948,0,0.312,3.25,-9.1389,-99
06-Jan-1948,0,0.312,2.2278,-14.2778,-99
07-Jan-1948,0,0.313,3.5556,-13.1278,-99
08-Jan-1948,0,0.315,5.4944,-12.6056,-99
09-Jan-1948,0,0.318,6.3389,-9.4389,-99
10-Jan-1948,0,0.321,5.8444,-12.75,-99
11-Jan-1948,0,0.326,4.0278,-10.2833,-99
12-Jan-1948,0,0.331,1.2722,-12.0278,-99
13-Jan-1948,0,0.336,0.3944,-13.8278,-99
14-Jan-1948,0,0.342,2.9056,-14.9667,-99
15-Jan-1948,0,0.349,2.25,-15.2944,-99
16-Jan-1948,0,0.357,-0.8389,-15.2056,-99
17-Jan-1948,1.78,0.366,-2.8,-13.8333,-99
18-Jan-1948,2.76,0.375,-2.1944,-13.0333,-99
19-Jan-1948,0.41,0.385,-3.85,-13.9111,-99
20-Jan-1948,0,0.395,0.7111,-15.2222,-99
21-Jan-1948,0,0.407,2.1556,-12.4833,-99
22-Jan-1948,7.65,0.419,0.3611,-10.2722,-99
23-Jan-1948,6.5,0.431,-1.7222,-10.3278,-99
24-Jan-1948,6.54,0.445,-1.5778,-6.7167,-99
25-Jan-1948,13.81,0.459,-2.9222,-13.4889,-99
26-Jan-1948,13.27,0.474,-5.3,-13.5611,-99
27-Jan-1948,6.33,0.489,-10.9889,-13.9056,-99
28-Jan-1948,1.24,0.505,-8.7611,-3.5944,-99
29-Jan-1948,0,0.522,-5.0111,-12.0611,-99
30-Jan-1948,0,0.539,-3.6278,-10.9,-99
31-Jan-1948,0,0.557,-3.3167,-14.6889,-99
01-Feb-1948,0,0.576,-3.7167,-16.0056,-99
02-Feb-1948,0.06,0.596,-0.1444,-14.1167,-99
03-Feb-1948,0.57,0.616,-1.55,-11.7944,-99
04-Feb-1948,0,0.636,-4.7389,-13.8389,-99
05-Feb-1948,1.46,0.658,-2.0778,-16.0722,-99
06-Feb-1948,0.44,0.679,-0.7333,-11.6333,-99
07-Feb-1948,2.54,0.702,-2.7389,-12.1389,-99
08-Feb-1948,0.76,0.725,-2.6222,-14.1167,-99
09-Feb-1948,0.65,0.749,-2.65,-15.1333,-99
10-Feb-1948,7.95,0.773,-3.8333,-12.7778,-99
11-Feb-1948,6.71,0.798,-7.9389,-17.7889,-99
12-Feb-1948,3.39,0.824,-7.6722,-16.1889,-99
13-Feb-1948,4.06,0.85,-4.1056,-11.0222,-99
14-Feb-1948,0.13,0.877,-1.5389,-15.5,-99
15-Feb-1948,0,0.904,0.6,-15.9444,-99
16-Feb-1948,0.26,0.932,3.5722,-15.9667,-99
17-Feb-1948,0.13,0.96,4.2278,-15.2722,-99
18-Feb-1948,1.99,0.989,8.5167,-8.8222,-99
19-Feb-1948,0.44,1.018,5.8056,-3.7889,-99
20-Feb-1948,0,1.048,4.4111,-5.6667,-99
21-Feb-1948,0,1.079,1.95,-12.6389,-99
22-Feb-1948,15.63,1.109,2.4333,-9.6,-99
23-Feb-1948,13.59,1.141,1.0944,-7.4944,-99
24-Feb-1948,0.78,1.173,0.2167,-7.9889,-99
25-Feb-1948,1.18,1.205,4.8222,-9.9222,-99
26-Feb-1948,0.66,1.238,4.6556,-10.5556,-99
27-Feb-1948,9.4,1.271,2.1056,-6.3278,-99
28-Feb-1948,12.95,1.305,-0.2556,-7.8667,-99
29-Feb-1948,12.48,1.339,0.3889,-6.2833,-99
01-Mar-1948,7.52,1.374,-2.3833,-10.3056,-99
02-Mar-1948,5.64,1.409,-2.4667,-14.6944,-99
03-Mar-1948,4.64,1.444,-2.5333,-13.5778,-99
04-Mar-1948,0.9,1.48,-4.8722,-15.7889,-99
05-Mar-1948,0,1.516,-4.5889,-14.2778,-99
06-Mar-1948,0,1.553,-1.0667,-14.05,-99
07-Mar-1948,0.38,1.59,-0.5889,-14.9556,-99
08-Mar-1948,3.92,1.627,-0.2833,-12.9778,-99
09-Mar-1948,3.92,1.664,-1.2056,-9.8222,-99
10-Mar-1948,2.24,1.702,-3.1833,-14.7389,-99
11-Mar-1948,0,1.741,-3.3556,-12.8833,-99
12-Mar-1948,0,1.779,1.6667,-14.0167,-99
13-Mar-1948,0,1.818,4.2889,-15.5722,-99
14-Mar-1948,5.63,1.857,0.6611,-8.6556,-99
15-Mar-1948,1.31,1.896,0.1833,-10.1722,-99
16-Mar-1948,0.48,1.936,1.9,-14.6778,-99
17-Mar-1948,1.22,1.976,2.2167,-9.35,-99
18-Mar-1948,1.12,2.016,2.7833,-8.0222,-99
19-Mar-1948,3.67,2.056,3.0056,-9.4556,-99
20-Mar-1948,2.34,2.097,0.6,-6.3833,-99
21-Mar-1948,1.3,2.138,1.0667,-14.0944,-99
22-Mar-1948,0,2.179,5.75,-13.6111,-99
23-Mar-1948,0,2.22,8.2167,-12.6056,-99
24-Mar-1948,0.62,2.261,7.4056,-9.7278,-99
25-Mar-1948,0.19,2.303,5.6222,-7.3556,-99
26-Mar-1948,0.16,2.344,3.5722,-9.3722,-99
27-Mar-1948,0,2.386,5.0222,-13.4167,-99
28-Mar-1948,1.6,2.428,7.0444,-13.4556,-99
29-Mar-1948,6.44,2.47,5.8333,-5.1222,-99
30-Mar-1948,7.27,2.512,2.9944,-5.9056,-99
31-Mar-1948,0.88,2.554,1.3556,-9.25,-99
01-Apr-1948,0,2.596,6.8167,-8.6944,-99
02-Apr-1948,0,2.638,8.6111,-11.3389,-99
03-Apr-1948,8.02,2.68,8.1444,-3.1278,-99
04-Apr-1948,2.71,2.723,7.25,-4.1611,-99
05-Apr-1948,0,2.765,8.0889,-8.1778,-99
06-Apr-1948,0,2.807,5.8833,-6.5833,-99
07-Apr-1948,0.24,2.85,6.65,-6.6667,-99
08-Apr-1948,0,2.892,8.9389,-9.6111,-99
09-Apr-1948,4.08,2.934,10.9889,-1.9167,-99
10-Apr-1948,20.26,2.976,7.1778,-1.6778,-99
11-Apr-1948,16.83,3.018,4.2,-4.9611,-99
12-Apr-1948,4.55,3.061,4.1111,-9.8889,-99
13-Apr-1948,0,3.103,7.1222,-10.8056,-99
14-Apr-1948,0,3.144,11.5,-8.9944,-99
15-Apr-1948,0,3.186,14.9056,-5.8111,-99
16-Apr-1948,0,3.228,15.6278,-5.1333,-99
17-Apr-1948,0,3.269,16.6278,-4.1333,-99
18-Apr-1948,0,3.311,14.1444,-2.35,-99
19-Apr-1948,0,3.352,13.0389,-6.6444,-99
20-Apr-1948,0.16,3.393,14.8167,-8.8222,-99
21-Apr-1948,0.32,3.434,12.8167,1.4333,-99
22-Apr-1948,0.53,3.475,11.6,-0.3611,-99
23-Apr-1948,9.07,3.515,7.05,-1.0667,-99
24-Apr-1948,3.59,3.555,2.5944,-4.9444,-99
25-Apr-1948,1.48,3.595,3.7056,-5.1833,-99
26-Apr-1948,3.2,3.635,8.9444,-5.4611,-99
27-Apr-1948,0,3.675,15.5278,-5.3111,-99
28-Apr-1948,0,3.714,18.0667,-4.1611,-99
29-Apr-1948,0,3.753,16.6722,-0.8667,-99
30-Apr-1948,0,3.792,13.0944,-2.9056,-99
01-May-1948,0,3.83,11.0611,-2.5167,-99
02-May-1948,0,3.868,9.8667,-4.3111,-99
03-May-1948,0,3.906,12.4611,-5.6,-99
04-May-1948,0,3.943,13.1389,-3.8833,-99
05-May-1948,0,3.98,11.9611,-1.2722,-99
06-May-1948,0,4.017,16.2167,-6.8167,-99
07-May-1948,0,4.053,16.8833,-2.3722,-99
08-May-1948,0,4.089,12.9,1.6833,-99
09-May-1948,1.3,4.125,9.5722,-4.3778,-99
10-May-1948,0.41,4.16,11,-7.8556,-99
11-May-1948,0,4.195,9.3111,-3.6611,-99
12-May-1948,0,4.229,13.3333,-5.2,-99
13-May-1948,0,4.263,19.3222,-5.1167,-99
14-May-1948,0,4.297,19.8889,-1.4056,-99
15-May-1948,0,4.33,20.8056,-1.8333,-99
16-May-1948,0,4.363,22.7556,-2.2,-99
17-May-1948,0,4.395,21.3389,2.4889,-99
18-May-1948,0.1,4.426,19.8889,5.4056,-99
19-May-1948,0.03,4.457,19.6167,6.6444,-99
20-May-1948,0,4.488,21.3944,1.85,-99
21-May-1948,0,4.518,22.1056,2.3778,-99
22-May-1948,0,4.548,20.8889,-0.1833,-99
23-May-1948,0,4.577,21.2556,-1.6,-99
24-May-1948,0,4.606,18.5056,1.3444,-99
25-May-1948,0.49,4.634,16.2722,1.9889,-99
26-May-1948,0.31,4.661,16.2111,1.4,-99
27-May-1948,0.54,4.688,16.1889,3.1667,-99
28-May-1948,0.48,4.715,17.1722,1.2333,-99
29-May-1948,0,4.741,18.7389,1.8833,-99
30-May-1948,0,4.766,20.7667,0.0611,-99
31-May-1948,0,4.79,20.4778,2.6833,-99
01-Jun-1948,0.47,4.815,18.1556,1.4556,-99
02-Jun-1948,2.77,4.838,19.4389,2.7833,-99
03-Jun-1948,0.22,4.861,18.7278,2.1111,-99
04-Jun-1948,0,4.883,20.2278,0.9056,-99
05-Jun-1948,0,4.905,21.8167,0.0389,-99
06-Jun-1948,0.38,4.926,22.3944,0.7056,-99
07-Jun-1948,0.2,4.946,20.2389,2.6278,-99
08-Jun-1948,0,4.966,22.7944,0.8111,-99
09-Jun-1948,0,4.985,23.9611,1.8222,-99
10-Jun-1948,1.83,5.003,23.9389,2.9,-99
11-Jun-1948,1.95,5.021,22.6278,6.4167,-99
12-Jun-1948,0,5.038,23.2111,2.4278,-99
13-Jun-1948,0,5.055,23.7833,1.6222,-99
14-Jun-1948,0,5.07,24.2444,0.7167,-99
15-Jun-1948,0,5.086,24.2222,1.4944,-99
16-Jun-1948,0,5.1,24.4667,1.2778,-99
17-Jun-1948,0,5.114,24.8222,3.9167,-99
18-Jun-1948,0,5.127,23.3778,0.9667,-99
19-Jun-1948,0,5.139,21.0833,7.0944,-99
20-Jun-1948,10.04,5.151,17.7611,2.5667,-99
21-Jun-1948,10.42,5.162,14.0556,3.1167,-99
22-Jun-1948,2.8,5.172,12.2056,0.35,-99
23-Jun-1948,1.29,5.182,15.3167,-1.7333,-99
24-Jun-1948,0,5.19,19.1944,0.9722,-99
25-Jun-1948,2.27,5.198,19.8167,1.4278,-99
26-Jun-1948,6.71,5.206,16.2556,3.2333,-99
27-Jun-1948,4.86,5.213,16.0889,2.85,-99
28-Jun-1948,1.01,5.219,19.8611,0.4167,-99
29-Jun-1948,0.14,5.224,22.8,2.6611,-99
30-Jun-1948,1.63,5.228,22.9389,3.7833,-99
01-Jul-1948,1.85,5.232,22.2389,4.0611,-99
02-Jul-1948,1.73,5.235,21.5167,4.2333,-99
03-Jul-1948,0.71,5.238,21.7389,3.2333,-99
04-Jul-1948,0.74,5.239,23.8889,3.6,-99
05-Jul-1948,0.05,5.24,23.7611,3.9,-99
06-Jul-1948,0.16,5.24,23.9278,5.3222,-99
07-Jul-1948,0,5.24,24.0222,3.3778,-99
08-Jul-1948,0,5.239,24.4167,1.4667,-99
09-Jul-1948,0,5.237,25.7333,-0.65,-99
10-Jul-1948,0,5.234,25.8722,2.3167,-99
11-Jul-1948,0,5.23,26.1,2.7278,-99
12-Jul-1948,0,5.226,26.2611,1.3444,-99
13-Jul-1948,0,5.221,26.1,1.4556,-99
14-Jul-1948,0,5.216,25.0222,2.5389,-99
15-Jul-1948,0,5.209,24.2444,0.9,-99
16-Jul-1948,0,5.202,25.2222,2.3611,-99
17-Jul-1948,0.79,5.195,24.2611,2.9944,-99
18-Jul-1948,4.16,5.186,22.1167,3.7,-99
19-Jul-1948,6.14,5.177,21.6444,3.2833,-99
20-Jul-1948,1.49,5.167,22.8889,4.6444,-99
21-Jul-1948,0.27,5.157,23.0611,3.6111,-99
22-Jul-1948,4.77,5.145,24.1722,2.4222,-99
23-Jul-1948,6.6,5.133,24.6556,3.2722,-99
24-Jul-1948,4.39,5.121,22.7722,8.8167,-99
25-Jul-1948,0.59,5.107,23.5444,6.4444,-99
26-Jul-1948,0,5.093,25.2167,4.0278,-99
27-Jul-1948,9.2,5.078,25.7444,3.8167,-99
28-Jul-1948,8.4,5.063,22.1333,8.4611,-99
29-Jul-1948,0.67,5.047,20.95,4.7278,-99
30-Jul-1948,0,5.03,23.5944,1.2389,-99
31-Jul-1948,0,5.013,25.0111,2.6111,-99
01-Aug-1948,0.18,4.995,24.2556,4.4333,-99
02-Aug-1948,0.16,4.976,22.9722,4.45,-99
03-Aug-1948,2.57,4.956,21.8778,3.3611,-99
04-Aug-1948,9.28,4.936,18.4222,7.0667,-99
05-Aug-1948,4.64,4.916,18.3611,7.7056,-99
06-Aug-1948,1.38,4.894,20.3833,5.2,-99
07-Aug-1948,0.7,4.872,20.1778,3.85,-99
08-Aug-1948,0.84,4.85,19.95,5.0889,-99
09-Aug-1948,0.78,4.827,20.8,2.95,-99
10-Aug-1948,0.61,4.803,21.5611,3.2278,-99
11-Aug-1948,1.35,4.779,22.5889,3.0222,-99
12-Aug-1948,0.5,4.754,22.5889,4.4833,-99
13-Aug-1948,0.23,4.728,22.1222,5.9111,-99
14-Aug-1948,0.04,4.702,23.15,3.2778,-99
15-Aug-1948,0.01,4.675,24.3778,2.4556,-99
16-Aug-1948,0.11,4.648,24.8111,3.8944,-99
17-Aug-1948,0.75,4.62,24.9389,3.6889,-99
18-Aug-1948,1.47,4.592,23.4833,5.1278,-99
19-Aug-1948,1.57,4.563,22.7833,5.0389,-99
20-Aug-1948,0.58,4.534,23.8444,4.3722,-99
21-Aug-1948,2.55,4.504,23.4611,3.9833,-99
22-Aug-1948,1.44,4.473,22.2667,4.7556,-99
23-Aug-1948,4.64,4.442,21.0722,4.8333,-99
24-Aug-1948,4.33,4.411,20.7056,4.0889,-99
25-Aug-1948,3.41,4.379,19.3056,3.4833,-99
26-Aug-1948,0,4.347,21.0111,0.2667,-99
27-Aug-1948,0,4.314,23.4,0.7111,-99
28-Aug-1948,0.26,4.281,25.0556,2.5556,-99
29-Aug-1948,0,4.247,25.7833,2.8722,-99
30-Aug-1948,0.4,4.213,25.7556,2.8889,-99
