datetime,P,PE,T_max,T_min,Q
01-Jan-1948,0,1.56,14.7556,-1.2222,0.1494
02-Jan-1948,0,1.558,16.8111,-2.6444,0.1438
03-Jan-1948,0,1.556,22.8167,0.6056,0.1449
04-Jan-1948,0,1.555,22.4444,1.85,0.1517
05-Jan-1948,0,1.555,20.9944,1.4,0.1483
06-Jan-1948,0,1.556,18.8667,4.8778,0.1494
07-Jan-1948,0,1.557,19.5889,5.4667,0.1494
08-Jan-1948,0,1.559,24.6222,10.1278,0.1483
09-Jan-1948,0,1.561,22.3167,11.9833,0.1472
10-Jan-1948,0.09,1.564,17.1111,9.2278,0.1517
11-Jan-1948,0.01,1.568,16.7556,7.2278,0.1427
12-Jan-1948,0.18,1.573,19.6167,9.2944,0.155
13-Jan-1948,0.02,1.579,13.5778,-0.9111,0.1494
14-Jan-1948,0,1.585,14.8,-4.8778,0.1505
15-Jan-1948,0.86,1.591,18.3667,-2.0833,0.1517
16-Jan-1948,1.41,1.599,12.3889,1.5611,0.1416
17-Jan-1948,0.18,1.607,8.6056,-5.3722,0.1573
18-Jan-1948,0.42,1.616,7.8,-6.9222,0.1517
19-Jan-1948,5.45,1.626,4.8778,-2.8333,0.1483
20-Jan-1948,0.23,1.636,8.7333,-0.6944,0.155
21-Jan-1948,0.02,1.647,20.0611,-1.3667,0.1539
22-Jan-1948,0.01,1.659,25.2278,-0.5667,0.1505
23-Jan-1948,0,1.671,11.4167,-2.0056,0.1539
24-Jan-1948,0.05,1.684,8.1056,-7.4722,0.1505
25-Jan-1948,1.1,1.697,3.5167,-3.5444,0.1607
26-Jan-1948,4.8,1.712,0.6444,-2.0444,0.155
27-Jan-1948,1.35,1.727,-0.25,-4.1944,0.127
28-Jan-1948,0.54,1.742,-3.0111,-7.8944,0.1427
29-Jan-1948,1.08,1.759,3.2333,-7.0611,0.1539
30-Jan-1948,0,1.776,12.15,-6.6056,0.1562
31-Jan-1948,3.69,1.793,16.7833,-5.0111,0.1494
01-Feb-1948,8.78,1.812,10.4833,0.8611,0.1618
02-Feb-1948,7.05,1.83,10.4222,3.7444,0.1764
03-Feb-1948,7.08,1.85,11.9056,4.8167,0.191
04-Feb-1948,3.57,1.87,17.8889,6.4333,0.1472
05-Feb-1948,1.66,1.891,14.9556,8.8611,0.191
06-Feb-1948,2.16,1.912,12.2,4.8111,0.1573
07-Feb-1948,0.74,1.934,13.7389,4.9278,0.1629
08-Feb-1948,2.94,1.957,9.2778,1.1,0.1629
09-Feb-1948,0.37,1.98,10.6,-3.5722,0.1584
10-Feb-1948,0.1,2.004,13.6444,-2.1667,0.155
11-Feb-1948,0.27,2.028,17.4889,0.75,0.1573
12-Feb-1948,0.3,2.053,6.7389,-6.1056,0.1517
13-Feb-1948,0.06,2.078,14.1222,-4.7111,0.155
14-Feb-1948,0,2.104,18.5444,-3.9167,0.1517
15-Feb-1948,0,2.131,20.0278,-2.3222,0.1494
16-Feb-1948,0,2.158,26.2111,3.2833,0.1539
17-Feb-1948,0,2.186,27.6,5.4222,0.1517
