datetime,P,PE,T_max,T_min,Q
01-Jan-1948,0.02,0.39,17.1278,2.8222,1.3119
02-Jan-1948,0.03,0.398,4.65,-3.0167,3.023
03-Jan-1948,0,0.401,9.2056,-6.3611,2.2174
04-Jan-1948,0,0.404,10.6611,0.2056,1.9032
05-Jan-1948,0,0.408,8.3444,-4.5889,1.3858
06-Jan-1948,0,0.412,9.55,-2.45,1.0643
07-Jan-1948,0,0.417,11.8167,-8.0056,0.8832
08-Jan-1948,0,0.422,15.7278,-0.2667,0.7576
09-Jan-1948,0,0.429,17.5278,8.05,0.6689
10-Jan-1948,0,0.435,11.2167,-3.3389,0.6024
11-Jan-1948,4.92,0.443,8.7556,-7.7556,0.5359
12-Jan-1948,14.39,0.451,8.3556,3.4444,0.4915
13-Jan-1948,4.66,0.46,5.4278,-3.2278,0.5248
14-Jan-1948,0.03,0.469,-1.9722,-9.0389,0.7096
15-Jan-1948,2.12,0.479,4.9389,-11.7444,1.3895
16-Jan-1948,5.75,0.489,3.1778,-5.3222,1.4561
17-Jan-1948,2.27,0.5,-3.8,-10.5167,1.1345
18-Jan-1948,0.02,0.512,-3.5611,-15.5833,0.9387
19-Jan-1948,0.02,0.524,4.45,-16.0944,0.8019
20-Jan-1948,4.28,0.537,7.9556,-6.1944,0.7169
21-Jan-1948,3.61,0.551,9.4278,-0.1167,0.6652
22-Jan-1948,2.8,0.565,7.6222,-2.7556,0.6467
23-Jan-1948,6.14,0.579,2.2167,-12.8944,0.728
24-Jan-1948,5.16,0.595,-4.9556,-12.6889,0.9054
25-Jan-1948,1.16,0.61,-1.1333,-16.0833,0.8906
26-Jan-1948,7.89,0.627,-0.6944,-15.65,0.8093
27-Jan-1948,1.66,0.644,-2.2611,-6.6333,0.765
28-Jan-1948,0.37,0.661,-3.5333,-14.2333,0.7022
29-Jan-1948,1.81,0.679,-1.8389,-8.7278,0.68
30-Jan-1948,2.59,0.698,0.2556,-4.2722,0.6578
31-Jan-1948,3.69,0.717,0.2889,-2.8944,0.6467
01-Feb-1948,0.01,0.736,-1.3778,-8.5222,0.6541
02-Feb-1948,0,0.757,3.9389,-12.6167,0.6541
03-Feb-1948,3.26,0.777,6.4444,-10.2167,0.6985
04-Feb-1948,8.15,0.799,7.25,1.0889,0.8056
05-Feb-1948,9.24,0.82,5.5222,1.0278,1.1382
06-Feb-1948,4.23,0.842,7.4056,0.3222,2.7865
07-Feb-1948,3.77,0.865,9.3,0.9222,4.8412
08-Feb-1948,1.28,0.888,5.95,-2.2444,5.2108
09-Feb-1948,2.9,0.912,-0.7111,-5.3778,4.4347
10-Feb-1948,2.95,0.936,4.7889,-12.1667,3.8065
11-Feb-1948,52.26,0.961,6.6167,0.0778,2.9787
12-Feb-1948,54.37,0.986,11.3389,4.3556,3.0378
13-Feb-1948,85.23,1.012,18.5056,7.2111,14.1172
14-Feb-1948,9.5,1.038,10.1944,-1.9111,41.0212
15-Feb-1948,0.06,1.064,14.9167,-3.95,35.7734
16-Feb-1948,0,1.091,17.2056,5.7333,28.53
17-Feb-1948,0,1.118,20.1944,4.7611,25.4257
18-Feb-1948,0,1.146,21.7611,2.5056,21.804
19-Feb-1948,3.6,1.174,19.8056,10.2778,16.0389
20-Feb-1948,7.19,1.203,14.6222,0.3778,5.5064
21-Feb-1948,5.57,1.232,4.8333,-1.4889,2.9047
22-Feb-1948,1.34,1.261,0.9278,-4.2056,2.3947
23-Feb-1948,0.78,1.291,8.0944,-2.4833,2.1471
24-Feb-1948,7.29,1.321,9.8278,1.0778,1.9919
25-Feb-1948,8.17,1.351,13.1278,7.55,1.8515
26-Feb-1948,6.52,1.382,15.5889,10.3,2.0326
27-Feb-1948,4.14,1.413,22.2167,11.75,3.3852
28-Feb-1948,0.81,1.444,22.7333,12.5667,4.5825
29-Feb-1948,0,1.476,18.1778,5.3333,4.6934
01-Mar-1948,7.64,1.508,19.7722,4.1222,3.8434
02-Mar-1948,13.82,1.54,19.9222,10.1722,3.3408
03-Mar-1948,3.15,1.573,15.2,5.7889,3.6956
04-Mar-1948,0,1.606,7.3111,-0.35,3.8065
05-Mar-1948,17.88,1.639,14.6444,-1.3944,3.7326
06-Mar-1948,19.56,1.673,10.4,2.2,3.5367
07-Mar-1948,0.88,1.706,13.6111,3.6167,5.4325
08-Mar-1948,0,1.74,14.2111,-0.2389,7.6499
09-Mar-1948,0,1.775,13.4944,4.5389,7.9086
10-Mar-1948,0,1.809,19.0611,0.1778,5.876
11-Mar-1948,0,1.844,12.35,-1.3611,3.6734
12-Mar-1948,0,1.878,5.2222,-4.8778,2.6276
13-Mar-1948,0,1.914,11.7778,-7.2222,2.04
14-Mar-1948,0,1.949,19.1778,-1.8,1.6815
15-Mar-1948,24.75,1.984,19.6944,11.5889,1.4561
16-Mar-1948,11.89,2.02,19.4611,11.1278,2.7717
17-Mar-1948,1.44,2.055,18.2556,2.45,3.5441
18-Mar-1948,2.6,2.091,22.1667,5.7167,5.3217
19-Mar-1948,4.3,2.127,27.0278,13.7889,6.2456
20-Mar-1948,2.6,2.163,27.7333,17.55,4.5825
21-Mar-1948,5.71,2.199,27.3222,17.4722,2.8826
22-Mar-1948,5.49,2.236,23.4056,14.5111,2.4687
23-Mar-1948,5.57,2.272,16.7111,7.9056,2.428
24-Mar-1948,0.05,2.309,19.5667,5.2889,2.4317
25-Mar-1948,3.75,2.345,24.5111,4.0778,2.6276
26-Mar-1948,11.92,2.382,25.25,14.4667,2.4169
27-Mar-1948,6.1,2.418,20.8444,6.7833,3.7326
28-Mar-1948,0.01,2.455,10.3222,-0.6833,5.026
29-Mar-1948,0,2.492,18.3333,-2.5167,3.3371
30-Mar-1948,18.02,2.528,17.7722,6.9722,2.513
31-Mar-1948,11.87,2.565,21.9944,10.4389,3.2484
01-Apr-1948,0.14,2.602,18.4389,7.1222,5.3217
02-Apr-1948,0.2,2.638,18.1,0.3944,4.7304
03-Apr-1948,0,2.675,19.8056,1.5722,3.9543
04-Apr-1948,0.34,2.712,22.1778,3.5778,3.0341
05-Apr-1948,6.27,2.748,21.1278,13.6833,2.2321
06-Apr-1948,1.61,2.785,25.8444,15.6333,1.8108
07-Apr-1948,21.71,2.821,29.4056,15.9222,1.5891
08-Apr-1948,16.77,2.857,26.2889,14.7167,1.7924
09-Apr-1948,0.87,2.894,20.3889,6.3778,3.9173
10-Apr-1948,0.12,2.93,16.7833,4.2889,5.9499
11-Apr-1948,0.14,2.966,27.2444,11.2389,5.2108
12-Apr-1948,9.88,3.001,28.9333,18.8056,3.241
13-Apr-1948,18.89,3.037,23.9278,14.3278,2.4613
14-Apr-1948,0.97,3.073,16.6833,7.4722,2.38
15-Apr-1948,0,3.108,19.9167,5.7556,2.9417
16-Apr-1948,0,3.143,26.8444,4.2722,3.7326
17-Apr-1948,0,3.179,23.2667,7.6778,3.1228
18-Apr-1948,0,3.213,25.4222,3.8889,2.4021
19-Apr-1948,0,3.248,26.2278,12.3833,1.8848
20-Apr-1948,0,3.283,28.2722,13.4111,1.5558
21-Apr-1948,0,3.317,26.8778,13.75,1.3304
22-Apr-1948,0,3.351,26.8556,8.5833,1.1789
23-Apr-1948,0,3.385,27.0667,12.4278,1.0606
24-Apr-1948,0.25,3.418,28.4944,15.8833,0.9572
25-Apr-1948,0,3.451,28.8056,14.9167,0.8796
26-Apr-1948,0.09,3.484,28.3889,15.5556,0.813
27-Apr-1948,0.17,3.517,29.6111,13.6778,0.7576
28-Apr-1948,0,3.55,24.2167,13.0556,0.7096
29-Apr-1948,0,3.582,22.3389,7.7611,0.6652
30-Apr-1948,0,3.613,24.5444,3.6167,0.6246
01-May-1948,2.1,3.645,27.3889,12.9278,0.595
02-May-1948,2.12,3.676,26.3778,15.2,0.5728
03-May-1948,8.61,3.707,22.45,11.7667,0.5506
04-May-1948,3.04,3.737,23.7556,12.9111,0.5654
05-May-1948,5.48,3.768,22.8,7.2889,0.5876
06-May-1948,6.76,3.797,19.9,10.5667,0.5987
07-May-1948,0.17,3.827,20.15,8.5778,0.5543
08-May-1948,0,3.856,24.0833,5.4556,0.5469
09-May-1948,0,3.884,27.1222,11.1833,0.5285
10-May-1948,0.26,3.913,29.3389,14.1056,0.4952
11-May-1948,4.36,3.94,29.5889,15.8278,0.4693
12-May-1948,0.85,3.968,27.9556,16.0056,0.4509
13-May-1948,0,3.995,22.1944,14.3722,0.4324
14-May-1948,0,4.021,22.7944,7.7389,0.4287
15-May-1948,1.68,4.047,25.6889,9.1944,0.4065
16-May-1948,3.96,4.073,26.6556,12.0833,0.3991
17-May-1948,0.04,4.098,25.4389,12.2333,0.4176
18-May-1948,0,4.123,24.3778,7.4333,0.3991
19-May-1948,0,4.147,26.0111,7.2444,0.377
20-May-1948,0,4.171,27.8389,7.9667,0.354
21-May-1948,0,4.194,29.6111,9.9611,0.3341
22-May-1948,0,4.217,27.2722,12.9444,0.326
23-May-1948,0,4.239,29.7333,8.2889,0.3134
24-May-1948,0,4.261,27.5889,13.6222,0.3034
25-May-1948,0,4.283,27.3444,12.7556,0.3016
26-May-1948,5.79,4.303,26.8333,9.3667,0.289
27-May-1948,5.26,4.324,27.7167,11.2056,0.279
28-May-1948,9.59,4.343,22,15.9278,0.275
29-May-1948,3.34,4.363,26.1833,15.9333,0.2772
30-May-1948,1.04,4.381,28.6444,13.8333,0.279
31-May-1948,0,4.399,26.75,12.8889,0.2831
01-Jun-1948,0,4.417,26.8889,10.1056,0.2772
02-Jun-1948,0,4.434,28.9389,9.05,0.2912
03-Jun-1948,0,4.451,30.2389,11.9444,0.3319
04-Jun-1948,0.01,4.466,31.6611,12.9,0.3053
05-Jun-1948,1.45,4.482,31.2389,14.0444,0.279
06-Jun-1948,0.43,4.497,30.4056,18.1556,0.2668
07-Jun-1948,1.17,4.511,30.2333,17.4444,0.2531
08-Jun-1948,1.46,4.524,29.8444,18.2667,0.2458
09-Jun-1948,0.01,4.537,27.8056,11.5611,0.2628
10-Jun-1948,0,4.55,30.1056,11.2333,0.2476
11-Jun-1948,0,4.562,32.8389,11.75,0.2336
12-Jun-1948,0.25,4.573,33.8056,17,0.2254
13-Jun-1948,6.05,4.583,32.8278,18.6222,0.2188
14-Jun-1948,6.59,4.593,32.2611,17.6056,0.2121
15-Jun-1948,5.36,4.603,32.0556,18.5167,0.207
16-Jun-1948,1.34,4.612,29.95,18.5444,0.2203
17-Jun-1948,0,4.62,31.0611,17.1111,0.2831
18-Jun-1948,1.73,4.627,28.2056,20.0611,0.2568
19-Jun-1948,1.07,4.634,31.4444,20.3,0.2402
20-Jun-1948,1.18,4.641,31.9611,19.7944,0.2336
21-Jun-1948,0.51,4.646,34.2611,19.0278,0.2254
22-Jun-1948,0.39,4.651,33.2611,21.7611,0.2151
23-Jun-1948,1.94,4.656,34.0111,21.7,0.2151
24-Jun-1948,1.45,4.66,33.6833,22.9222,0.2203
25-Jun-1948,2.02,4.663,33.9222,18.4222,0.2103
26-Jun-1948,2.54,4.666,34.6556,19.1222,0.2169
27-Jun-1948,1.48,4.667,34.4111,19.5667,0.2084
28-Jun-1948,3.86,4.669,34.95,20.8278,0.2025
29-Jun-1948,2.28,4.669,31.5667,20.5444,0.2055
30-Jun-1948,0.61,4.67,32.0556,19.3778,0.1981
01-Jul-1948,0.11,4.669,30.0833,16.8556,0.1936
02-Jul-1948,0,4.668,33.6778,11.5278,0.1848
03-Jul-1948,0,4.666,35.3222,16.9167,0.1789
04-Jul-1948,0,4.664,37.2167,19.1444,0.17
05-Jul-1948,0,4.66,36.3389,19.9278,0.1656
06-Jul-1948,0,4.657,36.1,18.2667,0.1626
07-Jul-1948,0,4.652,36.6444,19.7389,0.1596
08-Jul-1948,0.33,4.647,35.15,17,0.1567
09-Jul-1948,1.65,4.642,31.7556,21.8389,0.1596
10-Jul-1948,7.33,4.636,27.9222,18.7944,0.1685
11-Jul-1948,2.65,4.629,28.1389,20.5111,0.167
12-Jul-1948,6.95,4.621,32.4889,19.6333,0.1966
13-Jul-1948,7.33,4.613,28.7389,20.6667,0.2169
14-Jul-1948,8.71,4.605,31.6944,21.9722,0.2934
15-Jul-1948,2.89,4.595,34.0333,20.85,0.2336
16-Jul-1948,5.81,4.585,32.7444,21.8556,0.2336
17-Jul-1948,3.43,4.575,33.6222,19.7833,0.2421
18-Jul-1948,0.7,4.564,32.2444,20.0278,0.2668
19-Jul-1948,1.11,4.552,33.0611,20.4333,0.3053
20-Jul-1948,1.32,4.54,34.0778,20.7111,0.3115
21-Jul-1948,0.08,4.527,34.9444,22.2333,0.2439
22-Jul-1948,9.76,4.514,35.5667,22.4444,0.2709
23-Jul-1948,7.55,4.499,31.6778,19.5556,0.3034
24-Jul-1948,0,4.485,29.3167,15.8,0.3075
25-Jul-1948,0,4.47,31.3722,13.2667,0.269
26-Jul-1948,6.74,4.454,33.5444,15.9389,0.2387
27-Jul-1948,19.94,4.438,29.9833,21.0389,0.2302
28-Jul-1948,6.53,4.421,29.8,20.2167,0.2628
29-Jul-1948,0.03,4.403,31.9611,18.2889,0.2302
30-Jul-1948,0.99,4.385,33.2833,19.7278,0.4472
31-Jul-1948,1.82,4.367,30.5889,20.8111,0.6837
01-Aug-1948,0.87,4.347,30.0944,16.5889,0.51
02-Aug-1948,7.16,4.328,30.8222,16.0278,0.3733
03-Aug-1948,4.51,4.308,30.0111,19.4667,0.2953
04-Aug-1948,0.86,4.287,29.1611,18.5333,0.2476
05-Aug-1948,0.01,4.266,25.9889,15.3389,0.2203
06-Aug-1948,0,4.244,27.3278,11.7278,0.2084
07-Aug-1948,0,4.222,28.6389,13.1222,0.2188
08-Aug-1948,0,4.199,29.3222,17.0222,0.2236
09-Aug-1948,1.06,4.176,30.85,16.0833,0.2025
10-Aug-1948,8.18,4.152,28.2778,19.2111,0.1833
11-Aug-1948,4.76,4.128,30.0778,20.6778,0.1789
12-Aug-1948,0.84,4.103,32.2111,20.5278,0.173
13-Aug-1948,4.94,4.078,31.6611,21.1333,0.1803
14-Aug-1948,7.21,4.053,28.9833,21.3167,0.2387
