datetime,P,PE,T_max,T_min,Q
01-Jan-1948,0.09,0.73,8.3056,-5.7333,9.9402
02-Jan-1948,0.01,0.737,9.1444,-5.1611,18.4604
03-Jan-1948,0,0.736,15.1944,-3.4833,13.3838
04-Jan-1948,0,0.735,15.0889,1.2944,9.8337
05-Jan-1948,0,0.735,16.9833,-2.1111,8.3427
06-Jan-1948,0,0.736,15.8,0.0611,6.3191
07-Jan-1948,0.01,0.737,15.4056,-1.75,3.6566
08-Jan-1948,0.28,0.739,16.8,4.0722,1.8105
09-Jan-1948,0.41,0.742,16.7222,7.3,1.2354
10-Jan-1948,0.11,0.746,14.6889,3.7833,1.0544
11-Jan-1948,0.27,0.75,10.9278,4.55,0.9408
12-Jan-1948,3.83,0.754,11.3444,3.8556,0.8272
13-Jan-1948,0.23,0.76,7.2278,-4.1056,0.7704
14-Jan-1948,0.16,0.766,5.1111,-5.3389,0.7136
15-Jan-1948,0.78,0.773,11.2778,-5.0722,0.6568
16-Jan-1948,1.53,0.78,9.7889,-4.6944,0.6142
17-Jan-1948,0.21,0.789,1.3722,-10.1722,0.6142
18-Jan-1948,0.1,0.797,1.7111,-9.9889,0.5574
19-Jan-1948,0.56,0.807,1.4444,-5.6222,0.4899
20-Jan-1948,0.68,0.817,3.7778,-3.35,0.4438
21-Jan-1948,0.24,0.828,8.6667,-3.4111,0.4331
22-Jan-1948,0.01,0.839,10.8,-2.9444,0.4189
23-Jan-1948,0.3,0.851,6.2556,-8.95,0.4083
24-Jan-1948,7.35,0.864,-1.8611,-12.0556,0.387
25-Jan-1948,1.35,0.877,0.6833,-8.5444,0.3657
26-Jan-1948,3.32,0.891,-0.1611,-4.8778,0.355
27-Jan-1948,0.9,0.906,-1.9667,-6.4056,0.3657
28-Jan-1948,1.11,0.921,-3.85,-11.0222,0.387
29-Jan-1948,2.25,0.937,-2.3611,-7.9611,0.3763
30-Jan-1948,0.42,0.954,1.2667,-5.7278,0.3657
31-Jan-1948,0.05,0.971,4.4278,-7.5389,0.3763
01-Feb-1948,0.36,0.989,6.25,-6.7556,0.4686
02-Feb-1948,1.92,1.007,6.7222,-3.9389,0.5183
03-Feb-1948,5.39,1.026,6.7278,0.5167,0.5574
04-Feb-1948,5.96,1.046,10.3333,3.4611,0.742
05-Feb-1948,7.55,1.066,8.9111,2.5167,1.2638
06-Feb-1948,3.91,1.086,5.9444,1.2556,2.0129
07-Feb-1948,6.52,1.108,6.4889,1.8111,2.6342
08-Feb-1948,0.22,1.13,4.9778,-1.6444,3.6211
09-Feb-1948,7.67,1.152,5.1556,-5.15,3.8341
10-Feb-1948,0.39,1.175,7.3333,-5.9833,3.2732
11-Feb-1948,13.53,1.198,6.5,-0.2722,2.9111
12-Feb-1948,5.83,1.223,5.1111,0.1889,3.7986
13-Feb-1948,1.88,1.247,2.7667,-4.2722,4.8281
14-Feb-1948,0.02,1.272,8.5,-6.7056,4.8991
15-Feb-1948,0,1.298,12.2111,-3.5778,3.8341
16-Feb-1948,0.02,1.324,16.1056,1.6111,2.9643
17-Feb-1948,0.02,1.351,22.8056,1.2333,2.6555
18-Feb-1948,0.91,1.378,22.7556,4.3278,1.9419
19-Feb-1948,5.36,1.406,20.6222,9.5167,1.6259
20-Feb-1948,0.2,1.434,15.2444,3.0389,1.3845
21-Feb-1948,3.41,1.462,5.8278,-0.6944,1.2638
22-Feb-1948,0.16,1.491,6.7278,-2.0444,1.2638
23-Feb-1948,0.68,1.521,7.3722,-1.9222,1.2035
24-Feb-1948,14.3,1.551,11.3167,3.2389,1.0828
25-Feb-1948,34.58,1.581,14.7444,8.0389,1.6188
26-Feb-1948,6.21,1.612,19.5222,11.9611,5.9996
27-Feb-1948,5.46,1.643,20.6722,10.7,8.3782
28-Feb-1948,0.32,1.675,20.6389,6.2778,8.8042
29-Feb-1948,2.09,1.707,18.6833,5.8278,7.8812
01-Mar-1948,32.25,1.74,15.3,5.7,7.1712
02-Mar-1948,4.13,1.773,12.1222,2.5167,9.3012
