datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,0.36,0.36,5.7611,-5.0722,28.99,6.1071
02-Jan-1948,0.01,0.36,3.0278,-7.2056,28.99,5.0753
03-Jan-1948,0.9,0.36,9.6,-7.6667,28.99,2.3321
04-Jan-1948,0.1,0.361,10.0444,-2.1611,28.99,1.6945
05-Jan-1948,0,0.362,7.7611,-6.1333,28.99,1.4177
06-Jan-1948,0,0.364,11.0056,-4.15,28.99,1.2835
07-Jan-1948,0,0.367,13.3444,-5.4611,28.99,1.1744
08-Jan-1948,0,0.37,18.1389,-1.5111,28.99,1.0906
09-Jan-1948,0,0.374,16.1611,1.7667,28.99,1.0067
10-Jan-1948,0.28,0.379,9.6111,-4.7889,28.99,0.9563
11-Jan-1948,3.06,0.385,7.1389,-1.6667,28.99,0.906
12-Jan-1948,3.98,0.391,6.8944,1.8778,28.99,0.906
13-Jan-1948,2.96,0.397,5.4611,-8.0778,28.99,0.8473
14-Jan-1948,0.06,0.405,0.2889,-11.6056,28.99,0.7986
15-Jan-1948,2.57,0.413,6.7944,-9.2611,28.99,0.7726
16-Jan-1948,1.27,0.421,4.7722,-9.5556,28.99,0.7466
17-Jan-1948,0,0.431,-2.2333,-15.7833,28.99,0.7206
18-Jan-1948,0,0.441,-2.9167,-15.0722,28.99,0.6946
19-Jan-1948,0.08,0.451,1.9611,-9.3667,28.99,0.6946
20-Jan-1948,0.14,0.463,4.3667,-8.85,28.99,0.6686
21-Jan-1948,0.51,0.475,9.5556,-6.9167,28.99,0.6585
22-Jan-1948,0.59,0.487,5.95,-5.8167,28.99,0.6535
23-Jan-1948,5.82,0.5,-3.9,-16.7389,28.99,0.6334
24-Jan-1948,7.73,0.514,-2.7667,-17.5111,28.99,0.6132
25-Jan-1948,1.41,0.529,-1.2611,-11.6722,28.99,0.5981
26-Jan-1948,1.76,0.544,-2.6444,-10.7333,28.99,0.5881
27-Jan-1948,1.32,0.559,-4.0833,-9.3722,28.99,0.578
28-Jan-1948,0.04,0.576,-4.8444,-17.8833,28.99,0.5629
29-Jan-1948,0.07,0.592,-2.6944,-14.2444,28.99,0.5579
30-Jan-1948,0.21,0.61,-1.5722,-6.4222,28.99,0.5478
31-Jan-1948,0.48,0.628,-0.3222,-6.5167,28.99,0.5428
01-Feb-1948,0.02,0.647,3.6667,-11.4667,26.87,0.5327
02-Feb-1948,0.53,0.666,6.6,-10.0389,26.87,0.5176
03-Feb-1948,3.18,0.686,5.8833,-4.1278,26.87,0.5176
04-Feb-1948,9.21,0.706,7.2056,0.0667,26.87,0.5327
05-Feb-1948,8.17,0.727,4.8,-2.9944,26.87,0.5478
06-Feb-1948,1.55,0.749,1.5444,-5.8722,26.87,0.6183
07-Feb-1948,0.04,0.771,3.3056,-3.6444,26.87,0.583
08-Feb-1948,0.02,0.794,2.6389,-9.6722,26.87,0.5679
09-Feb-1948,0.02,0.817,0.0889,-11.9111,26.87,0.5579
10-Feb-1948,0.8,0.841,2.15,-11.8889,26.87,0.5478
11-Feb-1948,6.25,0.865,2.0778,-5.3722,26.87,0.5478
12-Feb-1948,8.82,0.89,1.8056,-1.9611,26.87,0.6132
13-Feb-1948,5.08,0.915,0.7222,-3.7111,26.87,0.9312
14-Feb-1948,1.67,0.941,6.7111,-9.0333,26.87,1.0654
15-Feb-1948,0,0.967,10.1389,-7.1556,26.87,0.9563
16-Feb-1948,0,0.994,15.4389,-1.3611,26.87,0.8808
17-Feb-1948,0,1.021,20.55,-0.3833,26.87,0.8808
18-Feb-1948,0,1.049,22.2389,0.3056,26.87,0.8473
19-Feb-1948,0.1,1.077,21.3944,5.0167,26.87,0.8473
20-Feb-1948,0.5,1.106,13.1611,-5.3222,26.87,0.7986
21-Feb-1948,2.41,1.135,1.9056,-5.9833,26.87,0.7726
22-Feb-1948,0.54,1.164,2.2889,-10.0333,26.87,0.7466
23-Feb-1948,2.11,1.194,3.5722,-5.9722,26.87,0.7206
24-Feb-1948,11.26,1.225,7.4833,-1.2111,26.87,0.7466
25-Feb-1948,10.91,1.256,10.2667,5.3611,26.87,1.1409
26-Feb-1948,3.71,1.287,13.4111,7.3611,26.87,1.2835
27-Feb-1948,3.96,1.319,16.6389,9.0722,26.87,1.2248
28-Feb-1948,1.06,1.351,16.9389,4.9667,26.87,1.2583
29-Feb-1948,2.2,1.383,14.5833,-0.3944,26.87,1.1744
01-Mar-1948,14.06,1.416,11.8111,1.0833,35.71,1.1996
02-Mar-1948,4.34,1.449,10.4167,2.9389,35.71,1.8707
03-Mar-1948,0,1.483,6.6,-0.7333,35.71,1.4177
