datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,23.53,0.36,5.1444,-1.3778,52.52,0.9009
02-Jan-1948,10.6,0.358,7.4167,0.5444,52.52,3.6171
03-Jan-1948,27.62,0.354,3.1333,-2.6333,52.52,2.5741
04-Jan-1948,17.78,0.35,4.1944,-1.2222,52.52,5.5033
05-Jan-1948,49.4,0.347,5.8556,-1.3167,52.52,3.5372
06-Jan-1948,41.02,0.344,10.1889,3.3167,52.52,10.6072
07-Jan-1948,10.79,0.342,9.2167,3.3833,52.52,17.575
08-Jan-1948,0.07,0.341,5.6167,-1.6222,52.52,9.1426
09-Jan-1948,1.36,0.34,5.3889,-4.2111,52.52,4.9263
10-Jan-1948,0.6,0.34,2.9167,-4.9444,52.52,3.6171
11-Jan-1948,0.15,0.34,3.9833,-2.8667,52.52,2.9824
12-Jan-1948,0,0.341,4.9389,-5.0778,52.52,2.4632
13-Jan-1948,0,0.343,9.8722,-5.3556,52.52,2.1481
14-Jan-1948,0,0.345,8.3278,-5.4889,52.52,1.8729
15-Jan-1948,0,0.347,8.4389,-5.3833,52.52,1.6998
16-Jan-1948,0,0.351,7.6833,-5.2111,52.52,1.58
17-Jan-1948,0,0.354,8.9444,-4.9556,52.52,1.4779
18-Jan-1948,0,0.359,8.5333,-4.8,52.52,1.4291
19-Jan-1948,0,0.364,9.8944,-6.3111,52.52,1.3758
20-Jan-1948,0,0.369,8.3278,-5.7722,52.52,1.3226
21-Jan-1948,0,0.375,10.2611,-4.1167,52.52,1.2693
22-Jan-1948,0,0.382,9.7944,-3.7611,52.52,1.2382
23-Jan-1948,0,0.389,9.7611,-4.0444,52.52,1.1983
24-Jan-1948,0,0.397,6.4,-4.5,52.52,1.1539
25-Jan-1948,0,0.406,6.5889,-5.5667,52.52,1.0696
26-Jan-1948,0,0.415,6.7833,-4.3611,52.52,1.0296
27-Jan-1948,0,0.424,9.0833,-7.5111,52.52,0.9808
28-Jan-1948,0,0.434,9.2944,-6.9056,52.52,0.9675
29-Jan-1948,0.44,0.445,4.1,-8.1222,52.52,0.9675
30-Jan-1948,0.46,0.456,6.8889,-4.5167,52.52,0.9586
31-Jan-1948,1.58,0.468,3.5556,-7.0944,52.52,0.932
01-Feb-1948,1.65,0.48,2.7222,-5.4833,52.94,0.9231
02-Feb-1948,0,0.493,2.7556,-8.6,52.94,0.9143
03-Feb-1948,3.91,0.507,2.9722,-11.8833,52.94,0.8699
04-Feb-1948,2.27,0.521,1.6556,-6.9167,52.94,0.8699
05-Feb-1948,0.44,0.535,2.3333,-7.6944,52.94,0.8876
06-Feb-1948,0,0.55,4.0778,-10.7944,52.94,0.8566
07-Feb-1948,13.4,0.566,3.2722,-11.2278,52.94,0.8077
08-Feb-1948,9.38,0.582,6.2556,-4.0833,52.94,0.861
09-Feb-1948,3.92,0.598,3.1556,-2.2167,52.94,1.0474
10-Feb-1948,0.54,0.615,3.6778,-5.4778,52.94,1.0518
11-Feb-1948,0,0.633,5.3611,-9.7944,52.94,0.9409
12-Feb-1948,0,0.651,7.4667,-10.7111,52.94,0.932
13-Feb-1948,1.24,0.669,5.6333,-8.0222,52.94,0.8654
14-Feb-1948,8.76,0.688,6.35,-4.0389,52.94,0.8699
15-Feb-1948,6.09,0.708,8.7389,-0.1333,52.94,1.1051
16-Feb-1948,0.98,0.728,9.1111,-0.5889,52.94,1.4557
17-Feb-1948,5.71,0.748,8.4,-2.0056,52.94,1.3403
18-Feb-1948,1.88,0.769,9.7,0.2444,52.94,1.3403
19-Feb-1948,0.36,0.791,7.3722,-3.2889,52.94,1.5001
20-Feb-1948,16.7,0.813,6.2556,-4.0944,52.94,1.3581
21-Feb-1948,39.45,0.835,6.5278,0.1167,52.94,3.0046
22-Feb-1948,12.7,0.858,6.2056,-0.6944,52.94,6.7016
23-Feb-1948,0.81,0.881,4.9889,-3.9556,52.94,4.3804
24-Feb-1948,0,0.904,10.4167,-6.1444,52.94,2.9336
25-Feb-1948,2.37,0.928,15.0056,-3.5556,52.94,2.3833
26-Feb-1948,3.88,0.953,9.8611,0.1,52.94,2.2679
27-Feb-1948,6.15,0.978,4.9111,-4.2056,52.94,2.3389
28-Feb-1948,3.01,1.003,5.45,-2.5667,52.94,2.2191
