datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,0.53,0.89,18.3278,7.1,36.76,0.512
02-Jan-1948,0.12,0.898,14.5722,2.2833,36.76,1.2973
03-Jan-1948,0.33,0.902,7.75,-3.5222,36.76,1.0558
04-Jan-1948,0.13,0.907,7.5833,-2.4278,36.76,0.7038
05-Jan-1948,0.17,0.912,9.3111,-1.4167,36.76,0.6038
06-Jan-1948,0,0.917,10.0222,-3.5944,36.76,0.5327
07-Jan-1948,0,0.923,11.9556,-4.1056,36.76,0.4761
08-Jan-1948,0,0.93,14.5222,-3.5389,36.76,0.432
09-Jan-1948,0.14,0.937,18.4778,3.0833,36.76,0.4092
10-Jan-1948,0.07,0.944,13.4389,0.9444,36.76,0.3961
11-Jan-1948,0.04,0.952,9.3056,-7.0056,36.76,0.3595
12-Jan-1948,27.65,0.961,10.6278,-2.1389,36.76,0.3257
13-Jan-1948,9.32,0.97,11.0889,3.8444,36.76,3.9539
14-Jan-1948,0.84,0.979,5.7,-4.1889,36.76,10.0745
15-Jan-1948,0,0.989,1.5278,-12.0444,36.76,2.7532
16-Jan-1948,0,0.999,8.7167,-6.3056,36.76,1.1593
17-Jan-1948,0,1.01,9.1667,-1.5944,36.76,0.9247
18-Jan-1948,0,1.022,5.6222,-2.4056,36.76,0.8625
19-Jan-1948,2.56,1.033,2.8278,-8.9056,36.76,0.7521
20-Jan-1948,6.19,1.046,2.4889,-5.7278,36.76,0.6369
21-Jan-1948,1.71,1.058,5.8944,-0.7278,36.76,0.8004
22-Jan-1948,0.05,1.072,10.9444,0.8889,36.76,1.1593
23-Jan-1948,10.21,1.085,9.1222,-0.9167,36.76,0.8901
24-Jan-1948,3.58,1.099,0.75,-8.4556,36.76,0.7176
25-Jan-1948,2.72,1.114,3.3056,-10.1167,36.76,0.5817
26-Jan-1948,5.7,1.129,5.8056,-6.5611,36.76,0.5279
27-Jan-1948,6.64,1.144,3.2333,-1.4667,36.76,0.9868
28-Jan-1948,0.25,1.16,2.1722,-3.3167,36.76,5.0718
29-Jan-1948,3.53,1.176,4.6056,-2.3889,36.76,3.0776
30-Jan-1948,14.48,1.193,3.2167,-1.0056,36.76,2.3737
31-Jan-1948,7.11,1.21,0.8667,-7.1556,36.76,6.5692
01-Feb-1948,1.28,1.227,3.4056,-7.5833,40.53,3.2156
02-Feb-1948,0,1.245,8.4889,-5.7167,40.53,2.0494
03-Feb-1948,0.1,1.264,11.1944,-4.4722,40.53,2.215
04-Feb-1948,3.31,1.282,12.1611,-0.1389,40.53,1.8976
05-Feb-1948,5.68,1.301,11.9111,2.6722,40.53,1.9735
06-Feb-1948,5.48,1.321,10.2167,1.4278,40.53,5.9343
07-Feb-1948,3.3,1.34,8.0278,1.1444,40.53,6.0171
08-Feb-1948,9.08,1.361,8.0833,3.7056,40.53,3.2087
09-Feb-1948,12.84,1.381,6.0944,-6.3333,40.53,2.7118
10-Feb-1948,3.49,1.402,0.4167,-7.65,40.53,1.8631
11-Feb-1948,20.94,1.423,0.7611,-4.6778,40.53,1.6699
12-Feb-1948,9.18,1.445,8.1389,-0.95,40.53,9.2465
13-Feb-1948,5.57,1.467,8.65,2.1611,40.53,21.1151
14-Feb-1948,2.85,1.489,16.6111,3.7556,40.53,19.7351
15-Feb-1948,0,1.512,13.4944,-2.4778,40.53,10.4886
16-Feb-1948,0,1.535,11.4389,-0.7722,40.53,2.912
17-Feb-1948,0,1.558,21.0722,2.9167,40.53,1.8217
18-Feb-1948,0,1.581,23.1778,3.1944,40.53,1.4077
19-Feb-1948,0.04,1.605,22.6222,7.9,40.53,1.1593
20-Feb-1948,0.05,1.629,18.9722,7.4333,40.53,1.0213
21-Feb-1948,7.23,1.654,11.1944,0.7167,40.53,0.8901
22-Feb-1948,5.82,1.678,4.1889,-0.9389,40.53,1.5526
23-Feb-1948,1.01,1.703,3.7611,-1.6556,40.53,1.9045
24-Feb-1948,1.4,1.729,3.8389,-1.3333,40.53,1.0903
25-Feb-1948,0.75,1.754,15.4,1.0278,40.53,1.0213
26-Feb-1948,0.07,1.78,24.0556,9.7778,40.53,1.0558
27-Feb-1948,0.06,1.806,21.3889,11.0444,40.53,0.9247
28-Feb-1948,0.05,1.832,26.2278,13.5889,40.53,0.8004
29-Feb-1948,0.17,1.858,23.0222,8.4333,40.53,0.828
01-Mar-1948,15.49,1.885,18.0222,3.8833,48.22,0.67
02-Mar-1948,4.14,1.912,14.9556,3.7889,48.22,1.6285
03-Mar-1948,0.3,1.939,16.7778,6.7056,48.22,3.7124
04-Mar-1948,0.22,1.966,17.9778,4.8611,48.22,1.4767
05-Mar-1948,11.98,1.994,11.1667,-0.5167,48.22,0.9868
