datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,0,1.01,8.2056,-2.9833,32.87,0.9467
02-Jan-1948,0,1.015,11.1722,-2.6167,32.87,0.9908
03-Jan-1948,0,1.014,18.0611,-0.7778,32.87,1.1364
04-Jan-1948,0,1.014,17.6833,1.9889,32.87,1.2468
05-Jan-1948,0,1.015,20.6333,0.9056,32.87,1.4013
06-Jan-1948,0,1.016,17.1833,3.25,32.87,2.0743
07-Jan-1948,0,1.018,17.4889,4.2278,32.87,3.0563
08-Jan-1948,0.46,1.02,19.8056,6.7556,32.87,3.3762
09-Jan-1948,0.33,1.023,20.8889,12.6722,32.87,3.1335
10-Jan-1948,0.03,1.027,14.9833,7.7111,32.87,2.7142
11-Jan-1948,1.05,1.032,14.7889,6.5667,32.87,2.3391
12-Jan-1948,3.75,1.037,17.4389,6.8556,32.87,1.975
13-Jan-1948,0.06,1.043,7.4833,-1.6778,32.87,1.7102
14-Jan-1948,0.28,1.05,7.1611,-2.1389,32.87,1.4344
15-Jan-1948,1.1,1.057,16.6889,-0.9167,32.87,1.1585
16-Jan-1948,15.24,1.065,7.9611,-1.2333,32.87,0.9467
17-Jan-1948,0.8,1.074,1.6222,-7.9611,32.87,0.8385
18-Jan-1948,0.58,1.083,1.4889,-8.8111,32.87,0.7988
19-Jan-1948,3.84,1.093,0.2833,-5.9556,32.87,0.7988
20-Jan-1948,2.4,1.104,1.3278,-3.1444,32.87,0.7988
21-Jan-1948,3.13,1.115,6.0056,-1.6611,32.87,0.8805
22-Jan-1948,0.2,1.127,13.6333,-1.3389,32.87,0.9687
23-Jan-1948,0.16,1.14,2.9722,-5.0278,32.87,1.0614
24-Jan-1948,0.19,1.153,-1.3944,-9.1611,32.87,1.1144
25-Jan-1948,0.71,1.167,0.95,-6.5667,32.87,1.1364
26-Jan-1948,15.28,1.182,0.5722,-3.1889,32.87,1.1916
27-Jan-1948,1.92,1.197,-1.05,-3.9,32.87,1.4785
28-Jan-1948,4.36,1.213,-2.9389,-7.8222,32.87,1.7433
29-Jan-1948,2.86,1.23,-1.7889,-6.5056,32.87,1.7874
30-Jan-1948,0.03,1.247,1.5611,-4.4556,32.87,1.7102
