datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,0.55,0.12,4.5389,-1.0111,6.08,2.8173
02-Jan-1948,0.92,0.119,0.8889,-4.5389,6.08,6.6488
03-Jan-1948,0.34,0.117,0.5389,-3.3833,6.08,3.9067
04-Jan-1948,0.18,0.116,0.6389,-3.5,6.08,2.4792
05-Jan-1948,0.26,0.116,2.3444,-4.25,6.08,1.7129
06-Jan-1948,0.44,0.116,3.1889,-4.2889,6.08,1.2396
07-Jan-1948,0,0.118,6.5167,-8.0389,6.08,0.9992
08-Jan-1948,0,0.119,10.5889,-1.1667,6.08,0.864
09-Jan-1948,0,0.122,9.6556,-0.4889,6.08,0.9616
10-Jan-1948,0,0.125,3.4222,-4.0556,6.08,1.0969
11-Jan-1948,0.05,0.129,4.3556,-6.2389,6.08,0.8414
12-Jan-1948,0.92,0.133,6.0722,-0.9111,6.08,0.7513
13-Jan-1948,0.02,0.139,-1.2056,-10.7611,6.08,0.6461
14-Jan-1948,0,0.144,-7.0833,-17.1333,6.08,0.4395
15-Jan-1948,0,0.151,2.0556,-15.5111,6.08,0.3944
16-Jan-1948,0,0.158,-1.15,-14.4944,6.08,0.3756
17-Jan-1948,0,0.166,-8.3833,-16.1889,6.08,0.2629
18-Jan-1948,0,0.174,-5.4111,-14.9667,6.08,0.2254
19-Jan-1948,0,0.183,0.5778,-12.9222,6.08,0.2254
20-Jan-1948,0.02,0.193,3.5,-10.0556,6.08,0.216
21-Jan-1948,0.05,0.203,-0.7389,-8.3278,6.08,0.2066
22-Jan-1948,0.17,0.215,-5.4722,-16.1889,6.08,0.1878
23-Jan-1948,0.85,0.226,-6.8111,-16.0889,6.08,0.1784
24-Jan-1948,0,0.239,-6.85,-14.7278,6.08,0.169
25-Jan-1948,0.17,0.251,-4.4056,-15.4056,6.08,0.169
26-Jan-1948,0.39,0.265,-5.3722,-14.9444,6.08,0.169
27-Jan-1948,0,0.279,-6.9889,-16.2611,6.08,0.169
28-Jan-1948,0,0.294,-4.5,-13.2,6.08,0.1596
29-Jan-1948,0,0.309,-1.8278,-16.2222,6.08,0.1503
30-Jan-1948,0.51,0.326,-3.3222,-11.6611,6.08,0.1503
31-Jan-1948,0,0.342,-5.5056,-14.0889,6.08,0.1503
01-Feb-1948,0,0.359,0.6556,-15.2778,5.57,0.1503
02-Feb-1948,0.13,0.377,4.1111,-11.1167,5.57,0.1596
03-Feb-1948,5.83,0.396,1.0333,-9.7278,5.57,0.1653
04-Feb-1948,0.56,0.415,-0.0278,-5.6722,5.57,0.1709
05-Feb-1948,0.05,0.434,-2.9056,-9.9389,5.57,0.1709
06-Feb-1948,0,0.455,0.1667,-15.1278,5.57,0.1709
07-Feb-1948,0,0.475,1.4278,-11.0444,5.57,0.1653
08-Feb-1948,0,0.497,-0.7333,-15.5611,5.57,0.1653
09-Feb-1948,0,0.519,-3.9333,-15.5,5.57,0.1521
10-Feb-1948,1.1,0.541,0.25,-16.5778,5.57,0.1465
11-Feb-1948,0.79,0.564,2.4778,-5.8333,5.57,0.1409
12-Feb-1948,14.37,0.588,1.6278,-4.6778,5.57,0.1409
13-Feb-1948,4.02,0.612,2.1389,-1.3556,5.57,0.2911
14-Feb-1948,2.38,0.636,1.7778,-7.9111,5.57,1.3523
15-Feb-1948,0,0.661,7.0722,-10.5389,5.57,0.9616
16-Feb-1948,0,0.687,12.5889,0.4056,5.57,1.9345
17-Feb-1948,0,0.713,15.3889,-2.2,5.57,2.9488
18-Feb-1948,0,0.74,17.8667,1.2611,5.57,1.835
19-Feb-1948,0,0.767,13.2389,1.2167,5.57,1.2584
20-Feb-1948,0,0.794,0.7444,-10.3389,5.57,0.6968
21-Feb-1948,0,0.822,-2.6944,-9.8,5.57,0.3888
22-Feb-1948,0,0.851,4.3278,-11.3278,5.57,0.3719
23-Feb-1948,0,0.88,9.7,-6.5833,5.57,0.3644
24-Feb-1948,0.94,0.909,9.7111,-0.1667,5.57,0.3099
25-Feb-1948,1.35,0.939,10.2833,4.7333,5.57,0.3099
26-Feb-1948,25.2,0.969,12.2556,1.2944,5.57,0.3099
27-Feb-1948,6.33,1,12.4167,0.8444,5.57,1.619
28-Feb-1948,2.12,1.031,10.9722,3.7778,5.57,8.0199
29-Feb-1948,0,1.062,5.8389,-3.1333,5.57,4.4701
01-Mar-1948,5.29,1.094,3.2778,-4.4222,12.41,2.329
02-Mar-1948,1.02,1.126,9.9444,-1.4611,12.41,1.7618
03-Mar-1948,0,1.159,5.8722,-3.3111,12.41,1.6885
04-Mar-1948,0,1.192,0.8667,-6.2722,12.41,1.202
05-Mar-1948,4.03,1.225,4.2,-10.7167,12.41,0.7738
06-Mar-1948,1.26,1.259,3.8333,-2.2,12.41,0.74
07-Mar-1948,0,1.293,3.4611,-1.4611,12.41,0.7287
08-Mar-1948,0,1.327,3.6444,-4.9778,12.41,0.6968
09-Mar-1948,0,1.362,6.6111,-6.8278,12.41,0.5954
10-Mar-1948,11.3,1.397,2.9056,-6.6444,12.41,0.5297
11-Mar-1948,1.56,1.432,-3.2056,-11.2722,12.41,0.4395
12-Mar-1948,0,1.467,-2.4611,-12.7556,12.41,0.3719
13-Mar-1948,0,1.503,4.5722,-13.6833,12.41,0.3719
14-Mar-1948,2.67,1.539,12.5389,-3.8667,12.41,0.4226
15-Mar-1948,1.27,1.576,13.65,5.2056,12.41,0.7626
16-Mar-1948,0.96,1.612,14.9444,3.3556,12.41,1.7862
17-Mar-1948,0,1.649,12.7222,-2.5722,12.41,1.835
18-Mar-1948,10.36,1.686,19.0167,-1.4611,12.41,1.2584
19-Mar-1948,8.62,1.723,17.9111,5.5778,12.41,2.8173
20-Mar-1948,9.83,1.76,26.2389,3.9111,12.41,4.6955
21-Mar-1948,9.81,1.798,24.0167,14.0944,12.41,3.7564
22-Mar-1948,29.98,1.836,15.5,6.6889,12.41,7.7758
23-Mar-1948,1.75,1.873,10.1278,7.2444,12.41,8.0199
24-Mar-1948,0.38,1.912,18.8333,-0.35,12.41,8.6961
25-Mar-1948,2.48,1.95,20.8722,2.9833,12.41,5.0899
26-Mar-1948,35.26,1.988,21.2389,9.4667,12.41,5.0336
27-Mar-1948,4.43,2.026,17.1667,-2.2,12.41,15.3449
28-Mar-1948,0,2.065,6.7944,-5.5333,12.41,8.2453
29-Mar-1948,0.22,2.104,14.2056,-0.5333,12.41,4.6955
30-Mar-1948,9.77,2.142,16.2389,-0.1611,12.41,3.2305
31-Mar-1948,3.61,2.181,16.7944,8.7278,12.41,4.1508
01-Apr-1948,0.31,2.22,12.0778,4.2611,28.97,4.395
02-Apr-1948,0,2.259,11.3556,-0.6833,28.97,2.7797
03-Apr-1948,0,2.298,15.7222,-2.8444,28.97,1.9345
04-Apr-1948,0.12,2.337,22.2222,3.0722,28.97,1.48
05-Apr-1948,28.65,2.376,22.9444,9.4111,28.97,2.1975
06-Apr-1948,30.79,2.415,19.0444,10.7333,28.97,22.7263
07-Apr-1948,7.87,2.454,22.7556,11.8056,28.97,18.4252
08-Apr-1948,1.38,2.493,19.7056,8.2056,28.97,13.0723
09-Apr-1948,0.03,2.532,12.5611,-0.9611,28.97,7.9072
10-Apr-1948,6.99,2.57,17.1111,1.8722,28.97,4.4701
11-Apr-1948,10.26,2.609,20.0111,10.6,28.97,4.8645
12-Apr-1948,22.02,2.648,13.5,4.7222,28.97,6.0478
13-Apr-1948,5.08,2.687,7.35,4.1333,28.97,13.4667
14-Apr-1948,0.41,2.725,11.2056,3.6056,28.97,10.9687
15-Apr-1948,0,2.764,18.7333,1.3667,28.97,5.8036
16-Apr-1948,0,2.802,20.4889,7.7611,28.97,4.0006
17-Apr-1948,0,2.84,16.4944,-0.4278,28.97,2.7797
18-Apr-1948,0,2.879,25.05,2.9,28.97,2.066
19-Apr-1948,0,2.916,27.1944,14.5444,28.97,1.5702
20-Apr-1948,0,2.954,25.1667,15.8778,28.97,1.2208
21-Apr-1948,0,2.992,18.7111,4.4333,28.97,0.9748
22-Apr-1948,0.24,3.029,21.7833,3.4556,28.97,0.817
23-Apr-1948,0.36,3.067,28.2667,11.7389,28.97,0.74
24-Apr-1948,0.57,3.104,28.2667,16.4889,28.97,0.6555
25-Apr-1948,1.36,3.141,29.2944,12.8556,28.97,0.6048
26-Apr-1948,0.37,3.177,27.7667,15.7,28.97,0.5484
27-Apr-1948,0.07,3.214,23.5278,13.5944,28.97,0.5297
28-Apr-1948,0.93,3.25,18.0222,9.1889,28.97,0.4658
29-Apr-1948,0,3.286,14.8556,4.85,28.97,0.4489
30-Apr-1948,2.65,3.322,19.8167,-0.0333,28.97,0.4132
01-May-1948,9.37,3.357,19.1556,8.55,45.48,0.4226
02-May-1948,7.12,3.392,21.4167,10.8167,45.48,0.4583
03-May-1948,3.08,3.427,21.3833,6.6333,45.48,0.539
04-May-1948,9.88,3.461,18.6056,8.7833,45.48,0.4846
05-May-1948,5.58,3.495,21.0889,5.0667,45.48,0.6874
06-May-1948,10.35,3.529,18.5056,10.7389,45.48,1.1175
07-May-1948,6.89,3.563,15.3278,4.1611,45.48,3.4747
08-May-1948,0.19,3.596,20.7556,3.2667,45.48,3.1929
09-May-1948,0.19,3.629,25.2389,12.2,45.48,1.9158
10-May-1948,2.35,3.661,28.9278,18.8,45.48,1.3147
11-May-1948,18.33,3.693,24.9778,13.3056,45.48,0.9992
12-May-1948,7.61,3.725,19.2833,11.5889,45.48,3.3056
13-May-1948,1.5,3.756,15.6556,10.8556,45.48,6.4986
14-May-1948,3.71,3.787,18.7944,8.2778,45.48,4.3199
15-May-1948,2.75,3.818,21.7111,10.9833,45.48,2.9488
16-May-1948,3.2,3.848,25.5,12.5278,45.48,2.3102
17-May-1948,0.28,3.877,21.9167,9.7889,45.48,1.6885
18-May-1948,0,3.906,22.3611,7.8444,45.48,1.187
19-May-1948,0,3.935,23.9444,5.0944,45.48,0.8865
20-May-1948,0.25,3.963,26.7444,7.8389,45.48,0.7626
21-May-1948,0.1,3.991,26.7778,14.4833,45.48,0.6762
22-May-1948,0,4.019,24.3111,5.2889,45.48,0.5954
23-May-1948,0,4.045,25.6056,9.1444,45.48,0.5203
24-May-1948,0,4.072,22.7444,6.1,45.48,0.4583
25-May-1948,0,4.098,22.5167,4.5556,45.48,0.4132
26-May-1948,0,4.123,24.7333,5.7167,45.48,0.3719
27-May-1948,0,4.148,27.6278,6.9667,45.48,0.3569
28-May-1948,0,4.172,28.9167,9.8944,45.48,0.3249
29-May-1948,0,4.196,25.9389,9.1,45.48,0.3099
30-May-1948,0,4.219,25.0889,9.5389,45.48,0.2892
31-May-1948,0,4.242,26.4333,9.9333,45.48,0.2592
01-Jun-1948,0,4.264,29.0444,8.5444,58.13,0.2404
02-Jun-1948,0,4.286,31.25,10.5333,58.13,0.2254
03-Jun-1948,0,4.307,32.7278,11.9333,58.13,0.2197
04-Jun-1948,0.02,4.327,32.7944,14.4889,58.13,0.2066
05-Jun-1948,5.34,4.347,28.9056,18.1222,58.13,0.1991
06-Jun-1948,9.88,4.367,24.7611,14.1111,58.13,0.3907
07-Jun-1948,5.74,4.385,25.2889,13.5667,58.13,0.4583
08-Jun-1948,1,4.404,24.7278,10.7278,58.13,0.3174
09-Jun-1948,0.03,4.421,27.9833,10.45,58.13,0.2667
10-Jun-1948,0.11,4.438,30.4222,12.8611,58.13,0.2329
11-Jun-1948,6.64,4.455,31.7167,14.9611,58.13,0.2141
12-Jun-1948,6.78,4.47,30.4,16.7389,58.13,0.246
13-Jun-1948,1.28,4.486,27.6611,12.3056,58.13,0.3888
14-Jun-1948,4.09,4.5,28.1,12.9722,58.13,0.2667
15-Jun-1948,2.72,4.514,26.5778,16.2111,58.13,0.2197
16-Jun-1948,2.25,4.527,25.15,12.2333,58.13,0.1991
17-Jun-1948,0.09,4.54,27.8056,10.0278,58.13,0.1766
18-Jun-1948,0.01,4.552,30.2444,17.1389,58.13,0.1653
19-Jun-1948,0.04,4.563,28.7167,17.8944,58.13,0.1521
20-Jun-1948,2.78,4.574,27.0944,12.0556,58.13,0.1465
21-Jun-1948,8.09,4.584,30.0444,16.6056,58.13,0.1352
22-Jun-1948,7.18,4.594,32.4611,19.3444,58.13,0.308
23-Jun-1948,13.19,4.603,33.4278,21.6667,58.13,0.4489
24-Jun-1948,9.63,4.611,30.2444,19.9,58.13,0.3099
25-Jun-1948,3.09,4.618,30.5278,18.1389,58.13,0.2592
26-Jun-1948,13.98,4.625,30.6944,18.8056,58.13,0.5353
27-Jun-1948,11.62,4.631,30.0444,18.9,58.13,2.6858
28-Jun-1948,6.45,4.637,30.1111,19.4,58.13,1.6265
29-Jun-1948,9.25,4.642,25.4389,18.9333,58.13,2.9863
30-Jun-1948,0.99,4.646,26.8889,15.8333,58.13,1.619
01-Jul-1948,0.07,4.649,26.6722,10.9444,88.68,0.8752
02-Jul-1948,0,4.652,30.4222,13.1389,88.68,0.5766
03-Jul-1948,0,4.654,32.4944,15.4056,88.68,0.4226
04-Jul-1948,0.08,4.656,32.05,16.0556,88.68,0.3644
05-Jul-1948,0.15,4.657,32.3111,20.2056,88.68,0.3024
06-Jul-1948,0,4.657,33.4778,18.5111,88.68,0.2141
07-Jul-1948,0,4.656,29.6222,15.2333,88.68,0.2197
08-Jul-1948,0,4.655,30.7722,13,88.68,0.1878
09-Jul-1948,0.05,4.653,33.2,14.4167,88.68,0.1709
10-Jul-1948,6,4.651,33.6333,19.4889,88.68,0.1521
11-Jul-1948,0.32,4.648,33.1111,19.4722,88.68,0.2066
12-Jul-1948,4.36,4.644,31.5111,20.9778,88.68,0.3569
13-Jul-1948,1.15,4.639,30.5944,19.8111,88.68,0.3155
14-Jul-1948,0.28,4.634,27.2167,19.6833,88.68,0.3813
15-Jul-1948,2.73,4.628,31.0833,17.5167,88.68,0.3719
16-Jul-1948,4.15,4.622,31.4944,20.6056,88.68,0.3569
17-Jul-1948,5.97,4.615,31.8611,19.0889,88.68,0.9034
18-Jul-1948,0.67,4.607,31.5111,18.1278,88.68,0.6048
19-Jul-1948,0.59,4.599,30.7278,19.5944,88.68,0.3174
20-Jul-1948,1.28,4.59,29.9444,19.0944,88.68,0.2329
21-Jul-1948,23.25,4.58,31.0667,20.2333,88.68,0.6818
22-Jul-1948,8.4,4.569,28.8111,19.4167,88.68,0.8921
23-Jul-1948,0.04,4.558,25.9833,17.35,88.68,0.9353
24-Jul-1948,0.01,4.547,27.5833,12.0944,88.68,0.5203
25-Jul-1948,7.88,4.534,28.5556,13.8333,88.68,0.34
26-Jul-1948,3.67,4.521,29.7111,20.0167,88.68,0.2968
27-Jul-1948,5.83,4.508,31.7722,18.6944,88.68,0.2592
28-Jul-1948,0.02,4.494,31.45,17.3611,88.68,1.5026
29-Jul-1948,0.04,4.479,32.5333,18.3944,88.68,1.1119
30-Jul-1948,0.02,4.463,30.5222,21.65,88.68,0.5578
31-Jul-1948,0.02,4.447,28.7556,14.4,88.68,0.3493
01-Aug-1948,0.01,4.431,29.75,13.2,93.12,0.2517
02-Aug-1948,0,4.413,28.9778,11.6889,93.12,0.2141
03-Aug-1948,0,4.396,28.5667,13.5389,93.12,0.1709
04-Aug-1948,4.74,4.377,24.8111,14.7444,93.12,0.1578
05-Aug-1948,0.01,4.358,24.6278,11.4889,93.12,0.1465
06-Aug-1948,0.01,4.338,26.3111,9.0833,93.12,0.1352
07-Aug-1948,0.15,4.318,27.4056,13.9778,93.12,0.1202
08-Aug-1948,0.02,4.297,28.4667,15.3111,93.12,0.1164
09-Aug-1948,0.02,4.276,30.0056,15.4944,93.12,0.1052
10-Aug-1948,3.11,4.254,31.8833,15.8,93.12,0.1014
11-Aug-1948,16.07,4.232,30.2944,18.0056,93.12,0.1841
12-Aug-1948,0.22,4.209,31.5944,15.7111,93.12,0.4301
13-Aug-1948,1.3,4.185,30.9167,16.2278,93.12,0.34
14-Aug-1948,0.04,4.161,28.2111,12.4667,93.12,0.1766
15-Aug-1948,0.03,4.137,29.1111,13.4056,93.12,0.1352
16-Aug-1948,1.16,4.112,29.6167,15.0444,93.12,0.1108
17-Aug-1948,20.7,4.086,30.2333,15.6444,93.12,0.1164
18-Aug-1948,3.41,4.06,28.5,16.1389,93.12,0.246
19-Aug-1948,0.37,4.033,27.7556,13.15,93.12,0.5297
20-Aug-1948,0,4.006,29.7389,12.6333,93.12,0.3493
21-Aug-1948,0,3.979,31.3444,14.2222,93.12,0.2197
22-Aug-1948,0,3.951,33.3333,16.1722,93.12,0.1653
23-Aug-1948,0,3.922,34.9722,16.9111,93.12,0.1258
24-Aug-1948,0,3.893,35.5778,17.5722,93.12,0.1052
25-Aug-1948,0,3.864,36.1722,18.6,93.12,0.0958
26-Aug-1948,0,3.834,36.2944,18.8111,93.12,0.0864
27-Aug-1948,0,3.804,36.2,19.3556,93.12,0.077
28-Aug-1948,0.01,3.773,35.7667,19.5722,93.12,0.0732
29-Aug-1948,0.03,3.742,34.8389,20.4167,93.12,0.0676
30-Aug-1948,0.64,3.711,31.2667,18.9722,93.12,0.0601
31-Aug-1948,0,3.679,27.7444,13.8389,93.12,0.0545
01-Sep-1948,0,3.647,27.3889,8.6056,73.04,0.0545
02-Sep-1948,0.16,3.614,30.1056,12.4944,73.04,0.0507
03-Sep-1948,0.67,3.581,27.7278,16.2556,73.04,0.0507
04-Sep-1948,0.06,3.548,30.2,15.1333,73.04,0.0507
05-Sep-1948,10.19,3.514,27.0056,17.7278,73.04,0.0507
06-Sep-1948,3.88,3.48,26.0056,18.2056,73.04,0.0545
07-Sep-1948,0.63,3.446,29.7778,17.9,73.04,0.0639
08-Sep-1948,10.4,3.411,27.1333,17.0167,73.04,0.0639
09-Sep-1948,0.15,3.376,24.3,13.6778,73.04,0.0676
10-Sep-1948,0,3.341,25.5611,9.6278,73.04,0.0676
11-Sep-1948,0,3.305,29.2333,11.6278,73.04,0.0601
12-Sep-1948,0,3.27,30.9389,14.5667,73.04,0.0545
13-Sep-1948,0,3.234,31.0111,14.6611,73.04,0.0413
14-Sep-1948,0,3.197,27.9833,13.9056,73.04,0.0413
15-Sep-1948,0,3.161,29.0667,8.1722,73.04,0.0413
16-Sep-1948,0,3.124,30.9889,9.7222,73.04,0.0394
17-Sep-1948,0,3.087,31.5278,12.45,73.04,0.0413
18-Sep-1948,0.13,3.05,31.3722,16.3333,73.04,0.0413
19-Sep-1948,8.76,3.013,32.9167,19.5167,73.04,0.0357
20-Sep-1948,16.66,2.975,31.1444,19.8667,73.04,0.0357
21-Sep-1948,8.19,2.937,24.3556,17.1111,73.04,0.0601
22-Sep-1948,4.13,2.899,20.4167,11.8944,73.04,0.0676
23-Sep-1948,0,2.861,19.9667,6.1278,73.04,0.0639
24-Sep-1948,0,2.823,20.4111,7.2222,73.04,0.0545
25-Sep-1948,0,2.785,20.4056,7.2833,73.04,0.0451
26-Sep-1948,0,2.746,22.1722,7.3833,73.04,0.0451
27-Sep-1948,0,2.708,24.1556,6.7611,73.04,0.0394
28-Sep-1948,2.68,2.669,23.2056,9.0278,73.04,0.0357
29-Sep-1948,5.27,2.631,21.5611,12.6389,73.04,0.0394
30-Sep-1948,0.2,2.592,20.9556,12.6,73.04,0.0451
01-Oct-1948,0.04,2.553,24.3667,12.9222,36.29,0.0545
02-Oct-1948,0,2.514,19.8278,9.8,36.29,0.0507
03-Oct-1948,0,2.475,17.4611,5.7333,36.29,0.0451
04-Oct-1948,0.01,2.436,18.2056,4.2111,36.29,0.0413
05-Oct-1948,0.03,2.397,19.4889,9.5278,36.29,0.0451
06-Oct-1948,0,2.358,19.0222,7.5611,36.29,0.0451
07-Oct-1948,5.26,2.319,15.9667,8.7222,36.29,0.0451
08-Oct-1948,2.78,2.28,14.4556,6.5111,36.29,0.0451
09-Oct-1948,0.95,2.241,18.9222,7.4722,36.29,0.0507
10-Oct-1948,11.5,2.202,14.4556,6.1944,36.29,0.0507
11-Oct-1948,9.56,2.164,13.6667,4.9889,36.29,0.0732
12-Oct-1948,0,2.125,17.1444,5.0333,36.29,0.0958
13-Oct-1948,0,2.086,20.4389,5.4944,36.29,0.0958
14-Oct-1948,0,2.048,19.0667,1.5444,36.29,0.0732
15-Oct-1948,0,2.009,20.6222,2.9167,36.29,0.0639
16-Oct-1948,28.74,1.971,17.3333,8.9611,36.29,0.0826
17-Oct-1948,0.51,1.932,11.8,0.2944,36.29,0.1258
18-Oct-1948,0,1.894,10.9833,-5.7944,36.29,0.1202
19-Oct-1948,0,1.856,15.8111,-0.5,36.29,0.1014
20-Oct-1948,0.32,1.819,13.6389,-2.4556,36.29,0.092
21-Oct-1948,1.17,1.781,13.1,1.6389,36.29,0.0826
22-Oct-1948,0.37,1.743,17.5278,5.6833,36.29,0.0826
23-Oct-1948,0.21,1.706,14.7778,4.7111,36.29,0.077
24-Oct-1948,0,1.669,14.4611,3.2389,36.29,0.0732
25-Oct-1948,0,1.632,14.6389,0.4778,36.29,0.0732
26-Oct-1948,0.01,1.596,18.1222,0.1389,36.29,0.0676
27-Oct-1948,0,1.559,21.0111,0.1111,36.29,0.0676
28-Oct-1948,0,1.523,22.8556,3.8167,36.29,0.0676
29-Oct-1948,0.07,1.487,23.9278,2.4,36.29,0.0732
30-Oct-1948,2.75,1.451,23.9778,5.2333,36.29,0.0676
31-Oct-1948,2.93,1.416,19.5556,11.8944,36.29,0.0639
01-Nov-1948,0.99,1.381,19.85,12.4722,19.85,0.0639
02-Nov-1948,7.71,1.346,17.1889,9.7111,19.85,0.0676
03-Nov-1948,10.64,1.312,17.2556,12.3556,19.85,0.0864
04-Nov-1948,1.09,1.277,21.1722,12.6111,19.85,0.1202
05-Nov-1948,40.74,1.244,18.2722,13.2611,19.85,0.6067
06-Nov-1948,0.23,1.21,14.4,7.6556,19.85,2.4792
07-Nov-1948,0,1.177,14.6833,1.8444,19.85,1.5251
08-Nov-1948,1.59,1.144,17.1833,1.4611,19.85,0.8283
