datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,0.87,0.14,9.6611,-0.1611,9.41,2.8967
02-Jan-1948,1.73,0.143,1.7833,-3.9333,9.41,7.893
03-Jan-1948,0.33,0.141,0.5833,-2.7833,9.41,8.1076
04-Jan-1948,1.68,0.139,0.4167,-3.1944,9.41,4.6898
05-Jan-1948,4.78,0.138,1.0833,-2.5056,9.41,1.8851
06-Jan-1948,2.28,0.138,1.7556,-5.15,9.41,1.4407
07-Jan-1948,0,0.139,2.8667,-11.8889,9.41,1.1495
08-Jan-1948,0,0.14,9.1556,-3.5222,9.41,0.9196
09-Jan-1948,0,0.141,9.2667,0.3889,9.41,2.4522
10-Jan-1948,0.51,0.144,1.1611,-5.3556,9.41,2.6055
11-Jan-1948,1.26,0.147,2.3389,-7.4167,9.41,1.3794
12-Jan-1948,1.03,0.15,3.4778,-0.9556,9.41,0.9196
13-Jan-1948,0.56,0.155,-0.6111,-9.3833,9.41,0.6897
14-Jan-1948,0.02,0.16,-7.2944,-15.0833,9.41,0.5824
15-Jan-1948,0.09,0.165,0.0056,-16.4889,9.41,0.5058
16-Jan-1948,0.17,0.171,-0.7778,-12.0167,9.41,0.5364
17-Jan-1948,0,0.178,-7.7167,-15.9778,9.41,0.4291
18-Jan-1948,0,0.186,-6.8889,-16.5111,9.41,0.3678
19-Jan-1948,0,0.194,-0.2,-14.6056,9.41,0.3525
20-Jan-1948,0.51,0.203,3.7778,-11.2389,9.41,0.3525
21-Jan-1948,0.09,0.212,1.0389,-6.5389,9.41,0.3525
22-Jan-1948,0.19,0.222,-7.0611,-16.6333,9.41,0.3219
23-Jan-1948,2,0.233,-9.4111,-16.1889,9.41,0.2912
24-Jan-1948,1.63,0.244,-10.1556,-15.5944,9.41,0.2605
25-Jan-1948,0.33,0.256,-6.1389,-13.9278,9.41,0.2452
26-Jan-1948,0.79,0.269,-4.7167,-14.5611,9.41,0.2452
27-Jan-1948,0.54,0.282,-7.3444,-14.7222,9.41,0.2452
28-Jan-1948,0,0.296,-7.1167,-12.5,9.41,0.2345
29-Jan-1948,0,0.31,-4.2111,-16.0444,9.41,0.2207
30-Jan-1948,0.45,0.325,-6.1944,-15.0611,9.41,0.213
31-Jan-1948,0.16,0.341,-6.75,-16.6167,9.41,0.2038
01-Feb-1948,0.02,0.357,-3.8611,-16.5389,9.81,0.1992
02-Feb-1948,2.57,0.374,1.2222,-14.8444,9.81,0.187
03-Feb-1948,5.63,0.391,-1.1278,-11.2667,9.81,0.1916
04-Feb-1948,2.39,0.409,0.3444,-6.3167,9.81,0.1946
05-Feb-1948,0.68,0.428,-4.2111,-10.2389,9.81,0.1992
06-Feb-1948,0,0.447,-1.2889,-15.4111,9.81,0.1946
07-Feb-1948,0,0.466,2.3667,-14.7778,9.81,0.1946
08-Feb-1948,0,0.487,-2.45,-13.0722,9.81,0.1992
09-Feb-1948,0,0.507,-6.5389,-14.4667,9.81,0.187
10-Feb-1948,0.11,0.529,-0.8167,-16.6833,9.81,0.1747
11-Feb-1948,0.89,0.551,2.8722,-6.8833,9.81,0.1717
12-Feb-1948,19.55,0.573,2.85,-2.0056,9.81,0.1717
13-Feb-1948,15.09,0.596,5.8333,-0.7167,9.81,1.1464
14-Feb-1948,5.75,0.619,2.9889,-5.0833,9.81,7.4639
15-Feb-1948,0,0.643,6.3667,-8.1833,9.81,8.3221
16-Feb-1948,0,0.668,12.7389,0.3556,9.81,7.0501
17-Feb-1948,0,0.692,14.4333,-1.1944,9.81,5.8546
18-Feb-1948,0,0.718,17.7833,0.3556,9.81,3.7549
19-Feb-1948,0,0.744,15.5278,2.2722,9.81,1.8851
20-Feb-1948,0.92,0.77,1.3167,-8.0111,9.81,1.4407
21-Feb-1948,0.96,0.797,-3.4111,-8.9556,9.81,0.8874
22-Feb-1948,0.04,0.824,1.8056,-10.8444,9.81,0.587
23-Feb-1948,0.12,0.852,7.1444,-6.6889,9.81,0.5012
24-Feb-1948,1.27,0.88,9.6833,-0.6167,9.81,0.4659
25-Feb-1948,2.9,0.909,8.7944,6.1889,9.81,0.4399
26-Feb-1948,7.03,0.938,9.9111,0.4722,9.81,0.4812
27-Feb-1948,15.64,0.967,11.05,-2.1389,9.81,0.8583
28-Feb-1948,1.9,0.997,12.0389,4.2722,9.81,4.368
29-Feb-1948,1.21,1.027,4.3556,-2.35,9.81,5.6554
01-Mar-1948,1.89,1.058,4.7111,-4.4611,15.9,2.2376
02-Mar-1948,1.82,1.089,11.0667,0.25,15.9,1.5939
03-Mar-1948,0.47,1.121,3.7333,-2.1222,15.9,1.6552
04-Mar-1948,0,1.152,0.3,-6.5444,15.9,1.387
05-Mar-1948,1.93,1.184,2.5333,-10.8222,15.9,0.9012
06-Mar-1948,1.85,1.217,3.3556,-1.8333,15.9,0.7081
