datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,0.01,1.67,8.0889,-2.8611,26.08,-99
02-Jan-1948,0,1.673,14.7278,-4.5056,26.08,-99
03-Jan-1948,0,1.672,20.5222,-2.3,26.08,-99
04-Jan-1948,0,1.672,19.2167,-0.6944,26.08,-99
05-Jan-1948,0,1.673,22.0944,0.0611,26.08,-99
06-Jan-1948,0,1.674,16.5,1.8722,26.08,-99
07-Jan-1948,0,1.676,19.9722,3.25,26.08,-99
08-Jan-1948,0,1.679,23.8833,7.0444,26.08,-99
09-Jan-1948,0.06,1.683,17.2889,9.2556,26.08,-99
10-Jan-1948,0,1.687,13.5944,8.65,26.08,-99
11-Jan-1948,0.01,1.692,15.7056,6.7278,26.08,-99
12-Jan-1948,0,1.698,17.1056,6.7611,26.08,-99
13-Jan-1948,0,1.704,9.15,-1.0611,26.08,-99
14-Jan-1948,0,1.712,13.1444,-5.5,26.08,-99
15-Jan-1948,0,1.72,16.7,-3.3944,26.08,-99
16-Jan-1948,1.6,1.728,5.9833,-0.5611,26.08,-99
17-Jan-1948,0,1.737,4.4333,-7.3556,26.08,-99
18-Jan-1948,0.1,1.748,4.4333,-8.25,26.08,-99
19-Jan-1948,3.48,1.758,1.5556,-5.9,26.08,-99
20-Jan-1948,2.09,1.77,5.8056,-1.7778,26.08,-99
21-Jan-1948,2.77,1.782,16.0056,-3.1889,26.08,-99
22-Jan-1948,0.12,1.795,18.8722,-2.9167,26.08,-99
23-Jan-1948,0.08,1.808,5.8278,-3.5611,26.08,-99
24-Jan-1948,0.01,1.823,3.6056,-7.6333,26.08,-99
25-Jan-1948,0.19,1.838,-0.5389,-5.15,26.08,-99
26-Jan-1948,0.55,1.853,-0.9333,-4.5556,26.08,-99
27-Jan-1948,0.01,1.869,-3.7778,-5.85,26.08,-99
28-Jan-1948,0.33,1.886,-5.6556,-9.6389,26.08,-99
29-Jan-1948,0.52,1.904,0.4,-9.0722,26.08,-99
30-Jan-1948,0.12,1.922,10.7056,-8.2222,26.08,-99
31-Jan-1948,0.82,1.941,10.3722,-5.9833,26.08,-99
01-Feb-1948,1.37,1.961,7.5556,-3.7111,27.62,-99
02-Feb-1948,1.29,1.981,6.9278,1.5389,27.62,-99
03-Feb-1948,1.15,2.002,11.8222,3.5167,27.62,-99
04-Feb-1948,2.14,2.023,17.4722,5.3278,27.62,-99
05-Feb-1948,1.29,2.046,10.2389,4.3,27.62,-99
06-Feb-1948,0.62,2.068,6.5333,2.1111,27.62,-99
07-Feb-1948,0.11,2.092,11.0111,2.1556,27.62,-99
08-Feb-1948,1.21,2.116,2.4056,-2.1833,27.62,-99
09-Feb-1948,0.03,2.14,8.5667,-6.8611,27.62,-99
10-Feb-1948,0.04,2.165,12.2889,-3.9278,27.62,-99
11-Feb-1948,0.12,2.191,11.0278,-1.9278,27.62,-99
12-Feb-1948,0.05,2.217,-1.1889,-7.6667,27.62,-99
13-Feb-1948,0,2.244,11.1667,-5.8889,27.62,-99
14-Feb-1948,0,2.272,15.7444,-4.0389,27.62,-99
15-Feb-1948,0,2.3,17.6889,-3.2167,27.62,-99
16-Feb-1948,0,2.328,25.8056,1.4722,27.62,-99
17-Feb-1948,0,2.357,26.0722,2.3222,27.62,-99
18-Feb-1948,0,2.387,24.9444,6.5722,27.62,-99
19-Feb-1948,0,2.417,26.85,13.6389,27.62,-99
20-Feb-1948,0,2.448,14.6833,3.5611,27.62,-99
21-Feb-1948,1.33,2.479,5.4444,1.7389,27.62,-99
22-Feb-1948,3.21,2.51,9.5389,-0.9722,27.62,-99
23-Feb-1948,2.31,2.543,11.2667,1.6389,27.62,-99
24-Feb-1948,7.32,2.575,18.9167,6.2333,27.62,-99
25-Feb-1948,43.2,2.608,21.1056,12.7833,27.62,-99
26-Feb-1948,5.66,2.642,21.9944,15.9111,27.62,-99
27-Feb-1948,1.63,2.676,22.3833,7.5944,27.62,-99
28-Feb-1948,0.43,2.71,25.3444,6.2778,27.62,-99
29-Feb-1948,1.25,2.745,20.5778,9.9444,27.62,-99
01-Mar-1948,1.98,2.78,24.0056,11.1556,37.81,-99
02-Mar-1948,0,2.816,17.6722,3.8944,37.81,-99
03-Mar-1948,0.24,2.852,15.5056,2.9722,37.81,-99
04-Mar-1948,0.38,2.888,10.5833,3.1111,37.81,-99
05-Mar-1948,0.39,2.925,3.8444,0.9444,37.81,-99
06-Mar-1948,0.08,2.962,13.65,-0.6056,37.81,-99
07-Mar-1948,0,2.999,18.9167,-1.3167,37.81,-99
08-Mar-1948,0.78,3.037,12.5444,2.0722,37.81,-99
09-Mar-1948,0.34,3.075,15.4222,4.3556,37.81,-99
10-Mar-1948,1.54,3.114,10.0111,1.1167,37.81,-99
11-Mar-1948,1.24,3.152,-0.8778,-10.0111,37.81,-99
12-Mar-1948,0.08,3.192,8.9167,-10.2167,37.81,-99
13-Mar-1948,0.01,3.231,16.9,-7.7278,37.81,-99
14-Mar-1948,0.04,3.27,22.5389,-2.8111,37.81,-99
15-Mar-1948,0.6,3.31,22.4556,7.2444,37.81,-99
16-Mar-1948,0,3.35,23.2667,8.0556,37.81,-99
17-Mar-1948,0,3.391,23.0167,7.2111,37.81,-99
18-Mar-1948,0,3.431,23.3667,8.3,37.81,-99
19-Mar-1948,0.05,3.472,25.55,10.9833,37.81,-99
20-Mar-1948,2.41,3.513,25.8056,12.2944,37.81,-99
21-Mar-1948,6.24,3.554,25.1889,16.8667,37.81,-99
22-Mar-1948,0.84,3.596,21.1611,8.7111,37.81,-99
23-Mar-1948,0.07,3.637,28.1722,3.8056,37.81,-99
24-Mar-1948,0.09,3.679,28.4833,6.3111,37.81,-99
25-Mar-1948,0.19,3.72,25.6278,11.8667,37.81,-99
26-Mar-1948,0.17,3.762,25.4667,16.6833,37.81,-99
27-Mar-1948,0.01,3.804,20.3333,6.5611,37.81,-99
28-Mar-1948,0,3.846,19.7333,1.9778,37.81,-99
29-Mar-1948,0,3.889,25.5944,5.1333,37.81,-99
30-Mar-1948,0.04,3.931,29.0278,9.9056,37.81,-99
31-Mar-1948,0.01,3.973,27.9833,14.9333,37.81,-99
01-Apr-1948,2.59,4.016,22.1,4.4889,53.06,-99
02-Apr-1948,0,4.058,22.8556,0.9389,53.06,-99
03-Apr-1948,0,4.101,23.45,3.2889,53.06,-99
04-Apr-1948,0,4.143,25.7722,7.6278,53.06,-99
05-Apr-1948,0,4.186,28.0444,14.5389,53.06,-99
06-Apr-1948,0,4.228,31.1111,16.3056,53.06,-99
07-Apr-1948,0.67,4.27,32.0944,17.3889,53.06,-99
08-Apr-1948,0.35,4.313,33.4611,17.7111,53.06,-99
09-Apr-1948,0,4.355,30.0778,15.9111,53.06,-99
10-Apr-1948,0,4.398,31.75,16.6556,53.06,-99
11-Apr-1948,0.12,4.44,35.0889,17.9722,53.06,-99
12-Apr-1948,14.73,4.482,32.1278,17.9778,53.06,-99
13-Apr-1948,23.69,4.524,22.7944,9,53.06,-99
14-Apr-1948,0.03,4.566,24.3389,5.3056,53.06,-99
15-Apr-1948,0,4.608,27.4444,5.1611,53.06,-99
16-Apr-1948,0,4.649,30.7778,8.1667,53.06,-99
17-Apr-1948,0,4.691,29.3444,10.1556,53.06,-99
18-Apr-1948,0,4.732,28.9,11.5333,53.06,-99
19-Apr-1948,0,4.773,28.7611,13.6778,53.06,-99
20-Apr-1948,0.49,4.814,28.4056,15.4111,53.06,-99
21-Apr-1948,2.85,4.855,28.6556,15.4444,53.06,-99
22-Apr-1948,13.03,4.896,27.2667,14.3167,53.06,-99
23-Apr-1948,1.67,4.936,28.3611,15.8333,53.06,-99
24-Apr-1948,12.64,4.976,27.7833,16.85,53.06,-99
25-Apr-1948,21.54,5.016,27.2556,11.0333,53.06,-99
26-Apr-1948,0,5.056,31.4833,9.8111,53.06,-99
27-Apr-1948,0,5.095,32.2944,12.2222,53.06,-99
28-Apr-1948,0,5.134,32.1056,11.6889,53.06,-99
29-Apr-1948,0,5.173,32.1722,14.3333,53.06,-99
30-Apr-1948,0,5.212,31.1667,15.05,53.06,-99
01-May-1948,0.12,5.25,34.6056,17.7333,53.97,-99
02-May-1948,0.04,5.288,31.7333,17.35,53.97,-99
03-May-1948,0,5.325,29.8944,18.6889,53.97,-99
04-May-1948,0.41,5.362,28.9778,13.6667,53.97,-99
05-May-1948,0.08,5.399,31.0611,15.4167,53.97,-99
06-May-1948,0.06,5.436,27.0722,15.2722,53.97,-99
07-May-1948,0,5.472,27.9389,7.9722,53.97,-99
08-May-1948,0,5.507,29.3333,12.2278,53.97,-99
09-May-1948,3.72,5.543,30.4611,18.2,53.97,-99
10-May-1948,19.44,5.577,30.9556,20.7056,53.97,-99
11-May-1948,23.86,5.612,21.4333,16.3333,53.97,-99
12-May-1948,0.22,5.646,22.1278,13.5667,53.97,-99
13-May-1948,0,5.68,26.9611,15.1056,53.97,-99
14-May-1948,0.02,5.713,29.2444,16.0556,53.97,-99
15-May-1948,0.01,5.745,31.2889,17.6333,53.97,-99
16-May-1948,0,5.777,32.6778,18.7722,53.97,-99
17-May-1948,0.03,5.809,31.4556,18.6556,53.97,-99
18-May-1948,0.19,5.84,31.7556,17.8167,53.97,-99
19-May-1948,0.66,5.871,29.2,16.6944,53.97,-99
20-May-1948,0,5.901,30.1833,13.2333,53.97,-99
21-May-1948,0,5.931,32.9333,14.4389,53.97,-99
22-May-1948,0.04,5.96,33.1167,16.8278,53.97,-99
23-May-1948,0.07,5.989,33.2833,17.3667,53.97,-99
24-May-1948,0.56,6.017,30.6222,18.7944,53.97,-99
25-May-1948,12.07,6.044,29.3444,17.3167,53.97,-99
26-May-1948,13.23,6.071,26.0278,16.8444,53.97,-99
27-May-1948,0.03,6.098,24.7778,15.3556,53.97,-99
28-May-1948,0.01,6.124,29.2278,15.9111,53.97,-99
29-May-1948,0,6.149,31.9333,17.5444,53.97,-99
30-May-1948,0.06,6.174,32.1611,19.4833,53.97,-99
31-May-1948,0.26,6.198,32.6389,19.1778,53.97,-99
01-Jun-1948,0.03,6.221,30.4611,17.2611,51.55,-99
02-Jun-1948,0,6.244,30.4667,13.3444,51.55,-99
03-Jun-1948,0,6.266,32.1056,14.0833,51.55,-99
04-Jun-1948,0,6.288,35.8944,16.1944,51.55,-99
05-Jun-1948,0.05,6.309,39.5,19.6111,51.55,-99
