datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,3.11,0,2.7222,-10.8278,12.75,0.232
02-Jan-1948,1.55,0,4.2056,-1.3944,12.75,0.2362
03-Jan-1948,3.2,0,2.1222,-5.5667,12.75,0.2449
04-Jan-1948,1.38,0,3.0444,-4.8,12.75,0.2627
05-Jan-1948,8.71,0,0.6778,-8.3667,12.75,0.2714
06-Jan-1948,27.05,0,6.4556,-5.0278,12.75,0.2896
07-Jan-1948,13.98,0,4.5389,0.0222,12.75,0.3708
08-Jan-1948,0.68,0,3.1944,-2.9111,12.75,0.3957
09-Jan-1948,0.54,0,1.25,-8.4667,12.75,0.4764
10-Jan-1948,4.62,0,-0.4056,-11.2389,12.75,0.3807
11-Jan-1948,2.05,0,-0.2889,-7.45,12.75,0.2362
12-Jan-1948,2.92,0,-2.7833,-14.5389,12.75,0.2279
13-Jan-1948,0,0,-2.1333,-14.0444,12.75,0.2279
14-Jan-1948,0,0,1.5333,-12.3444,12.75,0.2382
15-Jan-1948,1.34,0,0.5,-12.2944,12.75,0.2589
16-Jan-1948,1.51,0,-3.1778,-15.7556,12.75,0.2693
17-Jan-1948,2.88,0,-2.7056,-12.85,12.75,0.2693
18-Jan-1948,2.46,0,-2.15,-14.2278,12.75,0.2693
19-Jan-1948,0,0,2.3389,-11.9,12.75,0.2797
20-Jan-1948,0,0,2.3,-8.7333,12.75,0.29
21-Jan-1948,0.61,0,4.8889,-2.3389,12.75,0.3107
22-Jan-1948,2.3,0,4.5667,0.5833,12.75,0.3248
23-Jan-1948,2.37,0,4.0167,-1.0389,12.75,0.3294
24-Jan-1948,14.08,0,1.1667,-5.7056,12.75,0.3294
25-Jan-1948,0.42,0,-4.4722,-12.9389,12.75,0.2896
26-Jan-1948,0,0,-10.2722,-12.0611,12.75,0.2362
27-Jan-1948,0,0,-6.9944,-12.2444,12.75,0.2072
28-Jan-1948,0,0,-2.4167,-13.6944,12.75,0.2196
29-Jan-1948,0,0,-2.1222,-14.3389,12.75,0.2362
30-Jan-1948,4.88,0,1.6056,-12.7722,12.75,0.2486
31-Jan-1948,4.87,0,0.5333,-11.8167,12.75,0.2569
01-Feb-1948,2.3,0,-4.5722,-11.6889,1.07,0.2569
02-Feb-1948,0,0,-7.6944,-14.6833,1.07,0.2486
03-Feb-1948,0.12,0,-7.0667,-13.55,1.07,0.2403
04-Feb-1948,3.06,0,-8.6889,-15.6444,1.07,0.2237
05-Feb-1948,0,0,-12.7556,-15.5944,1.07,0.2072
06-Feb-1948,0,0,-10.6722,-12.15,1.07,0.1968
07-Feb-1948,0,0,-6.1889,-15.0944,1.07,0.2072
08-Feb-1948,0.31,0,1.2444,-14.55,1.07,0.2175
09-Feb-1948,0.43,0.007,-3.5278,-11.5167,1.07,0.2279
10-Feb-1948,2.76,0.027,-9.9556,-14.3,1.07,0.2237
11-Feb-1948,0.67,0.048,-8.9556,-11.1611,1.07,0.2175
12-Feb-1948,0,0.07,-4.3278,-13.1833,1.07,0.2072
13-Feb-1948,0.67,0.092,1.3778,-8.8167,1.07,0.2175
14-Feb-1948,5.69,0.115,5.8833,-4.7556,1.07,0.2382
15-Feb-1948,9.07,0.138,4.4167,-2.3111,1.07,0.2536
16-Feb-1948,1.17,0.162,3.2889,-3.9333,1.07,0.2805
17-Feb-1948,2.8,0.186,10.2111,0.0667,1.07,0.2987
18-Feb-1948,2.91,0.211,7,-4.6333,1.07,0.3414
19-Feb-1948,1.4,0.237,-1.5778,-9.2833,1.07,0.3223
20-Feb-1948,0.97,0.263,0.0333,-9.3333,1.07,0.3082
21-Feb-1948,4.59,0.289,5.15,-6.6556,1.07,0.2942
22-Feb-1948,11.85,0.316,4.0278,-1.8611,1.07,0.2987
23-Feb-1948,2.55,0.344,1.4611,-5.0667,1.07,0.2942
24-Feb-1948,0.51,0.372,2.2778,-6.0778,1.07,0.2917
25-Feb-1948,13.76,0.401,6.2889,-1.6556,1.07,0.3033
26-Feb-1948,3.22,0.43,6.2167,-2.0667,1.07,0.3223
27-Feb-1948,0.47,0.46,0.6556,-7.3667,1.07,0.3368
28-Feb-1948,0.07,0.49,0.6333,-8.2833,1.07,0.3609
29-Feb-1948,0.14,0.52,0.15,-8.7389,1.07,0.3683
01-Mar-1948,4.92,0.551,2.4222,-7.8722,17.79,0.3609
02-Mar-1948,4.77,0.583,-1.2833,-9.6444,17.79,0.2987
03-Mar-1948,0.6,0.615,-5.9722,-14.9778,17.79,0.2494
04-Mar-1948,0,0.647,-2.7556,-13.7167,17.79,0.232
05-Mar-1948,0,0.68,0,-14.1889,17.79,0.2258
06-Mar-1948,1.32,0.713,1.4722,-13.15,17.79,0.2279
07-Mar-1948,3.16,0.747,1.1833,-6.9111,17.79,0.232
08-Mar-1948,2.2,0.781,-4.7722,-12.2056,17.79,0.2237
09-Mar-1948,0.49,0.815,-11.2944,-15.4167,17.79,0.1989
10-Mar-1948,0,0.85,-9.7833,-10.0944,17.79,0.1719
11-Mar-1948,0,0.885,-2.0444,-13.8778,17.79,0.174
12-Mar-1948,0,0.921,5.1111,-13.1833,17.79,0.1831
13-Mar-1948,0.54,0.956,7.3778,-8.1889,17.79,0.1947
14-Mar-1948,1.33,0.993,2.9556,-6.3111,17.79,0.2113
15-Mar-1948,0.4,1.029,3.4111,-7.3389,17.79,0.2279
16-Mar-1948,0.63,1.066,3.5278,-9.6833,17.79,0.2362
17-Mar-1948,0.6,1.103,4.9944,-7.4944,17.79,0.2362
18-Mar-1948,0.07,1.14,3.6722,-5.4611,17.79,0.2407
19-Mar-1948,0.09,1.178,1.5111,-7.4667,17.79,0.2428
20-Mar-1948,0,1.216,0.6222,-9.3167,17.79,0.2362
21-Mar-1948,0.38,1.254,5.8833,-5.7889,17.79,0.2279
22-Mar-1948,2.47,1.292,6.7944,-1.3556,17.79,0.2407
23-Mar-1948,8.52,1.331,1.3611,-4.1722,17.79,0.2602
24-Mar-1948,4.72,1.37,1.5778,-5.4056,17.79,0.2668
25-Mar-1948,2.36,1.409,-1.0722,-6.5056,17.79,0.2805
26-Mar-1948,0.75,1.448,3.9444,-6.7333,17.79,0.2987
27-Mar-1948,0,1.488,8.25,-7.95,17.79,0.3178
28-Mar-1948,1.93,1.527,10.7833,-3,17.79,0.3807
29-Mar-1948,4.75,1.567,8.8,-2.6833,17.79,0.4889
