datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,19.4,0,0.9833,-4.15,25.71,1.0981
02-Jan-1948,9.24,0,3.9222,0.15,25.71,1.3962
03-Jan-1948,6.52,0,4.1556,-1.05,25.71,1.6158
04-Jan-1948,5.41,0,4.15,-1.4833,25.71,1.5374
05-Jan-1948,27.35,0,2.9167,-4.9889,25.71,1.3962
06-Jan-1948,44.17,0,2.8167,-1.6333,25.71,2.1178
07-Jan-1948,14.09,0,4.1611,0.5444,25.71,5.6162
08-Jan-1948,1.44,0,4.6111,-0.5444,25.71,6.7849
09-Jan-1948,2.82,0,2.75,-5.2167,25.71,5.2162
10-Jan-1948,3.26,0,1.0556,-7.65,25.71,4.071
11-Jan-1948,2.47,0,1.25,-3.9667,25.71,3.3807
12-Jan-1948,0,0,-0.8,-13.2611,25.71,2.7689
13-Jan-1948,0,0,-1.4056,-13.3111,25.71,2.259
14-Jan-1948,0,0,-0.3111,-12.65,25.71,2.0629
15-Jan-1948,0,0,-1.1778,-12.7667,25.71,1.9061
16-Jan-1948,0,0,-2.4889,-12.4056,25.71,1.7256
17-Jan-1948,0,0,-2.4556,-10.0389,25.71,1.6786
18-Jan-1948,0,0,-2.2611,-11.2889,25.71,1.6158
19-Jan-1948,0,0,0.1667,-8.1444,25.71,1.5296
20-Jan-1948,0,0,-0.0611,-7.8611,25.71,1.4276
21-Jan-1948,3.18,0,2.1222,-5.7389,25.71,1.3648
22-Jan-1948,6.28,0,4.5111,-1.4444,25.71,1.3727
23-Jan-1948,1.99,0,3.8111,0.2722,25.71,1.3256
24-Jan-1948,0,0,4.1,-3.0278,25.71,1.255
25-Jan-1948,0,0,0.8333,-7.8222,25.71,1.1138
26-Jan-1948,0,0,-1.5389,-13.9778,25.71,0.8628
27-Jan-1948,0,0,-0.7722,-14.0889,25.71,0.7514
28-Jan-1948,0,0,0.5333,-13.6722,25.71,0.7452
29-Jan-1948,1.75,0,0.15,-12.5556,25.71,0.7452
30-Jan-1948,1.02,0,0.2056,-9.0833,25.71,0.902
31-Jan-1948,0.1,0,0.4333,-12.0333,25.71,0.9256
01-Feb-1948,0.04,0,1.3889,-7,32.3,0.902
02-Feb-1948,0,0,0.6611,-10.7222,32.3,0.7452
03-Feb-1948,0,0,-2.2222,-15.2778,32.3,0.6746
04-Feb-1948,0,0,-2.4778,-9.6222,32.3,0.7373
05-Feb-1948,0,0,-4.8389,-12.3722,32.3,0.8001
06-Feb-1948,0,0,-3.7556,-14.9278,32.3,0.6903
07-Feb-1948,8.7,0,-1.6278,-15.0667,32.3,0.6667
08-Feb-1948,8.21,0.002,2.1667,-7.3778,32.3,0.7656
09-Feb-1948,5.08,0.022,1.3333,-4.2667,32.3,0.731
10-Feb-1948,0.4,0.043,-0.6944,-12.4722,32.3,0.6808
11-Feb-1948,0,0.065,-2.6611,-15.4444,32.3,0.5883
12-Feb-1948,0.04,0.087,-2.7056,-15.8444,32.3,0.5961
13-Feb-1948,1.25,0.11,2.0444,-7.5944,32.3,0.6306
14-Feb-1948,19.2,0.133,4.9278,-4.2278,32.3,0.6432
15-Feb-1948,9.28,0.157,4.3722,-2.6611,32.3,0.8079
16-Feb-1948,6.55,0.181,5.2722,-0.35,32.3,0.7797
17-Feb-1948,7.5,0.206,12.3,-0.5556,32.3,0.9805
18-Feb-1948,2.38,0.232,9.3111,1.6222,32.3,1.3491
19-Feb-1948,0,0.258,2.2778,-7.3667,32.3,1.5688
20-Feb-1948,4.38,0.285,1.0667,-6.2389,32.3,1.459
21-Feb-1948,19.36,0.312,3.4667,-2.9556,32.3,1.3413
22-Feb-1948,12.88,0.339,3.8444,-0.55,32.3,1.7649
23-Feb-1948,2.87,0.368,4.2111,-0.8889,32.3,2.1257
24-Feb-1948,4.8,0.396,3.6889,-4.3944,32.3,1.9374
25-Feb-1948,28.81,0.425,3.6167,-1.0778,32.3,1.8433
26-Feb-1948,7.85,0.455,6.0222,-0.3611,32.3,2.9807
27-Feb-1948,2.01,0.485,2.8222,-2.2944,32.3,3.6945
28-Feb-1948,0.75,0.516,5.3444,-7.3667,32.3,3.1375
29-Feb-1948,0.73,0.547,3.15,-5.3278,32.3,2.5179
01-Mar-1948,7.4,0.579,3.1389,-1.7722,41.23,2.1806
02-Mar-1948,3.77,0.611,1.9667,-1.9444,41.23,1.9845
03-Mar-1948,0.94,0.643,2.7278,-6.2556,41.23,1.7413
04-Mar-1948,0,0.676,3.7556,-12.7278,41.23,1.5217
05-Mar-1948,0,0.709,7.2667,-10.2556,41.23,1.4197
06-Mar-1948,3.05,0.743,5.4667,-7.2389,41.23,1.357
07-Mar-1948,4.36,0.777,3.15,-1.6111,41.23,1.3335
08-Mar-1948,2.76,0.811,3.3333,-2.4778,41.23,1.2864
09-Mar-1948,0,0.846,-1.6444,-9.4944,41.23,1.2001
10-Mar-1948,0,0.881,-0.1278,-15.7,41.23,1.0275
11-Mar-1948,0,0.917,4.8278,-13.4944,41.23,0.9962
12-Mar-1948,0,0.953,10.5222,-8.7556,41.23,1.0746
13-Mar-1948,0,0.989,7.1556,-4.0611,41.23,1.0511
14-Mar-1948,0,1.026,7.0278,-4.45,41.23,0.9962
15-Mar-1948,0.38,1.062,5.8167,-5.7056,41.23,0.9648
16-Mar-1948,1.34,1.1,7.8944,-4.1944,41.23,0.9334
17-Mar-1948,16.21,1.137,5.4667,-1.0167,41.23,0.9413
18-Mar-1948,3.36,1.175,4.5444,-1.0167,41.23,1.0354
19-Mar-1948,1.32,1.213,3.1667,-2.95,41.23,0.9883
20-Mar-1948,3.51,1.251,3.5556,-4.0222,41.23,0.9256
21-Mar-1948,19.46,1.289,4.8111,-1.2778,41.23,0.9099
22-Mar-1948,11.49,1.328,4.4778,-0.6444,41.23,1.8276
23-Mar-1948,1.8,1.367,4.9778,-3.7778,41.23,2.3061
24-Mar-1948,4.47,1.406,6.7611,-0.3889,41.23,2.0237
25-Mar-1948,4,1.446,5.2667,-0.35,41.23,1.9531
26-Mar-1948,0.75,1.485,8.1,-1.6278,41.23,1.859
27-Mar-1948,0,1.525,13.6222,-4.3889,41.23,1.7649
28-Mar-1948,3.36,1.565,15.6611,-1.5611,41.23,1.9296
29-Mar-1948,2.92,1.605,12.5778,-1.9,41.23,2.6355
30-Mar-1948,3.02,1.645,8.3278,-3.3889,41.23,3.0513
31-Mar-1948,1.5,1.685,7.8778,-2.2278,41.23,2.8865
01-Apr-1948,12.26,1.726,9.2444,-0.7667,58.51,2.6826
02-Apr-1948,11.38,1.766,5.9778,0.6556,58.51,2.965
03-Apr-1948,5.81,1.807,4.8278,-0.1,58.51,4.3847
04-Apr-1948,2.31,1.847,6.7111,-3.8056,58.51,4.5573
05-Apr-1948,5.59,1.888,5,-1.5,58.51,4.0161
06-Apr-1948,8.84,1.929,3.8111,-0.5611,58.51,3.4984
07-Apr-1948,1.88,1.97,5.6389,-2.1222,58.51,3.0591
08-Apr-1948,3.31,2.011,9.3722,-4.4278,58.51,2.7297
09-Apr-1948,5.63,2.052,7.0444,1.0278,58.51,2.6355
10-Apr-1948,8.91,2.093,5.7611,-0.4667,58.51,2.6512
11-Apr-1948,6.43,2.134,2.8111,0.2444,58.51,2.6198
12-Apr-1948,3.64,2.175,3.2111,-2.5111,58.51,2.463
13-Apr-1948,0.46,2.215,8.7833,-0.4389,58.51,2.2904
14-Apr-1948,4.68,2.256,10.5778,-2.8333,58.51,2.1806
