datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,1.76,0.07,-2.4556,-5.6111,3.08,0.3254
02-Jan-1948,2.06,0.073,-2.0833,-5.1444,3.08,0.3254
03-Jan-1948,2.06,0.071,-0.4667,-4.2667,3.08,0.3069
04-Jan-1948,2.94,0.071,0.2333,-2.0444,3.08,0.2885
05-Jan-1948,0,0.071,0.2333,-3.9444,3.08,0.2885
06-Jan-1948,0,0.071,-0.2333,-9.2667,3.08,0.2977
07-Jan-1948,0,0.073,-0.7889,-9.7278,3.08,0.2977
08-Jan-1948,0,0.074,2.9611,-4.2667,3.08,0.2977
09-Jan-1948,0,0.077,2.6389,-6.1222,3.08,0.2977
10-Jan-1948,0.29,0.08,-3.8889,-13.8111,3.08,0.3254
11-Jan-1948,0.29,0.084,-0.3222,-12.2333,3.08,0.3254
12-Jan-1948,0,0.088,2.8667,-5.9333,3.08,0.3069
13-Jan-1948,0,0.093,-5.2333,-13.0611,3.08,0.2885
14-Jan-1948,0.29,0.098,-11.6667,-17.5056,3.08,0.2308
15-Jan-1948,2.06,0.104,-1.4333,-17.2778,3.08,0.2077
16-Jan-1948,0,0.111,-2.0833,-13.1556,3.08,0.2077
17-Jan-1948,0,0.119,-11.3444,-16.35,3.08,0.2077
18-Jan-1948,0.59,0.126,-11.9,-12.3667,3.08,0.2077
19-Jan-1948,0.29,0.135,-4.2111,-17.0444,3.08,0.1731
20-Jan-1948,0.88,0.144,1.1111,-15.0556,3.08,0.1615
21-Jan-1948,1.18,0.154,0,-11.95,3.08,0.1615
22-Jan-1948,0,0.164,-9.9111,-16.2556,3.08,0.15
23-Jan-1948,0.59,0.175,-13.9778,-11.2556,3.08,0.15
24-Jan-1948,0.88,0.187,-10.0889,-13.4778,3.08,0.15
25-Jan-1948,0,0.199,-6.3444,-17.9222,3.08,0.1385
26-Jan-1948,0,0.211,-5.7889,-15.0556,3.08,0.1385
27-Jan-1948,0,0.224,-10,-15.7,3.08,0.1385
28-Jan-1948,0,0.238,-6.4333,-17.6,3.08,0.1269
29-Jan-1948,0,0.253,-4.6278,-14.6389,3.08,0.1269
30-Jan-1948,0,0.267,-9.7667,-17.9222,3.08,0.1269
31-Jan-1948,0,0.283,-9.0722,-17.9222,3.08,0.1154
01-Feb-1948,0,0.299,-8.0111,-16.4611,1,0.1154
02-Feb-1948,0.53,0.316,-1.25,-11.8333,1,0.1154
03-Feb-1948,2.91,0.333,-6.9,-14.7,1,0.1154
04-Feb-1948,1.32,0.35,-6.1111,-15.8111,1,0.1154
05-Feb-1948,0,0.368,-5.5556,-17.5722,1,0.1154
06-Feb-1948,0.79,0.387,-3.8,-17.7111,1,0.1154
07-Feb-1948,0,0.406,-1.5778,-12.2056,1,0.1269
08-Feb-1948,0,0.426,-6.7167,-16.2778,1,0.1269
09-Feb-1948,0,0.446,-8.5167,-14.2389,1,0.1154
10-Feb-1948,2.12,0.467,-6.5278,-12.5722,1,0.1039
11-Feb-1948,0,0.488,-3.8,-13.5,1,0.1039
12-Feb-1948,9.79,0.51,-1.8056,-11.3278,1,0.1154
13-Feb-1948,1.85,0.532,-0.7889,-7.4389,1,0.1154
14-Feb-1948,2.91,0.555,-1.3444,-14.3333,1,0.1154
15-Feb-1948,0,0.578,-0.5556,-14.6611,1,0.1154
16-Feb-1948,0,0.602,7.3111,-3.6889,1,0.1154
17-Feb-1948,0,0.626,6.6167,-1.5111,1,0.1154
18-Feb-1948,0,0.651,5.9722,-2.3889,1,0.1269
19-Feb-1948,0,0.676,9.0722,-11.0444,1,0.1731
20-Feb-1948,0,0.701,-7.6889,-13.5889,1,0.2192
21-Feb-1948,0,0.727,-6.7556,-14.7,1,0.3
22-Feb-1948,0,0.753,-3.3333,-13.6833,1,0.3923
23-Feb-1948,0,0.78,3.1,-11.1389,1,0.5308
24-Feb-1948,0.53,0.807,9.0722,-1.9222,1,0.8077
25-Feb-1948,0,0.835,6.0222,0.8556,1,0.9231
26-Feb-1948,18.26,0.862,7.3111,-1.0444,1,1.1539
27-Feb-1948,6.09,0.891,3.2444,-2.4778,1,2.3078
28-Feb-1948,-99,0.919,5.5556,-0.9056,1,2.7694
29-Feb-1948,-99,0.948,-72.7778,-72.7778,1,3.2309
01-Mar-1948,11.81,0.978,-1.2833,-12.45,14.67,3.4617
02-Mar-1948,12.58,1.007,-3.2222,-5.9167,14.67,3.2309
