datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,33.21,0.09,6.0667,1.5056,62.86,2.8762
02-Jan-1948,3.82,0.088,7.2056,1.7056,62.86,15.3536
03-Jan-1948,29.35,0.084,3.3,-1.2111,62.86,9.5378
04-Jan-1948,22.21,0.08,4.8722,1.1333,62.86,13.1753
05-Jan-1948,72.08,0.076,6.4333,1.0111,62.86,9.0091
06-Jan-1948,63.09,0.074,10.7167,6.2,62.86,35.106
07-Jan-1948,7.8,0.072,10.2611,4.5444,62.86,37.2208
08-Jan-1948,0.06,0.07,6.1667,-0.1889,62.86,17.1512
09-Jan-1948,2.36,0.069,7.2722,-3.05,62.86,9.7705
10-Jan-1948,1.03,0.069,3.6333,-3.2333,62.86,7.0424
11-Jan-1948,0.3,0.07,5.8444,-0.9389,62.86,5.4562
12-Jan-1948,0,0.071,6.8944,-3.6889,62.86,4.3142
13-Jan-1948,0,0.073,11.3,-2.7889,62.86,3.5952
14-Jan-1948,0,0.075,9.7611,-2.5833,62.86,3.1088
15-Jan-1948,0,0.078,9.5556,-2.55,62.86,2.7281
16-Jan-1948,0,0.082,9.0278,-2.7833,62.86,2.4532
17-Jan-1948,0,0.086,9.3111,-2.1611,62.86,2.2417
18-Jan-1948,0,0.091,8.8111,-2.1056,62.86,2.0768
19-Jan-1948,0,0.096,10.8667,-3.6167,62.86,1.8737
20-Jan-1948,0,0.102,9.7611,-2.9333,62.86,1.6749
21-Jan-1948,0,0.109,11.45,-1.0889,62.86,1.5354
22-Jan-1948,0,0.117,10.6056,-0.6278,62.86,1.4592
23-Jan-1948,0,0.125,10.3667,-0.7611,62.86,1.3852
24-Jan-1948,0,0.133,8.3056,-1.4722,62.86,1.3218
25-Jan-1948,0,0.143,8.6556,-3.3611,62.86,1.2583
26-Jan-1948,0,0.152,7.5833,-3.1111,62.86,1.1632
27-Jan-1948,0,0.163,9.7667,-6.7056,62.86,1.0997
28-Jan-1948,0,0.174,10.5,-5.1778,62.86,1.049
29-Jan-1948,0.4,0.186,4.7278,-5.3722,62.86,1.0024
30-Jan-1948,0.44,0.198,7.3167,-2.5722,62.86,0.9728
31-Jan-1948,3.05,0.211,4.9944,-4.4278,62.86,0.9263
01-Feb-1948,1.93,0.224,3.2111,-3.3889,62.31,0.9348
02-Feb-1948,0,0.238,2.9944,-6.6778,62.31,0.8713
03-Feb-1948,4.77,0.253,4.4278,-10.2833,62.31,0.829
04-Feb-1948,3.03,0.268,2,-4.9056,62.31,0.8375
05-Feb-1948,0.19,0.284,2.7833,-6.4778,62.31,0.8121
06-Feb-1948,0,0.301,5.1889,-9.6,62.31,0.7529
