datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,0.54,0.01,-0.7611,-5.3389,1.06,0.2781
02-Jan-1948,0.16,0.009,-2.7444,-8.3778,1.06,0.271
03-Jan-1948,0.06,0.008,-0.3222,-10.7611,1.06,0.2781
04-Jan-1948,0.01,0.007,0.5722,-6.1333,1.06,0.2853
05-Jan-1948,0,0.007,1.4944,-9.8667,1.06,0.3138
06-Jan-1948,0,0.009,0.2722,-9.4778,1.06,0.3067
07-Jan-1948,0,0.01,2.7222,-12.9111,1.06,0.2853
08-Jan-1948,0,0.013,4.1167,-6.1611,1.06,0.2924
09-Jan-1948,0,0.017,2.4889,-2.0389,1.06,0.2995
10-Jan-1948,0.27,0.021,-1.2222,-5.7222,1.06,0.2995
11-Jan-1948,0.2,0.026,1.9778,-4.8833,1.06,0.2995
12-Jan-1948,0.01,0.031,1.9667,-5.5333,1.06,0.2924
13-Jan-1948,0.09,0.038,-5.6056,-15.3889,1.06,0.2568
14-Jan-1948,0.81,0.045,-11.9,-14.4722,1.06,0.2211
15-Jan-1948,0.26,0.053,1.25,-14.9944,1.06,0.2282
16-Jan-1948,0,0.062,-9.8611,-13.7389,1.06,0.1997
17-Jan-1948,0,0.072,-16.4444,-9.0444,1.06,0.1854
18-Jan-1948,0.52,0.082,-8.7889,-10.1222,1.06,0.1926
19-Jan-1948,1.78,0.093,-5.85,-16.2944,1.06,0.1997
20-Jan-1948,0.1,0.105,1.8389,-16.4278,1.06,0.1997
21-Jan-1948,0.03,0.117,-1.1111,-15.1778,1.06,0.1997
22-Jan-1948,0,0.131,-10.6722,-14.8056,1.06,0.1997
23-Jan-1948,0,0.145,-12.0889,-12.6111,1.06,0.1926
24-Jan-1948,0,0.159,-9.1222,-11.4722,1.06,0.1854
25-Jan-1948,0.03,0.175,-5.7444,-15.7778,1.06,0.1783
26-Jan-1948,0.11,0.191,-7.8278,-16.5722,1.06,0.1783
27-Jan-1948,0,0.208,-15.15,-12.3056,1.06,0.1712
28-Jan-1948,0,0.226,-8.6556,-11.45,1.06,0.1712
29-Jan-1948,0,0.244,-2.8889,-15.9889,1.06,0.1926
30-Jan-1948,0,0.263,-5.2722,-15.0444,1.06,0.1997
31-Jan-1948,0,0.283,-3.5222,-14.5611,1.06,0.2068
01-Feb-1948,0,0.303,-0.9,-16.3056,1,0.214
02-Feb-1948,0.82,0.324,-3.75,-11.7944,1,0.2282
03-Feb-1948,1.94,0.346,-10.5722,-16.0222,1,0.2354
04-Feb-1948,0.59,0.368,-5.6778,-15.1333,1,0.2425
05-Feb-1948,0,0.392,-4.4778,-13.8611,1,0.2425
06-Feb-1948,0.42,0.415,-5.6778,-15.3278,1,0.2425
07-Feb-1948,0.24,0.44,-3.6,-11.0556,1,0.2568
08-Feb-1948,0,0.465,-8.3056,-12.1278,1,0.2354
09-Feb-1948,0.05,0.491,-10.6778,-10.5444,1,0.2425
10-Feb-1948,0.71,0.517,-4.1889,-14.6111,1,0.2425
11-Feb-1948,0.61,0.544,-3.3556,-8.3556,1,0.271
12-Feb-1948,0.85,0.572,-5.6611,-15.4889,1,0.2568
13-Feb-1948,0.43,0.6,-3.5778,-12.2444,1,0.2639
14-Feb-1948,0,0.629,-3.3556,-12.0167,1,0.271
15-Feb-1948,0,0.658,3.6556,-16.0278,1,0.2639
16-Feb-1948,0,0.688,7.7,0.6944,1,0.2995
17-Feb-1948,0,0.718,11.0889,-3.7944,1,0.5078
18-Feb-1948,0,0.75,9.3611,-2.8167,1,1.1839
19-Feb-1948,0,0.781,7.6722,-10.5389,1,1.6546
20-Feb-1948,0,0.813,-7.2333,-15.8167,1,1.5548
21-Feb-1948,0,0.846,-3.2278,-14.9833,1,1.4977
22-Feb-1948,2.65,0.879,-1.5722,-14.65,1,1.4264
23-Feb-1948,2.02,0.913,4.8889,-8.0056,1,1.4977
24-Feb-1948,1.09,0.947,4.2278,1.7333,1,1.619
25-Feb-1948,0.03,0.982,4.1389,-0.2778,1,1.4692
26-Feb-1948,28.25,1.018,9.5167,-2.6222,1,1.3551
27-Feb-1948,18.86,1.053,6.1,-1.1167,1,1.6475
28-Feb-1948,1.64,1.089,5.5556,-1.7722,1,5.242
29-Feb-1948,2.26,1.126,-0.9778,-4.3611,1,5.6628
01-Mar-1948,11.41,1.163,-0.5611,-5.4722,19.99,7.8452
02-Mar-1948,2.75,1.201,-2.3833,-6.4889,19.99,7.8452
03-Mar-1948,0,1.239,-2.2444,-8.8056,19.99,6.0052
04-Mar-1948,0,1.277,-3.2944,-13.5778,19.99,4.2222
05-Mar-1948,1.27,1.316,-0.9444,-14.2611,19.99,2.7387
06-Mar-1948,6.29,1.355,1.2056,-8.1889,19.99,1.5976
07-Mar-1948,0.28,1.395,0.8444,-8.5278,19.99,1.7117
08-Mar-1948,0,1.434,-0.5389,-8.7556,19.99,1.2838
09-Mar-1948,0,1.475,-4.6722,-15.4167,19.99,0.9272
10-Mar-1948,0,1.515,-10.1111,-16,19.99,0.7845
11-Mar-1948,0,1.556,-9.9167,-14.7722,19.99,0.5991
12-Mar-1948,0,1.597,-3.6556,-14.5778,19.99,0.4992
13-Mar-1948,0,1.639,2.2444,-15.2389,19.99,0.5706
14-Mar-1948,0.14,1.681,6.6667,-3.8667,19.99,0.7046
15-Mar-1948,0.2,1.723,8.6333,2.1722,19.99,1.7901
16-Mar-1948,0.62,1.765,9.2833,1.2778,19.99,3.2593
17-Mar-1948,0.04,1.808,8.9111,-1.6778,19.99,4.1865
18-Mar-1948,24.74,1.851,14.0389,-0.5222,19.99,3.9297
19-Mar-1948,6.21,1.894,12.6111,5.3722,19.99,5.4845
20-Mar-1948,4.06,1.937,18.7556,-1.05,19.99,7.132
21-Mar-1948,2.54,1.981,17.0389,6.8278,19.99,5.349
22-Mar-1948,0,2.024,12.3722,-1.9333,19.99,4.1865
23-Mar-1948,0,2.068,15.8611,-2.0722,19.99,3.1024
24-Mar-1948,0,2.112,17.7889,-1.2389,19.99,1.7259
25-Mar-1948,2.91,2.156,20.3222,0.1167,19.99,1.0056
26-Mar-1948,10.28,2.201,21.2944,8.8167,19.99,0.92
27-Mar-1948,6.22,2.245,12.4778,-4.1333,19.99,1.1411
28-Mar-1948,0.26,2.29,7.4389,-7.4778,19.99,1.0484
29-Mar-1948,0.21,2.334,5.9778,-0.9056,19.99,0.97
30-Mar-1948,8.3,2.379,12.3222,-4.8944,19.99,0.8844
31-Mar-1948,1.83,2.424,9.7778,5.0556,19.99,0.8915
01-Apr-1948,0.1,2.469,8.4333,-0.9444,45.11,0.9414
02-Apr-1948,0.03,2.514,6.4222,-0.8722,45.11,0.97
03-Apr-1948,0,2.559,12.95,-3.8056,45.11,0.9129
04-Apr-1948,0.57,2.604,20.5167,5.8556,45.11,0.7845
05-Apr-1948,0.25,2.649,19.1444,6.7722,45.11,0.7417
06-Apr-1948,3.35,2.694,17.2833,0.9556,45.11,0.6989
07-Apr-1948,3.99,2.739,20.9056,8.6333,45.11,0.6554
08-Apr-1948,0.1,2.784,16,0.4556,45.11,0.6554
09-Apr-1948,0.14,2.829,11.1,-4.1667,45.11,0.6333
10-Apr-1948,8.48,2.874,16.2,5.5111,45.11,0.5877
11-Apr-1948,2.41,2.918,13.9667,6.6889,45.11,0.5641
12-Apr-1948,0,2.963,10.2222,2.4833,45.11,0.7203
13-Apr-1948,0,3.008,11.1278,0.5944,45.11,0.8416
14-Apr-1948,0,3.052,17.05,1.3389,45.11,0.7631
15-Apr-1948,0,3.096,20.8944,2.55,45.11,0.6333
16-Apr-1948,0,3.141,16.6056,6.4611,45.11,0.5763
17-Apr-1948,0.03,3.185,14.9,-2.1944,45.11,0.5285
18-Apr-1948,0.07,3.229,26.8667,7.1333,45.11,0.4921
19-Apr-1948,0,3.272,25.7611,15.3722,45.11,0.4793
20-Apr-1948,0,3.316,21.7556,7.2833,45.11,0.4671
21-Apr-1948,1.18,3.359,17.9944,1.2222,45.11,0.455
22-Apr-1948,9.35,3.402,14.8444,3.7667,45.11,0.4422
23-Apr-1948,15.59,3.445,25.5056,8.5,45.11,0.455
24-Apr-1948,2.08,3.488,25.1111,13.85,45.11,0.5042
25-Apr-1948,6.53,3.53,27.4389,14.3444,45.11,0.6105
26-Apr-1948,10.71,3.572,23.9056,14.3056,45.11,0.6554
27-Apr-1948,3.36,3.614,20.2889,10.7889,45.11,0.6333
28-Apr-1948,0,3.656,17.8833,8.3167,45.11,0.6554
29-Apr-1948,0.73,3.697,17.1111,3.9222,45.11,0.6989
30-Apr-1948,3.2,3.738,16.85,3.8611,45.11,0.6554
01-May-1948,9.16,3.779,18.7389,8.4,75.35,0.5763
02-May-1948,3.84,3.819,15.5722,6.4556,75.35,0.552
03-May-1948,2.77,3.859,19.5944,2.6556,75.35,0.5877
04-May-1948,2.07,3.898,19.1722,9.2,75.35,0.6333
05-May-1948,12.2,3.938,21.1944,7.6222,75.35,0.6554
06-May-1948,16.37,3.976,14.5833,8.0222,75.35,0.756
07-May-1948,0.46,4.015,15.5444,2.7278,75.35,0.9842
08-May-1948,5.95,4.053,13.9889,0.9111,75.35,0.97
09-May-1948,34.91,4.09,11.0556,5.6,75.35,0.8986
10-May-1948,5.41,4.128,8.05,5.1944,75.35,1.4549
11-May-1948,6.12,4.164,11.0278,4.8722,75.35,2.0255
12-May-1948,4.03,4.201,10.7,6.2389,75.35,2.4677
13-May-1948,3.05,4.236,13.2556,7.1333,75.35,2.6602
14-May-1948,13.07,4.272,19.2222,3.6944,75.35,2.7744
15-May-1948,3.79,4.307,22.1722,11.5444,75.35,2.4962
16-May-1948,1.07,4.341,20.1611,9.0389,75.35,2.2537
17-May-1948,0.13,4.375,19.8944,8.35,75.35,1.9827
18-May-1948,0,4.408,21.3889,6.5722,75.35,1.6118
19-May-1948,0.45,4.441,22.55,5.05,75.35,1.4692
20-May-1948,1.05,4.473,28.8889,7.9167,75.35,1.1625
21-May-1948,0.81,4.505,25.4389,13.9389,75.35,1.0769
22-May-1948,0.88,4.536,26.1444,4.9889,75.35,1.0056
23-May-1948,0.1,4.567,21.6056,8.9389,75.35,0.9557
24-May-1948,0,4.597,18.8111,3.7111,75.35,0.92
25-May-1948,0,4.626,21.9556,6.8111,75.35,0.8273
26-May-1948,0,4.655,24.5,5.8722,75.35,0.8202
27-May-1948,0,4.683,27.5167,7.8833,75.35,0.7774
28-May-1948,0,4.711,23.3222,11.7333,75.35,0.7417
29-May-1948,0,4.738,19.9722,6.5444,75.35,0.7203
30-May-1948,0,4.764,21.1167,8.1222,75.35,0.6989
31-May-1948,0,4.79,26.2833,9.0444,75.35,0.6554
01-Jun-1948,0,4.815,29.2222,10.0944,83.01,0.6333
02-Jun-1948,0,4.84,30.5889,11.7222,83.01,0.6105
03-Jun-1948,0.07,4.864,30.8722,13.3278,83.01,0.5877
04-Jun-1948,6.3,4.887,31.2667,14.0056,83.01,0.5641
05-Jun-1948,4.27,4.909,25.2944,13.0833,83.01,0.552
06-Jun-1948,2.71,4.931,19.6944,10.5222,83.01,0.5877
07-Jun-1948,1.47,4.952,24.6556,11.7,83.01,0.6554
08-Jun-1948,0.23,4.973,21.5056,11.9889,83.01,0.6105
09-Jun-1948,0.06,4.993,25.45,9.7944,83.01,0.5763
10-Jun-1948,0.33,5.012,30.1722,11.1833,83.01,0.552
11-Jun-1948,6.01,5.03,27.9667,16.0333,83.01,0.5042
12-Jun-1948,5.48,5.048,23.6444,13.8444,83.01,0.5406
13-Jun-1948,2.8,5.065,24.6,11.0722,83.01,0.552
14-Jun-1948,1.75,5.081,23.6,10.4556,83.01,0.5285
15-Jun-1948,0.24,5.097,21.4111,10.0444,83.01,0.5164
16-Jun-1948,0.72,5.112,23.3,10.4167,83.01,0.5042
17-Jun-1948,0.83,5.126,20.5167,10.8722,83.01,0.4422
