datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,-99,0.42,3.7,-14.2667,35.4,0.1325
02-Jan-1948,-99,0.417,-0.1889,-8.1556,35.4,0.1325
03-Jan-1948,-99,0.411,8.1444,-6.4889,35.4,0.1325
04-Jan-1948,-99,0.406,5.3667,-4.8222,35.4,0.1325
05-Jan-1948,-99,0.401,7.0333,-5.3778,35.4,0.1325
06-Jan-1948,-99,0.398,7.5889,-5.9333,35.4,0.1325
07-Jan-1948,-99,0.394,3.7,-4.8222,35.4,0.1325
08-Jan-1948,-99,0.392,6.4778,-3.1556,35.4,0.1325
09-Jan-1948,-99,0.39,5.9222,-7.6,35.4,0.1325
10-Jan-1948,-99,0.389,8.7,-7.6,35.4,0.1325
11-Jan-1948,-99,0.389,7.0333,-7.0444,35.4,0.1325
12-Jan-1948,-99,0.389,8.7,-8.1556,35.4,0.1325
13-Jan-1948,-99,0.39,9.2556,-8.1556,35.4,0.1325
14-Jan-1948,-99,0.392,8.7,-9.2667,35.4,0.1325
15-Jan-1948,-99,0.394,9.8111,-9.8222,35.4,0.1325
16-Jan-1948,-99,0.397,9.2556,-7.6,35.4,0.1325
17-Jan-1948,-99,0.401,8.7,-8.1556,35.4,0.1325
18-Jan-1948,-99,0.406,10.3667,-9.8222,35.4,0.1325
19-Jan-1948,-99,0.411,8.1444,-10.3778,35.4,0.1325
20-Jan-1948,-99,0.417,8.1444,-11.4889,35.4,0.1325
21-Jan-1948,-99,0.423,9.8111,-11.4889,35.4,0.1325
22-Jan-1948,-99,0.431,13.1444,-11.4889,35.4,0.1325
23-Jan-1948,-99,0.439,14.2556,-8.1556,35.4,0.1325
24-Jan-1948,-99,0.447,13.7,-7.6,35.4,0.1325
25-Jan-1948,-99,0.457,9.8111,-9.8222,35.4,0.1325
26-Jan-1948,-99,0.467,4.8111,-9.8222,35.4,0.1325
27-Jan-1948,-99,0.478,3.7,-12.0444,35.4,0.1325
28-Jan-1948,-99,0.489,4.2556,-13.1556,35.4,0.1325
29-Jan-1948,-99,0.501,4.8111,-13.1556,35.4,0.1325
30-Jan-1948,-99,0.514,5.9222,-13.7111,35.4,0.1325
31-Jan-1948,-99,0.528,9.2556,-13.1556,35.4,0.1325
01-Feb-1948,-99,0.542,-0.0722,-12.6556,36.31,0.159
02-Feb-1948,-99,0.556,-3.4056,-15.4333,36.31,0.159
03-Feb-1948,-99,0.572,0.4833,-16.5444,36.31,0.159
04-Feb-1948,-99,0.588,-2.2944,-13.7667,36.31,0.159
05-Feb-1948,-99,0.605,-5.0722,-13.7667,36.31,0.159
06-Feb-1948,-99,0.622,-5.6278,-13.7667,36.31,0.159
07-Feb-1948,-99,0.64,-1.7389,-19.3222,36.31,0.159
08-Feb-1948,-99,0.659,-0.0722,-17.6556,36.31,0.159
09-Feb-1948,-99,0.678,-1.7389,-16.5444,36.31,0.159
10-Feb-1948,-99,0.698,-3.9611,-9.3222,36.31,0.159
11-Feb-1948,-99,0.719,-0.0722,-18.2111,36.31,0.159
12-Feb-1948,-99,0.74,2.15,-18.7667,36.31,0.159
13-Feb-1948,-99,0.761,4.3722,-18.2111,36.31,0.159
14-Feb-1948,-99,0.784,7.7056,-16.5444,36.31,0.159
15-Feb-1948,-99,0.807,4.9278,-13.2111,36.31,0.159
16-Feb-1948,-99,0.83,8.2611,-9.8778,36.31,0.1643
17-Feb-1948,-99,0.854,5.4833,-7.6556,36.31,0.1696
18-Feb-1948,-99,0.879,3.2611,-7.1,36.31,0.1749
19-Feb-1948,-99,0.904,6.5944,-8.7667,36.31,0.1802
20-Feb-1948,-99,0.93,7.7056,-9.3222,36.31,0.1908
21-Feb-1948,-99,0.956,9.3722,-9.8778,36.31,0.1908
22-Feb-1948,-99,0.983,1.5944,-4.8778,36.31,0.2014
23-Feb-1948,-99,1.01,-0.0722,-12.1,36.31,0.2067
24-Feb-1948,-99,1.038,8.8167,-9.8778,36.31,0.1961
25-Feb-1948,-99,1.067,11.0389,-11.5444,36.31,0.212
26-Feb-1948,-99,1.096,8.8167,-11.5444,36.31,0.1802
27-Feb-1948,-99,1.125,3.8167,-9.3222,36.31,0.1643
28-Feb-1948,-99,1.155,-1.7389,-9.3222,36.31,0.1696
29-Feb-1948,-99,1.185,2.15,-13.7667,36.31,0.1696
