datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,38.64,0,3.2333,-2.2,35.52,7.5168
02-Jan-1948,41.03,0,1.4556,-2.5444,35.52,10.8674
03-Jan-1948,17.64,0,0.8389,-2.5167,35.52,8.5805
04-Jan-1948,14.17,0,0.9556,-2.65,35.52,7.3395
05-Jan-1948,15.12,0,1.25,-4.4389,35.52,6.2403
06-Jan-1948,44.05,0,1.7611,-2.0278,35.52,6.5417
07-Jan-1948,7.12,0,2.3889,-1.3944,35.52,7.3395
08-Jan-1948,8.56,0,1.8556,-2.2611,35.52,7.5168
09-Jan-1948,13.4,0,1.9889,-5.0167,35.52,6.0985
10-Jan-1948,37.71,0,0.85,-3.55,35.52,5.7971
11-Jan-1948,7.23,0,-0.2056,-3.3722,35.52,5.2476
12-Jan-1948,0,0,-0.5111,-8.6,35.52,4.6093
13-Jan-1948,0,0,0.4778,-8.5333,35.52,4.1484
14-Jan-1948,0,0,0.1611,-9.0778,35.52,3.9357
15-Jan-1948,0,0,-1.7111,-8.4778,35.52,3.7229
16-Jan-1948,0,0,-1.0056,-8.8833,35.52,3.5102
17-Jan-1948,0,0,-0.8222,-8.7056,35.52,3.4038
18-Jan-1948,0,0,-1.0833,-9.05,35.52,3.2974
19-Jan-1948,0,0,-1.0889,-9.1611,35.52,3.1911
20-Jan-1948,0,0,-0.5722,-7.7389,35.52,3.0847
21-Jan-1948,1.27,0,4.6667,-2.9,35.52,2.9783
22-Jan-1948,2.43,0,5.05,-0.0667,35.52,3.1911
23-Jan-1948,1.71,0,4.6167,1.2056,35.52,3.9357
24-Jan-1948,0.23,0,3.4389,-1.0167,35.52,4.7334
25-Jan-1948,0,0,2.0722,-6.6333,35.52,4.2548
26-Jan-1948,0,0,0.5333,-6.85,35.52,3.8293
27-Jan-1948,0,0,0.9056,-7.6889,35.52,3.5102
28-Jan-1948,1.33,0,1.6611,-9.6833,35.52,3.2974
29-Jan-1948,4.53,0,0.4444,-6.8056,35.52,3.1911
30-Jan-1948,3.41,0,0.4833,-5.2444,35.52,3.0847
31-Jan-1948,8.77,0,-1.0389,-8.5667,35.52,2.872
01-Feb-1948,2.44,0,-0.5111,-6.6056,45.01,2.7656
02-Feb-1948,0.92,0,0.3944,-10.2833,45.01,2.677
