datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,11.97,0.2,-4.8444,-8.2667,17.07,0.3709
02-Jan-1948,3.48,0.199,-3.2333,-7.8167,17.07,0.485
03-Jan-1948,0.49,0.199,-2.3833,-6.2667,17.07,0.3566
04-Jan-1948,0,0.199,-1.1444,-6.8222,17.07,0.3566
05-Jan-1948,1.38,0.199,0.65,-5.2389,17.07,0.485
06-Jan-1948,0.41,0.2,-0.9056,-4.4556,17.07,0.4993
07-Jan-1948,2.5,0.202,-1.0611,-5.2722,17.07,0.4137
08-Jan-1948,2.07,0.204,0.1833,-6.7,17.07,0.4565
09-Jan-1948,0.28,0.207,1.6944,-6.2222,17.07,0.428
10-Jan-1948,0.49,0.21,-3.2222,-15.7389,17.07,0.3252
11-Jan-1948,0,0.213,-3.6333,-16.9556,17.07,0.2454
12-Jan-1948,7.33,0.217,-0.8667,-15.8,17.07,0.5135
13-Jan-1948,4.76,0.221,0.1944,-4.9611,17.07,0.4565
14-Jan-1948,0.7,0.226,-4.5611,-12.9722,17.07,0.4422
15-Jan-1948,0,0.232,-9.3056,-14.3778,17.07,0.3566
16-Jan-1948,0,0.238,-2.55,-13.9111,17.07,0.291
17-Jan-1948,7.41,0.244,-2.6222,-7.1111,17.07,0.2454
18-Jan-1948,2.59,0.251,-6.4111,-16.1889,17.07,0.2397
19-Jan-1948,0,0.258,-8.9056,-11.4222,17.07,0.3852
20-Jan-1948,4.01,0.266,-1.6,-14.6167,17.07,0.2739
21-Jan-1948,5.79,0.274,0.2889,-9.5278,17.07,0.194
22-Jan-1948,1.12,0.283,-2.05,-9.6778,17.07,0.2511
23-Jan-1948,2.63,0.292,-8.6167,-15.9556,17.07,0.2853
24-Jan-1948,6.25,0.302,-13.0778,-11.7333,17.07,0.1655
25-Jan-1948,2.04,0.312,-7.2889,-15.6333,17.07,0.1598
26-Jan-1948,0,0.322,-6.2722,-14.4389,17.07,0.2397
27-Jan-1948,0,0.333,-6.1278,-14.5556,17.07,0.3424
28-Jan-1948,0,0.345,-6.7278,-16.7111,17.07,0.3709
29-Jan-1948,0,0.357,-5.5722,-15.2333,17.07,0.3309
30-Jan-1948,0,0.369,-13.8167,-11.1778,17.07,0.3195
31-Jan-1948,0,0.382,-11.5556,-8.4444,17.07,0.1598
01-Feb-1948,0,0.395,-6.7556,-9.4056,5.67,0.1655
02-Feb-1948,0.27,0.409,-2.75,-15.4444,5.67,0.2739
03-Feb-1948,2.29,0.423,-3.9722,-14.8111,5.67,0.2339
04-Feb-1948,0.62,0.437,-12.3833,-16.2111,5.67,0.2111
05-Feb-1948,1.59,0.452,-7.2389,-15.0556,5.67,0.1883
06-Feb-1948,0,0.467,-6.1,-12.7667,5.67,0.1598
07-Feb-1948,0.5,0.483,-3.55,-16.9333,5.67,0.1141
08-Feb-1948,0.48,0.499,-5.4,-16.0111,5.67,0.0856
09-Feb-1948,0,0.516,-11.9611,-14.9222,5.67,0.1655
10-Feb-1948,0,0.533,-8.9444,-8.4389,5.67,0.1655
11-Feb-1948,0.22,0.55,-4.0167,-11.8278,5.67,0.1484
12-Feb-1948,2.85,0.568,0.8778,-9.3056,5.67,0.1598
13-Feb-1948,9.09,0.586,1.8167,-13.3222,5.67,0.1541
14-Feb-1948,4.54,0.604,5.5222,-7.3222,5.67,0.1769
15-Feb-1948,0,0.623,-3.0167,-12.2333,5.67,0.2454
16-Feb-1948,0,0.642,3.9667,-14.0167,5.67,0.8559
17-Feb-1948,0,0.662,8.4722,-1.6611,5.67,1.0556
18-Feb-1948,0,0.681,5.0889,-5.1778,5.67,1.7689
19-Feb-1948,0,0.702,7.1111,-6.9667,5.67,2.3965
20-Feb-1948,0,0.722,6.8778,-9.1556,5.67,3.0242
21-Feb-1948,2.02,0.743,-3.7556,-13.1167,5.67,3.4236
22-Feb-1948,1.47,0.764,-2.8278,-11.7056,5.67,2.6761
23-Feb-1948,0,0.786,-2.8722,-13.9889,5.67,1.9971
24-Feb-1948,0,0.808,-0.3333,-15.8778,5.67,1.5406
25-Feb-1948,0,0.83,4.1444,-6.4056,5.67,1.6662
26-Feb-1948,0,0.852,0.9278,-3.1333,5.67,1.4351
27-Feb-1948,0,0.875,3.0778,-2.9111,5.67,1.4037
28-Feb-1948,7.14,0.898,-1.4944,-4.8611,5.67,1.3381
29-Feb-1948,0.94,0.921,-1.4778,-11.9556,5.67,1.1127
01-Mar-1948,5.89,0.945,-2.2333,-15.3444,28.43,0.97
02-Mar-1948,8.15,0.969,-3.0833,-8.4444,28.43,1.0271
03-Mar-1948,3.42,0.993,2.1278,-4.95,28.43,0.9986
