,station,MAE,R_squared,MSE_squared,RMSE,NSE,KGE,PBias,r,Alpha,Beta
224,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/4185000,0.19569361590674442,0.902166754643932,0.17863398567107408,0.17863398567107408,0.902166754643932,0.8313698827303393,-9.312979195933053,0.9667914408812833,1.1366021592115223,1.0931297919593304
225,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/3032500,0.38303140885251397,0.5726846916499511,2.000976402554434,2.000976402554434,0.5726846916499511,0.7824052828040764,3.4191902971795214,0.7852146033233379,0.993246623274964,0.9658080970282048
226,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/7289500,0.28096409646635,0.9214722676008412,0.42482220175137586,0.42482220175137586,0.9214722676008412,0.9048946293362337,8.652453576771928,0.9616001957543465,0.9908353247101384,0.913475464232281
227,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/3253500,0.3160754624428832,0.8568143659277081,0.4979506592772976,0.4979506592772976,0.8568143659277081,0.8989446555377334,-2.476442648568168,0.9258337522870055,0.9359822405468813,1.0247644264856814
228,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/3346000,0.5986298769018151,0.6961038250944505,2.6735124514216726,2.6735124514216726,0.6961038250944505,0.7368693695584636,-11.75138603510447,0.8352077569207595,0.8318579828749872,1.1175138603510446
229,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/5481000,0.12625156441731888,0.9331015589774934,0.11600030876163053,0.11600030876163053,0.9331015589774934,0.9164072746051195,2.064144890666877,0.9669161809458339,0.9260599212688513,0.9793585510933311
230,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/3070000,0.8821732929692112,0.563717378828054,6.030836466668199,6.030836466668199,0.563717378828054,0.5751351941400312,17.80001038126215,0.7639585933400215,0.6948598344316115,0.8219998961873785
231,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/3324300,0.3731381487984846,0.7999279591866602,0.8810181452322556,0.8810181452322556,0.7999279591866602,0.8536453874480426,-6.193225298009685,0.8950848031313255,0.9189020954521627,1.0619322529800967
232,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/7029500,0.26933293680828624,0.9595759689193055,0.19882602033629512,0.19882602033629512,0.9595759689193055,0.9489275223630019,1.6770518719251586,0.981669084415061,1.0446220260374486,0.9832294812807485
233,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/4221500,0.6842263020091723,0.45921710467753274,4.9191576351829545,4.9191576351829545,0.45921710467753274,0.3838434760509336,-20.57547024840475,0.720768170593557,0.4907422559675418,1.2057547024840476
234,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/6928000,0.2671290972218402,0.6996255552212856,0.7655372637104693,0.7655372637104693,0.6996255552212856,0.7288062999943001,-16.598461231465055,0.8393934197945858,0.8578709818782294,1.1659846123146504
235,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/6607200,0.11905657826439703,0.7419969008861478,0.12197196832749756,0.12197196832749756,0.7419969008861478,0.8049802801181062,10.172844141515737,0.8655649367742071,0.9019631236445576,0.8982715585848428
236,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/3455000,0.25469880235855585,0.851588815955257,0.24249764008958552,0.24249764008958552,0.851588815955257,0.8989276577698518,6.608623990988672,0.926987693205946,0.9772529053487701,0.9339137600901132
237,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/1048000,0.49392360994662765,0.7317861642461461,2.2102213132577737,2.2102213132577737,0.7317861642461461,0.691831041787209,14.56733778837657,0.8662035495193084,0.7636826633091461,0.8543266221162343
238,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/4144000,0.07592204862634867,0.9655015325274654,0.016458987234645478,0.016458987234645478,0.9655015325274654,0.9173633272523185,0.9320622761350184,0.9871231274331241,1.08109335254535,0.9906793772386498
239,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/6811500,0.45368689379047705,0.1994095591015389,4.899863492997873,4.899863492997873,0.1994095591015389,0.17288178420896416,-16.59025829506779,0.450341981561326,0.40462034076590236,1.165902582950678
240,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/2143500,0.501574765906287,0.28316712170472247,2.567604709348268,2.567604709348268,0.28316712170472247,0.2580468789899104,4.082052428095698,0.5506568381271071,0.4110018323864567,0.9591794757190432
241,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/2478500,0.18285157664658794,0.9491010556847188,0.12318526466465517,0.12318526466465517,0.9491010556847188,0.9565255632797741,1.313846381209583,0.9759838430497372,1.0337732382536753,0.9868615361879043
242,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/1329000,0.7635526738307734,0.688938589081308,1.8577365083478854,1.8577365083478854,0.688938589081308,0.6998992236489503,-13.462111967363501,0.8416062236201765,0.7835536054620958,1.134621119673635
243,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/3470000,0.4968204309111675,0.44441188971830614,2.112366402300408,2.112366402300408,0.44441188971830614,0.5155739125274424,-0.7610615459636448,0.6669252039611826,0.6483298519919615,1.0076106154596365
244,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/5462000,0.128342711929677,0.9212658466568925,0.09184608611421004,0.09184608611421004,0.9212658466568925,0.8748866472695428,8.71372490833565,0.9630517696231985,0.9181753146925473,0.9128627509166433
245,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/3349000,0.23667927198595098,0.8172685556416379,0.42012908704469487,0.42012908704469487,0.8172685556416379,0.83175351411581,5.870133753964518,0.9052861959161839,0.8739431544920783,0.9412986624603545
246,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/4073500,0.03935362734518874,0.9822248833470288,0.004539897990837232,0.004539897990837232,0.9822248833470288,0.9073253406603486,-1.866672729072754,0.996185188834972,1.090695054946503,1.0186667272907275
247,/home/eohl/Documents/projects/MOPEX/MOPEX_TS_GF_Ach/2126000,0.4356535783759085,0.5949869332389606,1.6987553610628883,1.6987553610628883,0.5949869332389606,0.7136895631627433,-1.3268193108767894,0.7731666415114492,0.8258039932421706,1.013268193108768
